Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Sejuani,0,0,2327,1843,0,0,0,0,401,348
Maokai,0,0,6278,5047,81,78,0,0,128,140
Poppy,168,129,855,628,0,0,0,0,504,452
Shen,0,0,1228,949,0,0,0,0,421,383
Leona,0,0,867,718,0,0,0,0,511,454
Nautilus,0,0,9132,6781,0,0,0,0,1840,1614
Qiyana,24,30,741,506,218,214,2,2,201,201
Evelynn,0,0,128,108,756,685,0,0,22,39
Rek'Sai,0,0,84,68,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,0,0,241,223,0,0,0,0,695,736
Elise,0,0,3,9,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Ivern,0,0,7472,6060,0,0,0,0,0,0
Volibear,430,381,319,277,0,0,0,0,0,0
Twitch,0,0,0,0,0,0,800,629,0,0
Jinx,0,0,0,0,0,0,925,762,0,0
Kog'Maw,0,0,0,0,0,0,2511,2175,0,0
Vayne,15,20,0,0,0,0,1436,1287,0,0
Zac,0,0,54,46,0,0,0,0,0,0
Sett,574,549,25,23,0,0,4,4,1119,923
Pyke,2,0,998,607,2228,1602,0,0,10928,8127
Ornn,876,746,0,0,0,0,0,0,102,81
Nunu,0,0,1420,1117,0,0,0,0,249,209
Yuumi,732,526,0,0,0,0,0,0,5,4
Aatrox,226,172,0,0,312,265,0,0,0,0
Kled,184,156,0,0,0,0,0,0,0,0
Senna,1138,800,0,0,4625,3121,2508,2169,1137,1038
Cassiopeia,0,0,0,0,542,598,0,0,0,0
Ryze,732,701,0,0,602,492,0,0,0,0
Gangplank,0,0,0,0,259,209,0,0,0,0
Yone,1343,1180,0,0,141,107,0,0,0,0
Kennen,5,7,0,0,669,577,0,0,0,0
Orianna,0,0,0,0,309,269,0,0,0,0
Aurelion Sol,303,262,0,0,732,705,0,0,0,0
Jarvan IV,447,440,2326,1907,358,371,0,0,6,14
Nidalee,0,0,0,0,87,85,0,0,138,145
Draven,0,0,0,0,232,180,4859,4272,0,0
Cho'Gath,841,817,0,0,402,409,1444,1347,0,0
Ezreal,0,0,0,0,384,338,1211,1014,259,222
Neeko,0,0,0,0,49,64,1270,1129,0,0
Ahri,127,93,0,0,1771,1708,203,209,0,0
Aphelios,0,0,0,0,0,0,1764,1604,0,0
Udyr,0,0,536,513,0,0,0,0,0,0
Vi,0,0,404,289,0,0,0,0,0,0
Thresh,0,0,407,323,0,0,0,0,459,418
Galio,159,150,57,41,1203,1008,54,55,0,1
Rammus,0,0,826,802,0,0,0,0,0,0
Rumble,0,0,5,8,146,115,0,0,0,0
Quinn,24,28,10,18,0,0,0,0,0,0
Tryndamere,980,795,0,0,3,5,0,0,0,0
Lucian,1251,1070,0,0,234,271,1278,1130,0,0
Jayce,1007,917,0,0,0,0,0,0,0,0
Zed,95,82,0,0,267,261,0,0,0,0
Camille,101,116,0,0,118,95,0,0,0,0
Fiora,668,520,0,0,0,0,0,0,0,0
Twisted Fate,10,12,0,0,0,0,0,0,0,0
Riven,1136,1000,0,0,0,0,0,0,0,0
Trundle,10,9,0,0,0,0,0,0,0,0
Janna,2187,1804,0,0,16,21,0,0,188,173
Lulu,18,18,0,0,861,676,0,0,102,115
Rakan,0,0,254,230,0,0,0,0,2289,2412
Veigar,2,3,0,0,566,526,0,0,0,0
Karthus,0,0,0,0,318,275,0,0,0,0
Azir,0,0,0,0,487,417,28,27,0,0
Viktor,23,34,0,0,305,270,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,65,96
Kayn,0,0,243,194,0,0,0,0,0,0
Lillia,296,330,672,642,11,14,0,0,0,0
Warwick,0,0,152,162,0,0,0,0,0,0
Gragas,0,0,91,86,29,37,0,0,0,0
Olaf,0,0,27,31,0,0,16,18,0,0
Pantheon,228,248,22,33,0,0,0,0,0,0
Lissandra,0,0,0,0,635,502,0,0,0,0
Karma,44,38,0,0,14,16,0,0,5,5
Yasuo,661,552,0,0,1974,1774,211,157,0,0
Kayle,25,31,0,0,7,9,0,0,0,0
Akali,910,736,0,0,677,654,0,0,0,0
Irelia,73,69,0,0,6,10,0,0,0,0
Singed,0,0,107,107,11,9,165,140,0,0
Bard,0,0,0,0,0,0,0,0,1554,1494
Sivir,0,0,0,0,0,0,1024,858,0,0
Caitlyn,0,0,0,0,0,0,997,887,0,0
Kai'Sa,0,0,0,0,158,153,605,561,0,0
Soraka,56,74,0,0,0,0,0,0,0,1
Blitzcrank,0,0,0,0,0,0,0,0,3,7
Varus,9,12,0,0,0,0,283,248,0,0
Anivia,0,0,0,0,32,36,259,216,0,0
Jhin,0,0,0,0,0,0,31,34,0,0
Xayah,0,0,0,0,5,6,640,581,0,0
Alistar,1346,1093,0,0,0,0,1,1,0,0
Gnar,1935,1831,0,0,0,0,0,0,0,0
Sona,150,151,0,0,0,0,0,0,0,0
Renekton,125,120,0,0,0,0,0,0,0,0
Darius,505,462,0,0,0,0,0,0,0,0
Garen,435,415,0,0,0,0,5,5,0,0
Jax,28,38,0,0,0,0,0,0,0,0
Ziggs,0,0,0,0,1,0,0,0,0,0
Talon,0,0,445,337,0,0,0,0,0,0
Ekko,0,1,365,356,433,455,0,0,0,0
Miss Fortune,0,0,0,0,0,0,359,273,0,0
LeBlanc,0,0,0,0,623,596,0,0,21,25
Zoe,0,0,0,0,4,2,0,0,0,0
Wukong,0,0,141,129,2,1,0,0,0,0
Braum,0,0,0,0,0,0,13,23,0,0
Fizz,0,0,0,0,1502,1396,0,0,0,0
Diana,2,1,0,0,121,108,0,0,0,0
Urgot,45,49,0,0,0,0,0,0,0,0
Corki,0,0,0,0,157,163,0,0,22,24
Heimerdinger,0,0,0,0,107,99,0,0,0,0
Kassadin,0,0,0,0,24,24,0,0,0,0
Graves,0,0,1,0,0,0,0,0,0,0
Zilean,778,659,0,0,5,11,0,0,0,0
Kindred,0,0,272,282,0,0,0,0,0,0
Amumu,0,0,127,106,0,0,0,0,212,217
Shyvana,0,0,0,0,3,9,0,0,0,0
Vladimir,0,0,0,0,3,9,0,0,0,0
Skarner,0,0,359,315,0,0,0,0,0,0
Hecarim,0,0,170,153,0,0,0,0,0,0
Katarina,0,0,0,0,105,95,0,0,0,0
Nasus,291,234,0,0,0,0,0,0,0,0
Kalista,0,0,0,0,0,0,105,117,0,0
