Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Sejuani,0,0,2333,1849,0,0,0,0,402,350
Maokai,0,0,6311,5079,81,78,0,0,128,140
Poppy,168,129,861,631,0,0,0,0,506,454
Shen,0,0,1232,951,0,0,0,0,424,385
Leona,0,0,870,724,0,0,0,0,516,456
Nautilus,0,0,9179,6816,0,0,0,0,1851,1620
Qiyana,24,30,741,506,218,214,2,2,203,202
Evelynn,0,0,128,108,758,692,0,0,22,39
Rek'Sai,0,0,84,68,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,0,0,241,223,0,0,331,313,697,735
Elise,0,0,3,9,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Ivern,0,0,7486,6075,0,0,0,0,0,0
Volibear,431,381,319,277,0,0,0,0,0,0
Twitch,0,0,0,0,0,0,781,604,0,0
Jinx,0,0,0,0,0,0,819,653,0,0
Kog'Maw,0,0,0,0,0,0,2414,2090,0,0
Vayne,15,20,0,0,0,0,1551,1419,0,0
Zac,0,0,54,46,0,0,0,0,0,0
Sett,574,550,25,23,0,0,4,4,1123,924
Pyke,2,0,1009,613,2235,1610,0,0,10963,8167
Ornn,878,745,0,0,0,0,0,0,102,81
Nunu,0,0,1423,1122,0,0,0,0,252,211
Yuumi,732,527,0,0,0,0,0,0,5,4
Aatrox,226,172,0,0,312,265,0,0,0,0
Kled,184,157,0,0,0,0,0,0,0,0
Senna,1158,812,0,0,4650,3136,2406,2053,1139,1041
Cassiopeia,0,0,0,0,542,598,0,0,0,0
Ryze,738,703,0,0,602,492,0,0,0,0
Gangplank,0,0,0,0,261,209,0,0,0,0
Yone,1356,1187,0,0,141,107,0,0,0,0
Kennen,5,7,0,0,671,580,0,0,0,0
Orianna,0,0,0,0,309,269,0,0,0,0
Aurelion Sol,303,262,0,0,736,707,0,0,0,0
Jarvan IV,447,440,2329,1912,360,372,0,0,6,14
Nidalee,0,0,0,0,87,85,0,0,139,145
Draven,0,0,0,0,233,182,5084,4465,0,0
Cho'Gath,845,818,0,0,405,413,1449,1352,0,0
Ezreal,0,0,0,0,387,345,1095,930,259,222
Neeko,0,0,0,0,49,64,1157,1037,0,0
Ahri,128,93,0,0,1780,1719,204,211,0,0
Aphelios,0,0,0,0,0,0,1905,1719,0,0
Udyr,0,0,537,513,0,0,0,0,0,0
Vi,0,0,408,291,0,0,0,0,0,0
Thresh,0,0,408,324,0,0,0,0,465,425
Galio,160,150,57,41,1206,1013,54,55,0,1
Rammus,0,0,826,802,0,0,0,0,0,0
Rumble,0,0,5,8,146,115,0,0,0,0
Quinn,0,0,10,18,0,0,0,0,0,0
Janna,2223,1846,0,0,16,21,0,0,188,173
Lulu,18,18,0,0,867,678,0,0,102,115
Rakan,0,0,258,231,0,0,0,0,2298,2421
Warwick,0,0,152,163,0,0,0,0,0,0
Gragas,0,0,94,88,32,42,0,0,0,0
Olaf,0,0,27,31,0,0,16,18,0,0
Pantheon,228,248,22,33,0,0,0,0,0,0
Veigar,2,3,0,0,567,527,0,0,0,0
Karthus,0,0,0,0,321,275,0,0,0,0
Azir,0,0,0,0,489,418,28,27,0,0
Viktor,23,34,0,0,306,271,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,66,98
Kayn,0,0,243,195,0,0,0,0,0,0
