Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Ahri,70,60,10,10,40,20,60,40
Renekton,50,10,40,50,40,30,30,20
Pyke,40,10,40,10,50,50,40,50
Karthus,60,55,10,30,10,20,10,10
Nautilus,20,20,20,70,20,70,30,20
Rakan,10,30,10,10,50,60,90,10
Ekko,70,20,20,20,40,30,40,20
Ivern,10,20,20,20,10,80,20,30
Sett,30,10,50,60,10,70,30,20
Bard,60,10,30,10,30,50,50,20
Neeko,60,60,60,10,10,50,30,40
Xayah,60,20,80,30,10,50,20,50
Maokai,20,10,10,70,40,80,10,20
Aphelios,20,50,90,30,50,70,10,90
Lulu,10,40,10,20,30,70,20,30
Sejuani,40,10,20,80,20,70,30,20
Ornn,30,20,30,80,10,70,40,20
Nunu,50,10,10,70,70,50,40,10
Blitzcrank,30,10,10,50,10,30,20,20
Senna,20,70,70,20,40,60,10,60
Yasuo,40,10,80,20,10,50,70,90
Shen,10,10,30,70,20,70,40,10
Volibear,40,10,40,40,50,50,40,20
Poppy,20,10,30,90,10,70,30,10
Jarvan IV,30,20,50,30,10,40,40,30
Kai'Sa,70,20,70,10,10,10,40,50
Karma,30,55,10,30,30,70,30,20
Camille,40,20,60,40,20,60,50,30
Kassadin,70,30,10,30,10,20,60,30
Pantheon,50,40,50,60,10,30,30,40
Cho'Gath,50,20,20,60,40,40,10,20
Twitch,50,10,70,10,10,20,20,50
Ezreal,40,60,70,10,10,10,70,50
Galio,20,60,20,60,10,60,30,20
Garen,40,10,60,70,40,20,20,10
Qiyana,60,20,40,10,10,70,60,60
Akali,80,20,50,10,20,10,70,80
LeBlanc,60,60,10,10,10,20,70,40
Ryze,70,50,70,30,20,60,30,80
Jinx,30,30,80,10,10,20,20,30
Caitlyn,40,50,90,10,10,30,20,50
Thresh,20,10,20,40,20,70,20,70
Kog'Maw,40,20,90,10,10,20,10,60
Wukong,60,10,50,20,10,30,30,20
Miss Fortune,50,80,40,10,10,20,20,30
Lillia,50,50,30,40,10,40,45,50
Aatrox,30,20,50,20,50,40,30,30
Zoe,80,50,10,10,10,20,20,60
Warwick,10,10,40,50,70,50,50,10
Riven,50,10,70,15,10,60,80,60
Leona,10,10,20,80,20,90,20,10
Lucian,60,20,80,10,10,10,50,60
Janna,10,50,10,20,50,80,50,30
Zed,50,30,50,10,10,10,50,60
Ashe,10,50,60,10,10,60,10,20
Aurelion Sol,40,30,60,20,10,60,30,90
Darius,30,10,60,40,50,20,10,20
Draven,60,10,90,10,10,10,20,70
Lee Sin,70,10,50,30,10,20,50,90
Vayne,50,10,70,10,10,20,50,60
Morgana,50,50,10,20,30,80,20,50
Jhin,60,40,50,10,10,30,10,60
Swain,40,50,50,30,60,30,20,30
Irelia,50,10,65,40,10,60,60,90
Sona,30,70,10,10,60,40,30,20
Vladimir,40,20,10,20,80,20,20,10
Yuumi,10,40,10,10,70,60,80,20
Zac,10,10,10,50,60,40,60,10
Talon,80,20,30,10,10,10,80,40
Fiora,20,10,50,20,30,20,40,30
Varus,40,50,70,10,10,30,10,50
Katarina,70,40,20,10,20,10,70,50
Alistar,20,20,10,90,30,60,40,10
Nami,20,50,20,10,60,50,20,50
Amumu,40,10,10,80,20,70,20,10
Fizz,70,10,20,10,10,20,80,40
Cassiopeia,50,40,80,20,30,50,10,80
Diana,70,20,50,20,10,10,50,30
Kayn,30,30,50,30,30,30,40,40
Dr. Mundo,30,40,40,70,60,20,10,10
Quinn,60,20,50,10,10,30,60,40
Mordekaiser,30,30,30,50,50,40,10,20
Soraka,10,40,10,10,90,30,20,20
Singed,10,10,10,70,70,30,50,10
Syndra,70,60,10,10,10,20,10,20
Braum,10,20,10,70,10,90,30,10
Sylas,60,40,20,20,40,20,30,50
Tahm Kench,20,20,20,80,20,40,30,20
Evelynn,90,10,10,10,30,20,40,30
Gangplank,40,40,50,10,30,20,10,50
Malphite,60,40,10,70,10,50,20,10
Veigar,70,30,10,10,10,30,10,20
Nidalee,70,70,10,10,50,10,60,80
Kalista,20,20,40,10,10,40,70,70
Vi,20,10,50,30,10,60,50,20
Tristana,60,10,70,10,10,30,30,20
Urgot,20,50,40,30,10,30,20,20
Rek'Sai,30,20,50,20,40,20,50,30
Jayce,60,60,60,10,10,20,20,60
Graves,50,20,70,10,10,20,30,50
Nasus,20,20,40,70,50,30,20,10
Sivir,20,40,70,10,10,20,30,50
Rammus,10,10,20,90,10,50,50,10
Trundle,10,10,60,60,40,40,40,20
Elise,70,10,40,10,40,30,20,40
Yone,35,20,75,20,10,50,40,80
Udyr,10,10,60,60,30,50,55,10
Rengar,80,10,50,10,30,40,40,60
Fiddlesticks,30,50,10,10,50,60,20,10
Sion,50,40,50,60,10,50,20,10
Shyvana,70,30,70,50,20,10,20,30
Azir,50,20,50,20,10,20,40,70
Gragas,60,40,10,50,30,30,20,40
Viktor,50,50,20,20,10,20,20,50
Jax,30,10,70,40,10,50,20,20
Annie,70,40,10,20,10,30,10,10
Olaf,20,50,60,50,40,30,20,30
Vel'Koz,70,70,10,10,10,30,10,70
Ziggs,30,60,60,10,10,20,20,40
Orianna,60,60,10,20,10,30,20,30
Nocturne,40,20,50,20,10,30,30,10
Hecarim,20,10,50,50,20,40,60,50
Zilean,50,70,10,10,10,60,30,30
Tryndamere,30,10,90,10,60,20,60,10
Heimerdinger,60,40,60,10,10,20,10,60
Corki,40,50,60,10,10,20,40,50
Teemo,50,50,30,20,10,20,20,10
Master Yi,10,10,80,10,40,10,70,10
Brand,50,70,10,10,10,20,10,10
Kled,10,10,60,60,10,40,30,10
Kha'Zix,80,20,20,10,20,10,40,20
Rumble,40,50,50,20,10,30,10,10
Taric,10,10,20,50,40,80,10,30
Gnar,20,20,50,50,10,20,30,20
Twisted Fate,10,50,20,10,10,50,10,60
Yorick,20,40,50,50,20,30,10,20
Zyra,60,60,10,10,10,50,10,20
Lux,30,60,10,10,20,40,10,40
Shaco,60,20,50,10,10,30,30,40
Kindred,50,10,60,10,30,20,50,60
Kennen,40,30,40,10,10,30,40,30
Anivia,40,60,10,20,10,50,10,20
Xerath,30,90,10,25,10,30,10,50
Taliyah,80,50,10,10,10,40,30,70
Malzahar,20,50,10,30,10,30,10,20
Kayle,10,40,30,10,40,50,10,50
