Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Sejuani,0,0,2436,1947,0,0,0,0,468,399
Maokai,0,0,5445,4320,90,92,0,0,128,140
Poppy,0,0,934,689,0,0,0,0,556,498
Shen,0,0,1146,859,0,0,0,0,709,650
Leona,0,0,1000,813,0,0,0,0,566,516
Nautilus,0,0,10592,7766,0,0,0,0,2835,2428
Qiyana,24,30,747,506,203,207,2,2,216,224
Evelynn,0,0,128,108,133,130,0,0,22,39
Rek'Sai,0,0,84,68,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,0,0,241,223,0,0,0,0,747,803
Elise,0,0,3,7,0,0,0,0,0,0
Lee Sin,0,0,3,4,0,0,0,0,0,0
Ivern,0,0,6592,5358,0,0,0,0,0,0
Volibear,452,401,174,174,0,0,0,0,0,0
Twitch,0,0,0,0,0,0,847,736,0,0
Jinx,0,0,0,0,0,0,1058,900,0,0
Kog'Maw,0,0,0,0,0,0,2932,2559,0,0
Vayne,15,20,0,0,0,0,1560,1435,0,0
Yuumi,777,548,0,0,0,0,0,0,36,42
Ornn,918,766,0,0,0,0,0,0,116,98
Aatrox,230,178,0,0,335,292,0,0,0,0
Kled,201,181,0,0,0,0,0,0,0,0
Zac,0,0,43,41,0,0,0,0,0,0
Sett,458,428,253,249,0,0,4,4,1875,1672
Pyke,2,0,1146,712,3380,2466,0,0,13522,10284
Nunu,0,0,1573,1256,0,0,0,0,303,274
Senna,1508,1069,0,0,5367,3714,2792,2398,1241,1136
Cassiopeia,0,0,0,0,690,746,0,0,0,0
Ryze,882,848,0,0,723,624,0,0,0,0
Gangplank,0,0,0,0,289,244,0,0,0,0
Yone,1565,1384,0,0,157,122,0,0,0,0
Jarvan IV,497,475,2254,1884,397,414,0,0,6,14
Vi,0,0,546,355,0,0,0,0,0,0
Kennen,5,7,0,0,757,677,0,0,0,0
Orianna,0,0,0,0,309,269,0,0,0,0
Aurelion Sol,303,262,46,62,777,718,0,0,0,0
Nidalee,0,0,0,0,141,142,0,0,154,165
