Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Malphite,60,40,10,70,10,50,20,1
Urgot,20,50,40,30,10,30,20,2
Nautilus,40,20,20,60,20,90,30,2
Karthus,60,70,10,30,10,20,10,1
Galio,20,60,20,60,10,60,30,2
Rakan,10,30,10,10,50,60,90,1
Zac,10,10,10,50,60,40,60,1
Dr. Mundo,30,40,40,80,60,20,10,1
Shen,10,10,30,70,20,70,40,1
Cho'Gath,50,20,20,60,40,40,10,2
Aphelios,20,50,90,30,50,70,10,9
Senna,20,70,70,20,40,60,10,6
Karma,30,55,10,30,30,80,30,2
Udyr,10,10,60,60,30,50,55,1
Skarner,10,10,50,80,20,50,50,1
Xerath,30,90,10,25,10,30,10,5
Alistar,20,20,10,90,30,60,40,1
Pyke,40,10,40,10,50,50,40,5
Irelia,50,10,65,40,10,60,60,9
Illaoi,50,60,40,60,50,20,10,1
Braum,10,20,10,70,10,90,30,1
Nidalee,70,70,10,10,50,10,60,8
Pantheon,50,40,50,60,10,30,30,4
Sejuani,40,10,20,80,20,70,30,2
Zoe,80,30,10,10,10,20,20,6
Hecarim,20,10,50,50,20,40,60,5
Ahri,70,60,10,10,40,20,60,4
Tryndamere,30,10,90,10,60,20,60,1
Lee Sin,70,10,50,30,10,20,50,9
Thresh,20,10,20,40,20,70,20,7
Yuumi,10,40,10,10,70,60,80,2
Ornn,30,20,30,80,10,70,40,2
Jarvan IV,30,20,50,30,10,40,40,3
Sett,30,10,50,60,10,70,30,2
Graves,50,20,70,10,10,20,30,5
Darius,30,10,60,40,50,20,10,2
Yasuo,40,10,80,20,10,50,70,9
Xayah,60,20,80,30,10,50,20,5
Maokai,20,10,10,70,40,80,10,2
Ashe,10,50,60,10,10,60,10,2
Sona,30,70,10,10,60,40,30,2
Orianna,60,60,10,20,10,30,20,3
Garen,40,10,60,70,40,20,20,1
Fiora,20,10,50,20,30,20,40,3
Poppy,20,10,30,90,10,70,30,1
Riven,50,10,70,15,10,60,80,6
Ryze,70,50,70,30,20,60,30,8
Volibear,40,10,40,40,50,50,40,2
Zed,50,30,50,10,10,10,50,6
Warwick,10,10,40,50,70,50,50,1
Blitzcrank,30,10,10,50,10,30,20,2
Miss Fortune,50,80,40,10,10,20,20,3
Zilean,50,70,10,10,10,60,30,3
Nunu,50,10,10,70,70,50,40,1
Camille,40,20,60,40,20,60,50,3
Sion,50,40,50,60,10,50,20,1
Janna,10,50,10,20,50,90,50,3
Varus,40,50,70,10,10,30,10,5
Master Yi,10,10,80,10,40,10,70,1
Wukong,60,10,50,20,10,30,30,2
Singed,10,10,10,70,70,30,50,1
Sylas,60,40,20,20,40,20,30,5
Brand,50,70,10,10,10,20,10,1
Jinx,30,30,80,10,10,20,20,3
Corki,40,50,60,10,10,20,40,5
Anivia,40,60,10,20,10,50,10,2
Caitlyn,40,50,90,10,10,30,20,5
Kog'Maw,40,20,90,10,10,20,10,6
Bard,60,10,30,10,30,50,50,2
Amumu,40,10,10,80,20,70,20,1
Cassiopeia,50,40,80,20,30,50,10,8
Ivern,10,20,20,20,10,80,20,3
Vladimir,40,20,10,20,80,20,20,1
Trundle,10,10,60,60,40,40,40,2
Ekko,70,20,20,20,40,30,40,2
Nami,20,50,20,10,60,50,20,5
Rek'Sai,30,20,50,20,40,20,50,3
Mordekaiser,30,30,30,50,50,40,10,2
Kassadin,70,30,10,30,10,20,60,3
Leona,10,10,20,80,20,90,20,1
Ezreal,40,60,70,10,10,10,70,5
Vayne,50,10,70,10,10,20,50,6
Veigar,70,30,10,10,10,30,10,2
Neeko,60,60,60,10,10,50,30,4
Olaf,20,50,60,50,40,30,20,3
Lulu,10,40,10,20,30,70,20,3
Nocturne,40,20,50,20,10,30,30,1
Renekton,50,10,40,50,40,30,30,2
Evelynn,90,10,10,10,30,20,40,3
Aatrox,30,20,50,20,50,40,30,3
Kha'Zix,80,20,20,10,20,10,40,2
Syndra,70,60,10,10,10,20,10,2
Aurelion Sol,40,30,60,20,10,60,30,9
Taric,10,10,20,50,40,80,10,3
Twitch,50,10,70,10,10,20,20,5
Morgana,50,50,10,20,30,80,20,5
Kai'Sa,70,20,70,10,10,10,40,5
Rammus,10,10,20,90,10,50,50,1
Nasus,20,20,40,70,50,30,20,1
Soraka,10,40,10,10,90,30,20,2
Akali,80,20,50,10,20,10,70,8
Kalista,20,20,40,10,10,40,70,7
Kennen,40,30,40,10,10,30,40,3
Shaco,60,20,50,10,10,30,30,4
Azir,50,20,50,20,10,20,40,7
Gangplank,40,40,50,10,30,20,10,5
Katarina,70,40,20,10,20,10,70,5
Zyra,60,60,10,10,10,50,10,2
Elise,70,10,40,10,40,30,20,4
Fizz,70,10,20,10,10,20,80,4
Swain,40,50,50,30,60,30,20,3
Lissandra,30,60,10,20,20,60,30,3
Lux,30,60,10,10,20,40,10,4
Viktor,50,50,20,20,10,20,20,5
Draven,60,10,90,10,10,10,20,7
Twisted Fate,10,50,20,10,10,50,10,6
Jhin,60,40,50,10,10,30,10,6
Malzahar,20,50,10,30,10,30,10,2
LeBlanc,60,60,10,10,10,20,70,4
Teemo,50,50,30,20,10,20,20,1
Tristana,60,10,70,10,10,30,30,2
Diana,70,20,50,20,10,10,50,3
Kindred,50,10,60,10,30,20,50,6
Rengar,80,10,50,10,30,40,40,6
Sivir,20,40,70,10,10,20,30,5
Xin Zhao,20,10,70,30,50,20,20,2
Vel'Koz,70,70,10,10,10,30,10,7
Kled,10,10,60,60,10,40,30,1
Fiddlesticks,30,50,10,10,50,60,20,1
Quinn,60,20,50,10,10,30,60,4
Jax,30,10,70,40,10,50,20,2
Gragas,60,40,10,50,30,30,20,4
Lucian,60,20,80,10,10,10,50,6
Heimerdinger,60,40,60,10,10,20,10,6
Gnar,20,20,50,50,10,20,30,2
Tahm Kench,20,20,20,80,20,40,30,2
Jayce,60,60,60,10,10,20,20,6
Yorick,20,40,50,50,20,30,10,2
Taliyah,80,50,10,10,10,40,30,7
Qiyana,60,20,40,10,10,70,60,6
Kayle,10,40,30,10,40,50,10,5
Shyvana,70,30,70,50,20,10,20,3
Talon,80,20,30,10,10,10,80,4
Ziggs,30,60,60,10,10,20,20,4
Annie,70,40,10,20,10,30,10,1
Vi,20,10,50,30,10,60,50,2
Rumble,40,50,50,20,10,30,10,1
