Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Udyr,10,10,60,60,30,50,70,1
Pyke,40,10,40,10,50,50,40,5
Irelia,50,10,65,40,10,60,60,9
Tryndamere,30,10,90,10,60,20,70,1
Yasuo,40,10,90,20,10,50,80,9
Rakan,10,30,10,10,50,60,90,1
Camille,40,20,60,40,20,60,50,3
Singed,10,10,10,70,70,30,50,1
Shen,10,10,30,70,20,70,40,1
Senna,20,70,70,20,40,60,10,6
Aphelios,20,50,90,30,50,70,10,9
Ashe,10,50,60,10,10,60,10,2
Xayah,60,20,80,30,10,50,20,5
Draven,60,10,90,10,10,10,20,7
Lee Sin,70,10,50,30,10,20,50,9
Skarner,10,10,50,80,20,50,50,1
Bard,60,10,30,10,30,50,50,2
Graves,50,20,70,10,10,20,30,5
Zac,10,10,10,40,60,40,80,1
Ornn,30,20,30,80,10,70,40,2
Vayne,50,10,70,10,10,20,50,6
Karma,30,80,10,30,30,80,30,2
Master Yi,10,10,80,10,40,10,70,1
Fiora,20,10,50,20,30,20,40,3
Aatrox,30,20,50,20,50,40,30,3
Ezreal,40,60,70,10,10,10,70,5
Ivern,10,20,20,20,10,80,20,3
Yuumi,10,40,10,10,70,60,80,2
Nautilus,40,20,20,60,20,90,30,2
Jinx,30,30,80,10,10,20,20,3
Nunu,50,10,10,70,70,50,40,1
Riven,50,10,70,15,10,60,80,6
Volibear,40,10,40,40,50,50,40,2
Blitzcrank,30,10,10,50,10,30,20,2
Sett,30,10,50,60,10,70,30,2
Mordekaiser,30,30,30,50,50,40,10,2
Poppy,20,10,30,90,10,70,30,1
Caitlyn,40,50,90,10,10,30,20,5
Ryze,70,50,70,30,20,60,30,8
Braum,10,20,10,70,10,90,30,1
Nocturne,40,20,50,20,10,30,30,1
Akali,80,20,50,10,20,10,70,8
Kennen,40,30,40,10,10,30,40,3
Rek'Sai,30,20,50,20,40,20,50,3
Tristana,60,10,70,10,10,30,30,2
Cassiopeia,50,40,80,20,30,50,10,8
Thresh,20,10,20,40,20,70,20,7
Syndra,70,60,10,10,10,20,10,2
Ahri,70,60,10,10,40,20,60,4
Zilean,50,70,10,10,10,60,30,3
Zed,50,30,50,10,10,10,50,6
Kog'Maw,40,20,90,10,10,20,10,6
Leona,10,10,20,80,20,90,20,1
Sion,50,40,50,60,10,50,20,1
Alistar,20,20,10,90,30,60,40,1
Jarvan IV,30,20,50,30,10,40,40,3
Galio,20,60,20,60,10,60,30,2
Sejuani,40,10,20,80,20,70,30,2
Pantheon,50,40,50,60,10,30,30,4
Kai'Sa,70,20,70,10,10,10,40,5
Varus,40,50,70,10,10,30,10,5
Lulu,10,40,10,20,30,70,20,3
Kassadin,70,30,10,30,10,20,60,3
Azir,50,20,50,20,10,20,40,7
Veigar,70,30,10,10,10,30,10,2
Nasus,20,20,40,70,50,30,20,1
Urgot,20,50,50,50,10,30,20,2
