Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Udyr,10,10,60,60,30,50,55,1
Rakan,10,30,10,10,50,60,90,1
Pyke,40,10,40,10,50,50,40,5
Tryndamere,30,10,90,10,60,20,60,1
Senna,20,70,70,20,40,60,10,6
Irelia,50,10,65,40,10,60,60,9
Yasuo,40,10,80,20,10,50,70,9
Graves,50,20,70,10,10,20,30,5
Xayah,60,20,80,30,10,50,20,5
Singed,10,10,10,70,70,30,50,1
Aphelios,20,50,90,30,50,70,10,9
Camille,40,20,60,40,20,60,50,3
Shen,10,10,30,70,20,70,40,1
Ashe,10,50,60,10,10,60,10,2
Bard,60,10,30,10,30,50,50,2
Zac,10,10,10,40,60,40,80,1
Karthus,60,80,10,30,10,20,10,1
Master Yi,10,10,80,10,40,10,70,1
Lee Sin,70,10,50,30,10,20,50,9
Skarner,10,10,50,80,20,50,50,1
Volibear,40,10,40,40,50,50,40,2
Ezreal,40,60,70,10,10,10,70,5
Mordekaiser,30,30,30,50,50,40,10,2
Draven,60,10,90,10,10,10,20,7
Xerath,30,90,10,10,10,30,10,5
Blitzcrank,30,10,10,50,10,30,20,2
Karma,30,80,10,30,30,80,30,2
Nasus,20,20,40,70,50,30,20,1
Fiora,20,10,50,20,30,20,40,3
Ryze,70,50,70,30,20,60,30,8
Ahri,70,60,10,10,40,20,60,4
Nautilus,40,20,20,60,20,90,30,2
Ivern,10,20,20,20,10,80,20,3
Caitlyn,40,50,90,10,10,30,20,5
Yuumi,10,40,10,10,70,60,80,2
Trundle,10,10,60,60,40,40,40,2
Riven,50,10,70,15,10,60,80,6
Orianna,60,60,10,20,10,30,20,3
Aatrox,30,20,50,20,50,40,30,3
Ornn,30,20,30,80,10,70,40,2
Kha'Zix,80,20,20,10,20,10,40,2
Sett,30,10,50,60,10,70,30,2
Hecarim,20,10,50,50,20,40,60,5
Miss Fortune,50,80,40,10,10,20,20,3
Vayne,50,10,70,10,10,20,50,6
Nunu,50,10,10,70,70,50,40,1
Braum,10,20,10,70,10,90,30,1
Tristana,60,10,70,10,10,30,30,2
Janna,10,50,10,20,50,90,50,3
Akali,80,20,50,10,20,10,70,8
Thresh,20,10,20,40,20,70,20,7
Leona,10,10,20,80,20,90,20,1
Qiyana,60,20,40,10,10,70,60,6
Nocturne,40,20,50,20,10,30,30,1
Sion,50,40,50,60,10,50,20,1
Kennen,40,30,40,10,10,30,40,3
Fiddlesticks,30,50,10,10,50,60,20,1
Jinx,30,30,80,10,10,20,20,3
Ekko,70,20,20,20,40,30,40,2
Dr. Mundo,30,40,40,80,60,20,10,1
Varus,40,50,70,10,10,30,10,5
Rek'Sai,30,20,50,20,40,20,50,3
Poppy,20,10,30,90,10,70,30,1
Galio,20,60,20,60,10,60,30,2
Veigar,70,30,10,10,10,30,10,2
Kayle,10,40,30,10,40,50,10,5
Aurelion Sol,40,30,60,20,10,60,30,9
Evelynn,90,10,10,10,30,20,40,3
Nidalee,70,70,10,10,50,10,60,8
Zed,50,30,50,10,10,10,50,6
Pantheon,50,40,50,60,10,30,30,4
Zilean,50,70,10,10,10,60,30,3
Malzahar,20,50,10,30,10,30,10,2
Quinn,60,20,50,10,10,30,60,4
Kassadin,70,30,10,30,10,20,60,3
Zoe,80,30,10,10,10,20,20,6
Azir,50,20,50,20,10,20,40,7
Syndra,70,60,10,10,10,20,10,2
Alistar,20,20,10,90,30,60,40,1
Kai'Sa,70,20,70,10,10,10,40,5
Wukong,60,10,50,20,10,30,30,2
Urgot,20,50,50,50,10,30,20,2
Sejuani,40,10,20,80,20,70,30,2
Warwick,10,10,40,50,70,50,50,1
Anivia,40,60,10,20,10,50,10,2
Lucian,60,20,80,10,10,10,50,6
Tahm Kench,20,20,20,80,20,40,30,2
Nami,20,50,20,10,60,50,20,5
Cassiopeia,50,40,80,20,30,50,10,8
Cho'Gath,50,20,20,60,40,40,10,2
Gangplank,40,40,50,10,30,20,10,5
Malphite,60,60,10,70,10,50,20,1
Talon,80,20,30,10,10,10,80,4
Olaf,20,50,60,50,40,30,20,3
Jhin,60,40,50,10,10,30,10,6
Jarvan IV,30,20,50,30,10,40,40,3
Sylas,60,40,20,20,40,20,30,5
Gnar,20,20,50,50,10,20,30,2
Darius,30,10,60,40,50,20,10,2
Twitch,50,10,70,10,10,20,20,5
Yorick,20,40,50,50,20,30,10,2
Maokai,20,10,10,70,40,80,10,2
Shaco,60,20,50,10,10,30,30,4
Teemo,50,50,30,20,10,20,20,1
Jax,30,10,70,40,10,50,20,2
Kog'Maw,40,20,90,10,10,20,10,6
