Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Udyr,10,10,60,60,30,50,70,1
Irelia,50,10,65,40,10,60,60,9
Pyke,40,10,40,10,50,50,40,5
Tryndamere,30,10,90,10,60,20,70,1
Yasuo,40,10,90,20,10,50,80,9
Rakan,10,30,10,10,50,60,90,1
Singed,10,10,10,70,70,30,50,1
Camille,40,20,60,40,20,60,50,3
Ashe,10,50,60,10,10,60,10,2
Shen,10,10,30,70,20,70,40,1
Aphelios,20,50,90,30,50,70,10,9
Senna,20,70,70,20,40,60,10,6
Draven,60,10,90,10,10,10,20,7
Lee Sin,70,10,50,30,10,20,50,9
Skarner,10,10,50,80,20,50,50,1
Xayah,60,20,80,30,10,50,20,5
Karma,30,80,10,30,30,80,30,2
Graves,50,20,70,10,10,20,30,5
Ezreal,40,60,70,10,10,10,70,5
Master Yi,10,10,80,10,40,10,70,1
Nunu,50,10,10,70,70,50,40,1
Aatrox,30,20,50,20,50,40,30,3
Ornn,30,20,30,80,10,70,40,2
Poppy,20,10,30,90,10,70,30,1
Yuumi,10,40,10,10,70,60,80,2
Vayne,50,10,70,10,10,20,50,6
Jinx,30,30,80,10,10,20,20,3
Bard,60,10,30,10,30,50,50,2
Fiora,20,10,50,20,30,20,40,3
Ivern,10,20,20,20,10,80,20,3
Zac,10,10,10,40,60,40,80,1
Riven,50,10,70,15,10,60,80,6
Nautilus,40,20,20,60,20,90,30,2
Sett,30,10,50,60,10,70,30,2
Kennen,40,30,40,10,10,30,40,3
Nocturne,40,20,50,20,10,30,30,1
Caitlyn,40,50,90,10,10,30,20,5
Akali,80,20,50,10,20,10,70,8
Ryze,70,50,70,30,20,60,30,8
Braum,10,20,10,70,10,90,30,1
Ahri,70,60,10,10,40,20,60,4
Zilean,50,70,10,10,10,60,30,3
Rek'Sai,30,20,50,20,40,20,50,3
Mordekaiser,30,30,30,50,50,40,10,2
Leona,10,10,20,80,20,90,20,1
Alistar,20,20,10,90,30,60,40,1
Sylas,60,40,20,20,40,20,30,5
Blitzcrank,30,10,10,50,10,30,20,2
Jarvan IV,30,20,50,30,10,40,40,3
Kassadin,70,30,10,30,10,20,60,3
Thresh,20,10,20,40,20,70,20,7
Urgot,20,50,50,50,10,30,20,2
Lulu,10,40,10,20,30,70,20,3
Kai'Sa,70,20,70,10,10,10,40,5
Kog'Maw,40,20,90,10,10,20,10,6
Pantheon,50,40,50,60,10,30,30,4
Volibear,40,10,40,40,50,50,40,2
Galio,20,60,20,60,10,60,30,2
Sion,50,40,50,60,10,50,20,1
Dr. Mundo,30,40,40,80,60,20,10,1
Cassiopeia,50,40,80,20,30,50,10,8
Nami,20,50,20,10,60,50,20,5
Syndra,70,60,10,10,10,20,10,2
Zed,50,30,50,10,10,10,50,6
Xerath,30,90,10,10,10,30,10,5
Kindred,50,10,60,10,30,20,50,6
Azir,50,20,50,20,10,20,40,7
Veigar,70,30,10,10,10,30,10,2
Sejuani,40,10,20,80,20,70,30,2
Tristana,60,10,70,10,10,30,30,2
Varus,40,50,70,10,10,30,10,5
Ekko,70,20,20,20,40,30,40,2
Twisted Fate,10,50,20,10,10,50,10,6
Fizz,70,10,20,10,10,20,80,4
Corki,40,50,60,10,10,20,40,5
Hecarim,20,10,50,50,20,40,60,5
Janna,10,50,10,20,50,90,50,3
Zoe,80,30,10,10,10,20,20,6
Maokai,20,10,10,70,40,80,10,2
Lucian,60,20,80,10,10,10,50,6
Teemo,50,50,30,20,10,20,20,1
Nidalee,70,70,10,10,50,10,60,8
Malphite,60,60,10,70,10,50,20,1
Orianna,60,60,10,20,10,30,20,3
Nasus,20,20,40,70,50,30,20,1
Illaoi,50,60,40,60,50,20,10,1
Aurelion Sol,40,30,60,20,10,60,30,9
Olaf,20,50,60,50,40,30,20,3
Wukong,60,10,50,20,10,30,30,2
Trundle,10,10,60,60,40,40,40,2
Evelynn,90,10,10,10,30,20,40,3
Talon,80,20,30,10,10,10,80,4
Jhin,60,40,50,10,10,30,10,6
Karthus,60,80,10,30,10,20,10,1
Diana,70,20,50,20,10,10,50,3
Gragas,60,40,10,50,30,30,20,4
Darius,30,10,60,40,50,20,10,2
Kha'Zix,80,20,20,10,20,10,40,2
Anivia,40,60,10,20,10,50,10,2
Warwick,10,10,40,50,70,50,50,1
Zyra,60,60,10,10,10,50,10,2
Twitch,50,10,70,10,10,20,20,5
Shaco,60,20,50,10,10,30,30,4
Miss Fortune,50,80,40,10,10,20,20,3
Malzahar,20,50,10,30,10,30,10,2
Tahm Kench,20,20,20,80,20,40,30,2
Gnar,20,20,50,50,10,20,30,2
Fiddlesticks,30,50,10,10,50,60,20,1
Neeko,60,60,60,10,10,50,30,4
