Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Udyr,10,10,60,60,30,50,70,1
Irelia,50,10,65,40,10,60,60,9
Pyke,40,10,40,10,50,50,40,5
Tryndamere,30,10,90,10,60,20,70,1
Yasuo,40,10,90,20,10,50,80,9
Rakan,10,30,10,10,50,60,90,1
Singed,10,10,10,70,70,30,50,1
Camille,40,20,60,40,20,60,50,3
Shen,10,10,30,70,20,70,40,1
Ashe,10,50,60,10,10,60,10,2
Aphelios,20,50,90,30,50,70,10,9
Senna,20,70,70,20,40,60,10,6
Xayah,60,20,80,30,10,50,20,5
Draven,60,10,90,10,10,10,20,7
Lee Sin,70,10,50,30,10,20,50,9
Skarner,10,10,50,80,20,50,50,1
Graves,50,20,70,10,10,20,30,5
Bard,60,10,30,10,30,50,50,2
Ornn,30,20,30,80,10,70,40,2
Karma,30,80,10,30,30,80,30,2
Master Yi,10,10,80,10,40,10,70,1
Zac,10,10,10,40,60,40,80,1
Vayne,50,10,70,10,10,20,50,6
Aatrox,30,20,50,20,50,40,30,3
Fiora,20,10,50,20,30,20,40,3
Yuumi,10,40,10,10,70,60,80,2
Ezreal,40,60,70,10,10,10,70,5
Ivern,10,20,20,20,10,80,20,3
Jinx,30,30,80,10,10,20,20,3
Nunu,50,10,10,70,70,50,40,1
Nautilus,40,20,20,60,20,90,30,2
Riven,50,10,70,15,10,60,80,6
Poppy,20,10,30,90,10,70,30,1
Sett,30,10,50,60,10,70,30,2
Blitzcrank,30,10,10,50,10,30,20,2
Nocturne,40,20,50,20,10,30,30,1
Ryze,70,50,70,30,20,60,30,8
Kennen,40,30,40,10,10,30,40,3
Braum,10,20,10,70,10,90,30,1
Caitlyn,40,50,90,10,10,30,20,5
Volibear,40,10,40,40,50,50,40,2
Rek'Sai,30,20,50,20,40,20,50,3
Akali,80,20,50,10,20,10,70,8
Mordekaiser,30,30,30,50,50,40,10,2
Ahri,70,60,10,10,40,20,60,4
Tristana,60,10,70,10,10,30,30,2
Zilean,50,70,10,10,10,60,30,3
Syndra,70,60,10,10,10,20,10,2
Jarvan IV,30,20,50,30,10,40,40,3
Kog'Maw,40,20,90,10,10,20,10,6
Leona,10,10,20,80,20,90,20,1
Alistar,20,20,10,90,30,60,40,1
Thresh,20,10,20,40,20,70,20,7
Cassiopeia,50,40,80,20,30,50,10,8
Zed,50,30,50,10,10,10,50,6
Lulu,10,40,10,20,30,70,20,3
Pantheon,50,40,50,60,10,30,30,4
Galio,20,60,20,60,10,60,30,2
Kai'Sa,70,20,70,10,10,10,40,5
Kassadin,70,30,10,30,10,20,60,3
Sion,50,40,50,60,10,50,20,1
Urgot,20,50,50,50,10,30,20,2
Azir,50,20,50,20,10,20,40,7
Sejuani,40,10,20,80,20,70,30,2
Nami,20,50,20,10,60,50,20,5
Veigar,70,30,10,10,10,30,10,2
Sylas,60,40,20,20,40,20,30,5
Varus,40,50,70,10,10,30,10,5
Malphite,60,60,10,70,10,50,20,1
Dr. Mundo,30,40,40,80,60,20,10,1
Karthus,60,80,10,30,10,20,10,1
Kindred,50,10,60,10,30,20,50,6
Xerath,30,90,10,10,10,30,10,5
Nasus,20,20,40,70,50,30,20,1
Fizz,70,10,20,10,10,20,80,4
Janna,10,50,10,20,50,90,50,3
Zoe,80,30,10,10,10,20,20,6
Ekko,70,20,20,20,40,30,40,2
Evelynn,90,10,10,10,30,20,40,3
Hecarim,20,10,50,50,20,40,60,5
Orianna,60,60,10,20,10,30,20,3
Nidalee,70,70,10,10,50,10,60,8
Corki,40,50,60,10,10,20,40,5
Darius,30,10,60,40,50,20,10,2
Malzahar,20,50,10,30,10,30,10,2
Olaf,20,50,60,50,40,30,20,3
Lucian,60,20,80,10,10,10,50,6
Miss Fortune,50,80,40,10,10,20,20,3
Anivia,40,60,10,20,10,50,10,2
Maokai,20,10,10,70,40,80,10,2
Kled,10,10,60,60,10,40,30,1
Tahm Kench,20,20,20,80,20,40,30,2
Gragas,60,40,10,50,30,30,20,4
Kha'Zix,80,20,20,10,20,10,40,2
Warwick,10,10,40,50,70,50,50,1
Wukong,60,10,50,20,10,30,30,2
Trundle,10,10,60,60,40,40,40,2
Twitch,50,10,70,10,10,20,20,5
Shaco,60,20,50,10,10,30,30,4
Twisted Fate,10,50,20,10,10,50,10,6
Teemo,50,50,30,20,10,20,20,1
Katarina,70,40,20,10,20,10,70,5
Jhin,60,40,50,10,10,30,10,6
Talon,80,20,30,10,10,10,80,4
Cho'Gath,50,20,20,60,40,40,10,2
Gnar,20,20,50,50,10,20,30,2
Aurelion Sol,40,30,60,20,10,60,30,9
Qiyana,60,20,40,10,10,70,60,6
Yorick,20,40,50,50,20,30,10,2
