Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,17,25,0,0,114,114,321,228,0,0
Karthus,78,47,250,249,2816,1914,3134,2281,0,0
Senna,0,0,0,0,0,0,52,44,0,0
Braum,0,0,0,0,25,32,47,43,129,190
Rakan,0,0,607,455,28,28,0,2,303,404
Nunu,0,0,9832,7219,0,0,23,16,259,186
Udyr,0,0,1145,857,0,0,0,0,0,0
Rek'Sai,0,0,46,36,0,0,0,0,0,0
Jax,22,13,8,11,0,0,0,0,0,0
Lillia,96,104,349,378,121,123,65,49,0,0
Volibear,34,22,2745,2419,0,0,0,0,15,23
Pyke,0,0,75,73,0,0,23,29,6759,4303
Renekton,5593,4197,0,0,698,552,0,0,87,61
Blitzcrank,0,0,0,0,0,0,0,0,255,312
Bard,0,0,0,0,0,0,0,0,1784,1734
Nautilus,0,0,3301,2554,0,0,0,0,1145,1013
Zac,42,43,780,542,0,0,0,0,0,0
Ivern,0,0,527,450,0,0,0,0,0,0
Zilean,643,490,0,0,222,202,37,41,16,14
Aatrox,196,207,0,0,0,0,0,0,0,0
Ahri,116,101,0,0,1973,1711,1442,1278,0,0
Poppy,302,273,14,6,0,0,0,0,82,71
Dr. Mundo,20,44,0,0,0,0,118,119,0,0
Garen,693,637,0,0,0,0,0,0,0,0
Pantheon,7,15,0,0,0,0,0,0,118,147
Graves,0,0,63,106,17,24,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Ezreal,0,0,0,0,169,130,324,329,0,0
Miss Fortune,0,0,0,0,41,39,459,457,0,0
Caitlyn,0,0,0,0,0,0,58,75,0,0
Alistar,801,655,30,38,0,0,0,0,87,109
Sejuani,0,0,2261,1862,0,0,0,0,132,154
Karma,144,80,0,0,285,252,0,0,52,70
Irelia,535,445,0,0,82,90,0,0,0,0
Ryze,0,3,0,0,209,287,0,0,0,0
LeBlanc,0,0,0,0,381,317,0,0,0,0
Vladimir,101,95,0,0,113,126,45,42,0,0
Zed,0,0,0,0,422,418,0,0,0,0
Rammus,0,0,211,176,0,0,453,431,92,106
Ekko,406,357,261,258,1738,1517,176,164,0,0
Diana,0,0,0,0,134,92,0,0,0,0
Fizz,0,0,0,0,68,69,0,0,0,0
Akali,4,4,0,0,596,615,0,0,0,0
Gragas,0,0,0,0,66,70,0,0,71,91
Swain,0,0,0,0,22,22,0,0,0,0
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Mordekaiser,0,0,0,0,0,0,994,840,0,0
Neeko,0,0,0,0,11,7,465,395,143,130
Ornn,874,783,38,32,0,0,0,0,0,0
Aphelios,0,0,0,0,1,5,268,218,0,0
Twitch,2,5,14,26,0,0,275,286,0,0
Galio,0,0,0,0,161,185,0,0,2,1
Jayce,0,0,0,0,4,1,0,0,28,36
Taric,3,4,1,3,0,0,0,0,28,32
Jarvan IV,0,0,5,21,0,0,0,0,0,0
Amumu,0,0,229,202,0,0,0,0,0,0
Sett,324,259,251,208,0,0,55,41,148,156
Kai'Sa,0,0,0,0,0,0,520,475,0,0
Kog'Maw,0,0,0,0,0,0,268,242,0,0
Leona,0,0,28,30,12,12,0,0,229,319
Shen,335,288,7,10,0,0,0,0,116,116
Fiora,28,39,0,0,0,0,0,0,0,0
Xerath,0,0,0,0,643,484,0,0,0,0
Nidalee,0,0,204,193,2,1,0,0,0,0
Maokai,25,41,106,86,0,0,0,0,91,110
Xin Zhao,0,0,0,0,0,0,101,72,0,0
Lulu,0,0,0,0,0,0,64,67,0,0
Kalista,0,0,0,0,0,0,36,68,0,0
Talon,0,0,0,0,21,17,21,19,0,0
Tristana,0,0,0,0,0,0,256,244,0,0
Cho'Gath,254,242,0,0,751,566,0,0,21,22
Jinx,0,0,0,0,0,0,3,7,0,0
Corki,0,0,0,0,0,0,0,1,0,0
Malzahar,0,0,0,0,58,54,0,0,0,0
Kassadin,0,0,15,21,344,258,0,0,0,0
Lissandra,0,0,0,0,1,8,0,0,0,0
Kindred,0,0,12,22,0,0,0,0,0,0
Sona,0,0,0,0,23,10,20,13,0,0
Varus,0,0,0,0,0,0,68,66,0,0
Syndra,0,0,0,0,36,36,0,0,0,0
Malphite,13,15,16,32,31,26,0,0,0,0
Gangplank,121,126,0,0,15,18,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Viktor,0,0,0,0,50,49,0,0,0,0
Anivia,0,0,0,0,4,4,0,0,0,0
Janna,0,0,0,0,0,0,0,0,3,4
Wukong,7,13,1,1,3,4,0,0,0,0
Vi,0,0,382,357,0,0,0,0,0,0
Xayah,0,0,0,0,0,0,51,58,0,0
Ashe,0,0,0,0,0,0,71,71,0,0
Skarner,0,0,375,317,0,0,0,0,0,0
Heimerdinger,0,0,71,111,0,0,0,0,0,0
Sion,14,20,59,78,0,0,0,0,0,0
Vayne,0,0,0,0,0,0,20,32,0,0
Nasus,0,0,0,0,0,0,223,167,0,0
Yasuo,23,22,0,0,6,17,0,0,0,0
Illaoi,50,71,0,0,11,9,0,0,0,0
Lee Sin,0,0,120,170,0,0,0,0,0,0
Master Yi,0,0,7,11,0,0,0,0,0,0
Warwick,0,0,277,254,0,0,0,0,0,0
Riven,218,211,0,0,0,0,0,0,0,0
Darius,201,263,0,0,0,0,0,0,0,0
Kled,2,10,0,0,0,0,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,23,41
Zyra,0,0,0,0,0,0,0,0,2,2
Soraka,0,0,0,0,0,0,0,0,1,2
Rumble,381,357,0,0,0,0,0,0,0,0
Yuumi,4,5,0,0,0,0,0,0,0,0
Teemo,0,0,0,0,0,0,161,153,0,0
Twisted Fate,0,0,0,0,7,11,0,0,0,0
Camille,226,180,20,40,0,0,0,0,0,0
Taliyah,0,0,16,28,0,0,0,0,0,0
Cassiopeia,0,0,0,0,0,0,22,29,0,0
Qiyana,0,0,0,0,125,123,0,0,0,0
Quinn,0,0,0,0,0,0,7,10,0,0
