Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,10,10,0,0,118,116,321,216,0,0
Karthus,78,47,266,272,1718,1117,2733,1999,0,0
Senna,2,6,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,43,33,37,64
Rakan,8,15,440,381,28,28,0,2,153,204
Pyke,0,0,75,73,0,0,0,0,4710,2934
Nunu,0,0,10424,7628,0,0,0,0,247,160
Renekton,5103,3797,0,0,577,439,0,0,94,66
Blitzcrank,0,0,0,0,0,0,0,0,276,329
Bard,0,0,0,0,0,0,387,338,3096,3015
Volibear,121,109,2240,1688,0,0,0,0,15,24
Nautilus,0,0,3752,2980,0,0,0,0,1125,894
Udyr,0,0,1234,913,0,0,0,0,0,0
Zac,0,0,545,388,0,0,0,0,0,0
Rek'Sai,0,0,71,64,0,0,0,0,0,0
Jax,157,132,8,11,0,0,0,0,0,0
Lillia,70,87,360,385,92,84,65,49,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Zilean,762,452,0,0,272,280,37,41,0,1
Aatrox,199,208,0,0,0,0,0,0,0,0
Karma,144,80,0,0,227,208,0,0,54,72
Irelia,244,238,0,0,85,93,0,0,0,0
Ryze,0,3,0,0,0,0,0,0,0,0
Ahri,338,307,0,0,1426,1288,1509,1333,0,0
Poppy,401,383,0,0,0,0,0,0,91,70
Dr. Mundo,286,276,0,0,0,0,0,0,0,0
Garen,553,484,0,0,0,0,0,0,0,0
Pantheon,119,126,0,0,0,0,0,0,3,6
Ekko,784,625,267,270,1431,1261,181,166,0,0
Fiora,79,81,0,0,0,0,0,0,0,0
Sett,679,572,237,198,0,0,0,0,156,157
Teemo,4,4,0,0,0,0,0,0,0,0
Yuumi,585,447,0,0,19,14,0,0,0,0
Graves,0,0,63,106,17,24,0,0,0,0
Ivern,0,0,553,475,0,0,0,0,0,0
Cho'Gath,319,326,0,0,787,595,0,0,0,0
Rumble,406,379,0,0,0,0,0,0,0,0
Twitch,70,54,15,30,0,0,188,187,0,0
Vi,0,0,390,368,0,0,0,0,0,0
Lee Sin,0,0,330,370,0,0,0,0,0,0
Maokai,0,0,252,229,0,0,0,0,66,74
Amumu,1,0,52,34,0,0,0,0,0,0
Ezreal,0,0,0,0,169,130,356,310,0,0
Miss Fortune,0,0,0,0,19,33,681,713,0,0
Caitlyn,0,0,0,0,0,0,87,115,0,0
Shen,175,195,3,4,0,0,0,0,27,32
Thresh,0,0,0,0,0,0,0,0,22,37
Leona,0,0,28,30,12,12,0,0,34,60
Alistar,860,692,30,38,0,0,0,0,25,32
