Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,0,0,0,0,91,93,414,304,0,0
Karthus,437,311,129,132,1374,951,3867,2874,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,43,33,141,184
Rakan,8,15,406,286,28,28,0,2,398,506
Pyke,0,0,0,0,1,0,0,0,6137,4107
Nunu,0,0,5794,4137,0,0,0,0,209,135
Renekton,3524,2555,0,0,529,408,177,140,85,59
Blitzcrank,0,0,0,0,0,0,0,0,635,715
Bard,0,0,0,0,52,65,0,0,2393,2435
Volibear,23,28,2469,1861,0,0,480,457,14,21
Nautilus,39,48,2047,1635,0,2,0,0,446,459
Udyr,0,0,735,521,0,0,0,0,0,0
Zac,0,0,737,534,0,0,0,0,14,27
Zilean,509,306,0,0,29,34,0,0,73,123
Ahri,346,290,0,0,1062,929,1854,1739,0,0
Aatrox,182,191,0,0,0,0,0,0,0,0
Poppy,6,16,4,7,0,0,0,0,0,0
Dr. Mundo,198,177,0,0,0,0,511,411,0,0
Garen,289,227,0,0,0,0,0,0,0,0
Pantheon,162,163,0,0,0,0,0,0,4,8
Rek'Sai,0,0,38,26,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Lillia,87,84,465,459,55,54,0,0,0,0
Graves,0,0,38,72,17,24,0,0,0,0
Vi,76,99,361,353,0,0,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Ivern,0,0,450,381,0,0,0,0,15,23
Sejuani,0,0,2168,1794,0,0,0,0,170,202
Maokai,15,24,101,95,0,0,0,0,0,0
Mordekaiser,1,0,0,0,0,0,880,716,0,0
Neeko,0,0,0,0,2,7,539,455,161,151
Karma,142,79,0,0,30,29,99,69,0,0
Irelia,481,385,0,0,63,74,0,0,0,0
Ryze,0,3,0,0,91,92,17,20,0,0
Ezreal,0,4,0,0,169,130,288,295,0,0
Miss Fortune,0,0,0,0,0,0,334,354,0,0
Caitlyn,0,0,0,0,0,0,234,247,0,0
Cho'Gath,333,338,0,0,0,0,153,133,0,0
Rumble,16,17,0,0,0,0,0,0,0,0
Yuumi,5,8,0,0,0,0,0,0,0,0
Twitch,2,5,16,26,0,0,90,110,0,0
Alistar,706,562,85,89,0,0,0,0,175,214
Fiora,16,19,0,0,0,0,0,0,0,0
Ornn,603,558,0,0,0,0,0,0,0,0
Ekko,593,449,36,44,675,596,156,143,0,0
Kai'Sa,0,0,0,0,0,0,682,653,0,0
Kog'Maw,0,0,0,0,0,0,5,6,0,0
Aphelios,0,0,0,0,0,0,162,196,0,0
Camille,233,192,20,40,0,0,0,0,0,0
Sett,419,375,412,333,0,0,0,0,141,160
Malphite,13,15,16,32,31,26,0,0,0,0
Yasuo,6,11,0,0,730,642,2,4,0,0
Zed,0,0,0,0,95,111,0,0,0,0
