Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,0,0,0,0,98,100,336,261,0,0
Karthus,78,47,280,276,1942,1339,4117,3115,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,24,25,25,32,43,33,67,101
Rakan,0,0,553,410,28,28,0,2,297,421
Pyke,0,0,308,241,38,25,0,0,8187,5552
Nunu,0,0,7406,5288,0,0,0,0,214,140
Renekton,4530,3459,0,0,984,818,186,149,85,59
Blitzcrank,0,0,0,0,0,0,0,0,1216,1209
Bard,0,0,0,0,56,66,0,0,1968,2007
Udyr,0,0,755,520,0,0,0,0,0,0
Rek'Sai,0,0,38,28,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Lillia,70,87,310,332,62,57,69,55,0,0
Volibear,55,50,2702,1952,0,0,0,0,41,51
Zilean,503,298,0,0,29,34,37,41,0,4
Ahri,395,359,0,0,910,835,1732,1639,0,0
Aatrox,190,202,0,0,0,0,0,0,0,0
Poppy,17,24,4,7,0,0,0,0,0,0
Dr. Mundo,207,188,6,10,0,0,96,96,0,0
Garen,568,527,0,0,0,0,0,0,0,0
Pantheon,135,155,0,0,13,15,0,0,96,116
Nautilus,0,1,2799,2181,0,0,0,0,373,400
Zac,0,0,506,369,0,0,0,0,64,71
Graves,0,0,38,72,17,24,0,0,0,0
Sejuani,0,0,1638,1261,0,0,0,0,139,165
Maokai,0,0,144,122,0,0,0,0,25,36
Taric,0,0,1,3,0,0,0,0,31,43
Jarvan IV,0,0,17,29,0,0,0,0,0,0
Sett,51,56,1,2,0,0,0,0,114,119
Karma,144,80,0,0,23,22,6,10,17,22
Irelia,490,396,0,0,66,79,0,0,0,0
Ryze,0,3,0,0,94,92,11,14,0,0
Kha'Zix,19,19,11,17,0,0,0,0,0,0
Mordekaiser,0,0,0,0,0,0,895,735,0,0
Cassiopeia,0,0,0,0,93,99,22,29,0,0
Kalista,3,3,0,0,0,0,41,76,0,0
Ashe,0,0,0,0,0,0,16,17,0,0
Kai'Sa,0,0,0,0,0,0,86,97,0,0
Yasuo,6,11,0,0,764,668,6,3,0,0
Ezreal,0,0,0,0,169,130,57,73,0,0
Aphelios,0,0,0,0,0,0,69,99,0,0
Miss Fortune,0,0,0,0,0,0,395,417,0,0
Caitlyn,0,0,0,0,0,0,48,56,0,0
Ornn,550,512,0,0,0,0,0,0,0,0
Ivern,0,0,658,609,0,0,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Vi,79,102,225,211,0,0,0,0,0,0
Neeko,32,51,0,0,0,0,320,264,161,151
LeBlanc,0,0,0,0,270,207,171,157,0,0
Vladimir,1,0,0,0,3,5,45,42,0,0
Zed,0,0,0,0,67,83,0,0,0,0
Cho'Gath,136,113,0,0,697,533,33,25,0,0
Rumble,16,17,0,0,0,0,0,0,0,0
Yuumi,4,5,0,0,0,0,0,0,1,0
Twitch,2,5,14,23,0,0,151,145,0,0
Rammus,0,0,131,109,0,0,174,155,71,79
Shen,308,256,17,18,0,0,0,0,85,105
Alistar,717,574,30,38,0,0,0,0,38,65
Fiora,12,23,0,0,0,0,0,0,0,0
Akali,0,0,0,0,264,289,0,0,0,0
Ekko,629,531,79,101,420,383,163,181,0,0
Galio,0,0,0,0,12,26,0,0,2,3
Jayce,7,8,0,0,4,1,0,0,0,0
Fizz,0,0,0,0,19,30,0,0,0,0
Vayne,0,0,0,0,0,3,5,10,0,0
Gangplank,0,1,0,0,15,18,0,0,0,0
Xayah,0,0,0,0,0,0,731,615,0,0
Veigar,0,0,19,35,0,0,1,8,0,0
Xin Zhao,0,0,0,1,0,0,35,24,0,0
Xerath,0,0,0,0,399,270,1,6,0,0
Malphite,0,0,16,32,31,26,0,0,0,0
Syndra,0,0,0,0,343,280,34,41,0,0
Aurelion Sol,0,0,0,0,102,120,0,0,0,0
Lee Sin,0,0,81,129,0,0,0,0,37,48
Taliyah,0,0,10,11,0,0,0,0,34,47
Leona,0,0,47,64,12,12,0,0,232,312
Gragas,0,0,0,0,0,0,0,0,7,8
Qiyana,0,0,41,65,0,0,329,344,0,0
Jhin,0,0,0,0,0,0,1,0,0,0
Katarina,0,0,0,0,752,770,0,0,0,0
Talon,0,0,0,0,101,81,21,19,0,0
Kog'Maw,0,0,0,0,0,0,4,3,0,0
Jinx,0,0,0,0,0,0,2,5,0,0
Kled,277,225,0,0,0,0,0,0,0,0
Yorick,208,201,0,0,0,0,0,0,0,0
Gnar,192,180,0,0,0,0,0,0,0,0
Sona,0,0,0,0,0,0,165,145,0,0
Brand,0,0,0,0,0,0,8,7,0,0
Teemo,669,505,0,0,0,0,0,0,0,0
Nidalee,0,0,200,206,207,184,0,0,0,0
Kindred,0,0,10,20,0,0,0,0,0,0
Illaoi,43,59,0,0,4,2,0,0,0,0
Fiddlesticks,0,0,4,2,0,0,0,0,0,0
Elise,0,0,2,2,0,0,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,80,151
Amumu,0,0,57,51,0,0,0,0,29,33
Warwick,0,0,152,122,0,0,0,0,0,0
Kassadin,0,0,15,21,187,176,0,0,0,0
Janna,0,0,0,0,0,0,0,0,14,23
Vel'Koz,0,0,0,0,0,0,0,0,3,4
Riven,4,6,0,0,2,7,0,0,0,0
Diana,0,0,0,0,4,5,0,0,0,0
Camille,21,23,0,0,0,0,0,0,0,0
Sion,0,0,89,96,0,0,0,0,0,0
Tristana,0,0,0,0,0,0,25,32,0,0
Skarner,0,0,598,540,0,0,0,0,0,0
Zoe,0,0,0,0,282,266,150,200,0,0
Draven,0,0,0,0,0,0,48,62,0,0
Swain,55,70,0,0,0,0,5,6,0,0
Varus,0,0,0,0,0,0,1,0,0,0
Nasus,0,0,0,0,0,0,202,152,0,0
Master Yi,0,0,7,11,0,0,0,0,0,0
Lulu,0,0,0,0,0,0,64,67,0,0
