Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,7,6,0,0,87,91,277,171,0,0
Karthus,438,313,31,37,2090,1450,2985,2153,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,43,33,123,143
Rakan,8,15,181,109,28,28,0,2,306,387
Pyke,0,0,0,0,36,23,0,0,6454,4327
Nunu,0,0,5897,4090,0,0,0,0,239,175
Renekton,4882,3567,0,0,864,725,174,138,85,58
Blitzcrank,0,0,0,0,0,0,0,0,652,716
Bard,0,0,0,0,51,65,89,95,2401,2504
Volibear,24,18,2461,1816,0,0,0,0,14,21
Nautilus,39,48,2122,1552,0,2,0,0,404,412
Udyr,0,0,989,722,0,0,0,0,0,0
Zac,0,0,667,451,0,0,0,0,14,27
Pantheon,259,265,0,0,3,4,0,0,40,58
Rek'Sai,0,0,32,26,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Lillia,86,84,295,293,199,200,0,0,0,0
Zilean,499,303,0,0,29,34,0,0,73,123
Ahri,459,360,0,0,861,794,1858,1707,0,0
Aatrox,185,201,0,0,0,0,0,0,0,0
Poppy,110,131,4,7,0,0,0,0,0,0
Dr. Mundo,193,171,0,0,0,0,90,89,0,0
Garen,710,626,0,0,0,0,0,0,0,0
Sejuani,0,0,2132,1789,0,0,0,0,175,215
Maokai,15,24,94,75,0,0,0,0,0,0
Ivern,0,0,449,378,0,0,0,0,15,23
Vi,75,98,207,199,0,0,0,0,0,0
Hecarim,0,0,12,24,0,0,0,0,0,0
Graves,0,0,2,2,17,24,0,0,0,0
Ezreal,0,4,0,0,169,130,98,118,0,0
Miss Fortune,0,0,0,0,0,0,335,363,0,0
Caitlyn,0,0,0,0,0,0,219,232,0,0
Karma,144,80,0,0,117,122,91,57,0,0
Irelia,469,381,0,0,62,71,0,0,0,0
Ryze,0,3,0,0,111,144,11,14,0,0
Cho'Gath,362,364,0,0,0,0,31,17,0,0
Rumble,16,17,0,0,0,0,0,0,0,0
Yuumi,5,7,0,0,0,0,0,0,0,0
Twitch,2,5,2,3,0,0,89,103,0,0
Kai'Sa,0,0,0,0,0,0,642,636,0,0
Aphelios,0,0,0,0,0,0,150,182,0,0
Ashe,0,0,0,0,0,0,34,48,0,0
Neeko,0,0,0,0,1,7,489,386,160,151
Varus,0,0,0,0,0,0,6,12,0,0
Syndra,0,0,0,0,13,11,7,8,0,0
Mordekaiser,1,0,0,0,0,0,674,541,0,0
Alistar,702,559,30,38,0,0,0,0,161,216
Fiora,16,19,0,0,0,0,0,0,0,0
Ekko,947,734,579,530,1100,986,153,142,0,0
Ornn,694,640,0,0,0,0,0,0,0,0
Camille,239,198,0,0,0,0,0,0,0,0
Sett,529,500,190,143,0,0,0,0,91,100
Malphite,13,15,16,32,31,26,0,0,0,0
Taric,0,0,1,3,0,0,3,9,19,24
Jarvan IV,0,0,0,2,0,0,0,0,0,0
Xerath,0,0,0,0,357,199,0,0,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,234,259,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Kha'Zix,35,40,11,17,0,0,0,0,0,0
Xin Zhao,0,0,0,1,0,0,0,0,0,0
LeBlanc,0,0,0,0,458,401,0,0,0,0
Vladimir,142,123,0,0,2,0,4,7,0,0
Yasuo,6,11,0,0,718,629,0,0,0,0
Katarina,0,0,0,0,552,515,0,0,0,0
Talon,0,0,0,0,156,148,0,0,0,0
Leona,0,0,28,30,12,12,0,0,281,330
Shen,364,334,15,17,0,0,0,0,256,263
Teemo,648,486,0,0,0,0,0,0,0,0
Warwick,0,0,142,114,0,0,0,0,0,0
Kassadin,0,0,15,21,1111,1002,0,0,0,0
Illaoi,147,124,0,0,0,0,0,0,0,0
Draven,0,0,0,0,0,0,48,62,0,0
Kalista,0,0,0,0,0,0,21,42,0,0
Swain,187,229,0,0,4,7,5,6,0,0
Tristana,0,0,0,0,0,0,7,22,0,0
Riven,633,562,0,0,2,7,0,0,0,0
Diana,0,0,0,0,4,5,0,0,0,0
Akali,67,50,0,0,425,429,0,0,0,0
Taliyah,0,0,0,0,0,0,0,0,34,47
Lee Sin,0,0,54,50,0,0,0,0,31,39
Gragas,0,0,224,211,31,36,0,0,7,8
Yorick,208,201,0,0,0,0,195,185,0,0
Vayne,0,0,0,0,0,0,67,82,0,0
Xayah,0,0,0,0,0,0,5,19,0,0
Veigar,0,0,0,0,0,0,1,8,0,0
Cassiopeia,0,0,0,0,90,96,22,29,0,0
Twisted Fate,0,0,0,0,7,11,0,0,0,0
Viktor,0,0,0,0,5,7,0,0,0,0
Quinn,23,21,0,0,0,0,0,0,0,0
Amumu,0,0,6,9,0,0,0,0,0,0
Kog'Maw,0,0,0,0,0,0,1,1,0,0
Galio,0,0,0,0,19,31,0,0,29,51
Nasus,1,0,0,0,0,0,0,0,0,0
Fizz,0,0,0,0,240,206,0,0,0,0
Nidalee,0,0,0,0,17,16,0,0,0,0
Soraka,0,0,0,0,0,0,0,0,0,1
Jayce,26,30,0,0,4,1,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,42,54
Malzahar,0,0,0,0,58,54,0,0,0,0
Lissandra,0,0,0,0,1,8,0,0,0,0
Sona,0,0,0,0,0,0,64,71,0,0
Kled,261,221,0,0,0,0,0,0,0,0
Gnar,192,180,0,0,0,0,0,0,0,0
Olaf,0,0,10,12,0,0,0,0,0,0
Kindred,0,0,1,2,0,0,0,0,0,0
Qiyana,0,0,0,0,4,4,0,0,0,0
