Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,4,4,0,0,0,0,279,175,43,41
Karthus,85,56,53,55,1894,1328,3481,2513,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,0,0,43,33,110,155
Rakan,0,0,588,435,0,0,0,2,265,359
Pyke,0,0,0,0,38,25,0,0,7287,4894
Nunu,0,0,7380,5312,2,5,0,0,217,141
Renekton,5892,4379,0,0,997,825,189,153,85,59
Blitzcrank,0,0,0,0,0,0,0,0,1200,1172
Bard,0,0,0,0,57,66,0,0,1503,1521
Volibear,57,53,3220,2618,0,0,0,0,41,54
Nautilus,0,0,2850,2165,0,0,0,0,308,385
Udyr,0,0,768,539,0,0,0,0,0,0
Zac,0,0,832,588,0,0,0,0,64,71
Rek'Sai,0,0,40,31,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Lillia,70,87,303,311,64,60,0,0,0,0
Hecarim,0,0,12,24,0,0,0,0,0,0
Zilean,520,320,0,0,20,19,0,0,10,20
Aatrox,194,203,0,0,0,0,0,0,0,0
Ahri,327,294,0,0,826,769,1520,1379,51,66
Poppy,310,280,4,7,0,0,0,0,0,0
Dr. Mundo,221,213,9,13,0,0,0,0,0,0
Garen,1096,1023,0,0,0,0,0,0,0,0
Pantheon,157,180,0,0,367,330,0,0,95,114
Graves,0,0,2,2,0,0,0,0,0,0
Karma,144,80,0,0,116,119,6,10,18,23
Irelia,501,408,0,0,0,0,0,0,0,0
Ryze,0,3,0,0,95,92,11,14,0,0
Sejuani,0,0,1637,1346,0,0,0,0,259,353
Maokai,0,0,95,75,0,0,0,0,25,36
Sett,162,178,240,198,0,0,0,0,141,151
Ezreal,0,0,0,0,169,130,112,137,0,0
Miss Fortune,0,0,0,0,0,0,341,361,0,0
Caitlyn,0,0,0,0,0,0,75,70,0,0
Taric,0,0,1,3,0,0,0,0,29,37
Jarvan IV,0,1,14,19,0,0,0,0,0,0
Cho'Gath,220,217,0,0,701,537,33,25,0,0
Rumble,16,17,0,0,0,0,0,0,0,0
Yuumi,4,5,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,15,21,0,0
Mordekaiser,0,0,0,0,0,0,910,745,0,0
Neeko,32,51,0,0,0,0,482,481,143,130
Ivern,0,0,511,439,0,0,0,0,0,0
LeBlanc,0,0,0,0,274,211,0,0,0,0
Vladimir,1,0,0,0,3,5,0,0,0,0
Zed,0,0,0,0,70,77,0,0,0,0
Ornn,556,525,0,0,0,0,0,0,0,0
Vi,79,103,378,362,0,0,0,0,0,0
Warwick,0,0,264,242,0,0,0,0,0,0
Leona,0,0,28,30,0,0,0,0,237,306
Malphite,0,0,16,32,31,26,0,0,0,0
Kassadin,0,0,15,21,235,225,0,0,0,0
Cassiopeia,0,0,0,0,94,101,22,29,0,0
Kalista,3,3,0,0,0,0,21,42,0,0
Ashe,0,0,0,0,0,0,146,100,0,0
Kai'Sa,0,0,0,0,0,0,91,100,0,0
Yasuo,6,11,0,0,773,670,1,0,0,0
Aphelios,0,0,0,0,0,0,179,198,0,0
Shen,313,258,17,18,0,0,0,0,90,105
Kha'Zix,54,59,11,17,0,0,0,0,0,0
Akali,0,0,0,0,262,285,0,0,0,0
Ekko,853,710,36,44,448,378,0,0,0,0
Galio,0,0,0,0,188,173,0,0,0,0
Jayce,724,614,0,0,4,1,0,0,0,0
Xerath,0,0,0,0,399,270,1,6,0,0
Syndra,0,0,0,0,30,24,18,14,0,0
Gangplank,0,1,0,0,15,18,0,0,0,0
Aurelion Sol,0,0,0,0,102,120,0,0,0,0
Lee Sin,0,0,39,41,0,0,0,0,40,49
Taliyah,0,0,16,28,465,445,0,0,34,47
Alistar,739,605,30,38,0,0,0,0,38,65
Gragas,0,0,214,196,0,0,0,0,15,22
Fiora,12,23,0,0,0,0,549,536,0,0
Rammus,0,0,32,35,0,0,176,157,71,79
Katarina,0,0,0,0,766,780,0,0,0,0
Talon,0,0,0,0,91,75,0,0,0,0
Kled,283,228,0,0,0,0,0,0,0,0
Yorick,208,201,0,0,0,0,0,0,0,0
Gnar,192,180,0,0,0,0,0,0,0,0
Teemo,675,510,0,0,0,0,0,0,0,0
Qiyana,0,0,41,65,0,0,336,351,0,0
Jhin,0,0,0,0,0,0,1,0,0,0
Xin Zhao,0,0,0,1,0,0,0,0,0,0
Amumu,1,0,331,289,0,0,0,0,29,36
Camille,22,24,20,40,0,0,0,0,0,0
Riven,4,6,0,0,0,0,0,0,0,0
Fizz,0,0,0,0,19,31,0,0,0,0
Vayne,0,0,0,0,0,3,5,9,0,0
Sion,14,20,89,97,0,0,0,0,0,0
Wukong,0,2,1,1,0,0,0,0,0,0
Skarner,0,0,825,713,0,0,0,0,0,0
Janna,0,0,0,0,0,0,0,0,16,23
Vel'Koz,0,0,0,0,0,0,0,0,3,4
Sona,0,0,0,0,0,0,243,196,0,0
Brand,0,0,0,0,0,0,8,7,0,0
Xayah,0,0,0,0,0,0,70,91,0,0
Annie,0,0,0,0,0,0,0,0,31,41
Morgana,0,0,0,0,0,0,0,0,12,25
Swain,80,91,0,0,0,0,5,6,4,10
Nasus,1,0,0,0,0,0,207,154,0,0
Kog'Maw,0,0,0,0,0,0,4,3,0,0
Jinx,0,0,0,0,0,0,2,5,0,0
Nidalee,0,0,21,30,214,189,0,0,0,0
Malzahar,0,0,0,0,58,54,0,0,0,0
Lissandra,0,0,0,0,1,8,0,0,0,0
Tristana,0,0,0,0,0,0,20,28,0,0
Lulu,0,0,0,0,0,0,0,0,1,1
Thresh,0,0,0,0,0,0,0,0,81,153
Draven,0,0,0,0,0,0,61,79,0,0
Veigar,0,0,19,35,0,0,0,0,0,0
