Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Maokai,0,0,3401,2646,61,53,0,0,25,17
Sejuani,0,0,1684,1359,0,0,0,0,261,234
Poppy,36,47,630,463,0,0,0,0,354,313
Shen,1,0,658,469,0,0,0,0,279,232
Leona,0,0,578,463,0,0,0,0,440,411
Nautilus,0,0,6121,4356,0,0,0,0,1714,1428
Twitch,0,0,0,0,0,0,681,527,0,0
Jinx,0,0,0,0,0,0,752,595,0,0
Kog'Maw,0,0,0,0,0,0,1812,1592,0,0
Vayne,9,16,0,0,0,0,1108,1038,0,0
Qiyana,24,30,642,439,328,312,0,0,178,165
Evelynn,0,0,128,108,491,432,0,0,22,39
Rek'Sai,0,0,68,51,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,0,0,224,200,0,0,262,225,609,627
Elise,0,0,3,7,0,0,0,0,0,0
Lee Sin,0,0,3,4,0,0,0,0,0,0
Ivern,0,0,5360,4382,0,0,0,0,0,0
Volibear,291,254,256,225,0,0,0,0,0,0
Zac,0,0,30,26,0,0,0,0,0,0
Senna,310,218,0,0,3288,2149,1875,1580,914,858
Cassiopeia,0,0,0,0,411,435,0,0,0,0
Gangplank,0,0,0,0,176,151,0,0,0,0
Ryze,677,587,0,0,445,359,0,0,0,0
Yone,764,672,0,0,108,82,0,0,0,0
Yuumi,455,316,0,0,0,0,0,0,123,153
Ornn,852,737,0,0,0,0,0,0,100,81
Kled,177,145,0,0,0,0,0,0,0,0
Aatrox,75,47,13,20,542,428,0,0,0,0
Sett,665,586,25,21,0,0,3,4,920,783
Pyke,21,31,656,394,1701,1123,0,0,9461,6844
Nunu,0,0,1409,1140,0,0,0,0,120,99
Jarvan IV,0,0,1767,1411,365,377,0,0,6,14
Vi,0,0,249,164,0,0,0,0,0,0
Udyr,0,0,454,422,0,0,0,0,0,0
Thresh,0,0,298,222,109,87,0,0,721,689
Galio,36,38,57,41,738,610,54,55,0,0
Rammus,0,0,795,775,0,0,0,0,0,0
Rumble,269,209,5,8,104,95,0,0,0,0
Quinn,0,0,10,18,0,0,0,0,0,0
Fizz,0,0,0,0,1219,1126,0,0,0,0
Yasuo,448,375,0,0,1519,1353,206,174,0,0
LeBlanc,0,0,0,0,430,431,0,0,21,25
Akali,0,0,0,0,781,729,0,0,0,0
Kai'Sa,0,0,0,0,18,17,629,601,0,0
Diana,2,1,0,0,92,83,0,0,0,0
Lillia,315,345,548,492,11,14,0,0,0,0
Riven,559,498,0,0,8,12,0,0,0,0
Janna,2842,2440,0,0,0,0,0,0,335,294
Lulu,33,54,0,0,0,0,0,0,251,283
Rakan,0,0,185,166,0,0,0,0,1791,1897
Warwick,0,0,139,144,0,0,0,0,0,0
Karma,7,0,0,0,12,13,221,203,52,50
Kayle,0,0,0,0,7,9,0,0,0,0
Ahri,0,0,0,0,352,365,213,216,0,0
Xerath,0,0,0,0,4,2,0,0,0,0
Singed,40,48,107,107,1,1,42,37,0,0
Kennen,0,0,0,0,546,439,0,0,0,0
Orianna,0,0,0,0,163,144,0,0,0,0
Aurelion Sol,303,262,0,0,515,476,0,0,0,0
Nidalee,0,0,0,0,94,108,0,0,109,104
Veigar,0,0,0,0,414,379,0,0,0,0
Azir,0,0,0,0,404,345,239,169,0,0
Viktor,0,0,0,0,346,271,201,162,0,0
Karthus,0,0,0,0,349,286,0,0,0,0
Jayce,851,754,0,0,55,60,0,0,0,0
Lucian,547,433,0,0,210,247,1269,1133,0,0
Renekton,202,173,0,0,0,0,0,0,0,0
Cho'Gath,573,541,0,0,218,228,1140,1054,0,0
Irelia,480,433,0,0,6,10,0,0,0,0
Tryndamere,380,334,0,0,0,0,0,0,0,0
Varus,9,12,0,0,18,25,377,387,0,0
Lissandra,0,0,0,0,459,344,0,0,0,0
Ezreal,0,0,0,0,253,216,1043,912,217,193
Blitzcrank,0,0,0,0,0,0,0,0,110,120
Morgana,0,0,0,0,0,0,0,0,184,170
Gnar,1613,1472,0,0,0,0,0,0,0,0
Olaf,0,0,27,31,0,0,16,18,0,0
Amumu,0,0,170,149,0,0,0,0,0,0
Bard,0,0,0,0,0,0,0,0,1281,1253
Draven,0,0,0,0,155,127,3894,3373,0,0
Neeko,132,120,0,0,0,0,910,810,0,0
Aphelios,0,0,0,0,0,0,1540,1375,0,0
Kayn,0,0,242,192,0,0,0,0,0,0
Ekko,39,33,234,227,199,199,0,0,0,0
Camille,184,160,0,0,85,77,0,0,0,0
Caitlyn,0,0,0,0,0,0,1079,1002,0,0
Sivir,0,0,0,0,0,0,1248,1105,0,0
Fiora,510,387,0,0,0,0,0,0,0,0
Darius,513,465,0,0,0,0,0,0,0,0
Garen,364,321,0,0,0,0,5,4,0,0
Jax,28,39,0,0,0,0,0,0,0,0
Xayah,0,0,0,0,0,0,394,341,0,0
Soraka,64,100,0,0,0,0,0,0,97,145
Zed,92,78,0,0,65,59,0,0,0,0
Twisted Fate,10,12,0,0,0,0,0,0,0,0
Kalista,0,0,0,0,0,0,29,36,0,0
Pantheon,181,182,91,120,0,0,0,0,0,0
Zilean,778,657,0,0,0,0,0,0,0,0
Corki,0,0,0,0,157,163,0,0,22,24
Heimerdinger,0,0,0,0,365,302,0,0,0,0
Kassadin,0,0,0,0,84,82,0,0,0,0
Anivia,0,0,0,0,32,36,187,162,0,0
Jhin,0,0,0,0,0,0,31,32,0,0
Wukong,61,61,260,261,2,1,0,0,0,0
Alistar,805,661,0,0,0,0,1,0,0,0
Skarner,0,0,316,266,0,0,0,0,0,0
Hecarim,0,0,145,133,0,0,0,0,0,0
Braum,0,0,0,0,0,0,13,23,0,0
Zoe,0,0,0,0,103,97,0,0,0,0
Sona,134,130,0,0,0,0,0,0,0,0
Nami,0,0,0,0,0,0,0,0,100,91
Talon,0,0,465,419,0,0,0,0,0,0
Katarina,0,0,0,0,80,68,0,0,0,0
Malphite,2,5,0,0,0,0,0,0,0,0
Graves,0,0,8,11,0,0,0,0,0,0
Yorick,95,90,0,0,0,0,0,0,0,0
Swain,49,52,0,0,0,0,0,0,0,0
Ashe,0,0,0,0,0,0,196,175,0,0
Teemo,591,525,0,0,0,0,0,0,0,0
