Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Zilean,261,103,0,0,129,82,45,35,30,43
Karthus,58,25,25,37,663,465,1874,1351,0,0
Renekton,1717,1417,0,0,119,111,0,0,44,33
Ahri,29,11,0,0,937,839,730,620,0,0
Poppy,6,11,8,6,0,0,0,0,0,3
Dr. Mundo,102,108,0,0,0,0,160,131,0,0
Pantheon,24,35,0,0,1,6,0,0,107,135
Xerath,0,0,0,0,447,267,0,0,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Karma,141,75,0,0,64,73,1,3,0,0
Gangplank,20,23,0,0,15,18,0,0,0,0
Zed,0,0,0,0,112,114,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,0,0,2,1,0,0,0,0
Pyke,0,0,0,0,1,0,0,0,3345,2243
Ekko,410,338,121,130,1305,1168,80,70,0,0
Galio,0,0,0,0,239,151,0,0,2,9
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Cho'Gath,115,97,7,16,278,237,116,110,4,6
Kled,306,264,0,0,0,0,0,0,0,0
Lucian,25,20,0,0,0,0,28,26,0,0
Jayce,316,260,0,0,4,1,0,0,0,0
Camille,4,12,0,0,0,0,0,0,0,0
Aatrox,187,227,0,0,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,33,43,0,0
Sona,0,0,0,0,16,8,442,358,0,0
Kassadin,0,0,0,0,319,286,0,0,0,0
Ryze,243,240,0,0,0,0,0,0,0,0
Bard,11,7,0,0,0,0,12,10,1041,1078
Nunu,0,0,2056,1489,0,0,0,0,80,42
Rek'Sai,0,0,18,18,0,0,0,0,0,0
Udyr,0,0,238,158,0,0,0,0,0,0
Lillia,0,0,193,226,2,3,0,0,0,0
Leona,0,0,0,0,0,0,0,0,123,122
Sejuani,0,0,522,476,0,0,0,0,104,130
Volibear,36,31,639,474,0,0,0,0,0,0
Draven,0,0,0,0,0,0,24,16,0,0
Urgot,0,0,0,0,0,0,5,3,0,0
Yasuo,0,0,0,0,2,5,1,0,0,0
Aphelios,0,0,0,0,0,0,73,92,0,0
Nautilus,0,0,1320,1086,0,0,0,0,256,236
Zac,0,0,504,409,0,0,0,0,0,0
Neeko,0,0,0,0,65,49,306,332,0,0
Rakan,8,15,68,34,0,0,0,2,57,94
Blitzcrank,0,0,0,0,0,0,0,0,201,260
Garen,153,123,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,21,20,0,0
Warwick,3,3,0,0,0,0,0,0,0,0
Jarvan IV,0,3,2,11,0,0,0,0,0,0
Kai'Sa,0,0,0,0,0,0,514,456,0,0
Kalista,0,0,0,0,0,0,1,3,0,0
Caitlyn,0,0,0,0,0,0,242,187,0,0
LeBlanc,0,0,0,0,2,1,0,1,0,0
Swain,45,46,0,0,103,88,0,0,0,0
Ornn,220,174,0,0,0,0,0,0,0,0
Illaoi,4,4,0,0,0,0,0,0,0,0
Shen,177,174,4,5,0,0,0,0,0,0
Ivern,0,0,144,125,0,0,0,0,0,0
Sett,125,116,89,64,0,1,0,0,52,59
Taric,0,0,1,3,0,0,3,9,29,37
Syndra,0,0,0,0,65,76,24,30,0,0
Zoe,0,0,0,0,9,14,23,34,0,0
Corki,0,0,0,0,3,4,0,0,0,0
Braum,0,0,0,0,0,0,42,33,81,94
Maokai,0,0,13,24,0,0,0,0,23,34
Rammus,0,0,136,111,0,0,80,67,26,23
Kog'Maw,0,0,0,0,0,0,18,29,0,0
Talon,0,0,0,0,216,232,0,0,0,0
Akali,0,0,0,0,235,255,0,0,0,0
Ezreal,0,0,0,0,171,127,60,85,0,0
Vladimir,0,0,0,0,3,9,11,7,0,0
Tristana,0,0,0,0,0,0,24,27,0,0
Ashe,0,0,0,0,0,0,74,54,0,0
Riven,0,0,0,0,47,46,0,0,0,0
Cassiopeia,0,0,0,0,18,34,0,0,0,0
Wukong,5,5,0,0,34,15,0,0,0,0
Hecarim,0,0,60,79,0,0,0,0,0,0
Katarina,0,0,0,0,27,47,0,0,0,0
Lee Sin,0,0,39,41,0,0,0,0,0,0
Xayah,0,0,0,0,0,0,23,23,0,0
Varus,0,0,0,0,0,0,10,15,0,0
Quinn,0,0,0,0,0,0,39,42,0,0
Alistar,14,19,33,41,0,0,0,0,66,97
Shyvana,0,0,0,0,0,0,4,4,0,0
Mordekaiser,0,0,0,0,0,0,148,156,0,0
Janna,0,0,0,0,0,0,0,0,6,16
Gragas,0,0,0,0,24,37,0,0,23,26
Singed,0,0,0,0,0,0,205,170,0,0
Vi,0,0,25,27,0,0,0,0,0,0
Yuumi,22,12,0,0,0,0,0,0,0,0
Trundle,20,8,0,0,0,0,0,0,0,0
Gnar,1,5,0,0,0,0,0,0,0,0
Tahm Kench,1,2,0,0,0,0,0,0,0,0
Teemo,0,2,0,0,0,0,0,0,0,0
Irelia,219,155,0,0,0,0,0,0,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Fiora,8,9,0,0,0,0,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,12,25
Brand,0,0,0,0,0,0,0,0,2,7
Nasus,1,0,0,0,0,0,83,64,0,0
Amumu,1,0,86,97,0,0,0,0,0,0
Taliyah,0,0,0,0,0,0,0,0,29,42
Lissandra,0,0,0,0,1,8,0,0,0,0
Skarner,0,0,140,137,0,0,0,0,0,0
Nidalee,0,0,0,0,1,0,0,0,0,0
Nami,0,0,0,0,0,0,0,0,3,2
Lulu,0,0,0,0,0,0,0,0,2,2
Thresh,0,0,0,0,0,0,0,0,0,1
Kennen,1,2,0,0,0,0,0,0,0,0
Kindred,0,0,2,6,0,0,0,0,0,0
Zyra,0,0,0,0,0,0,0,0,20,11
Vayne,0,0,0,0,0,0,97,84,0,0
Jinx,0,0,0,0,0,0,5,5,0,0
Darius,0,2,0,0,0,0,0,0,0,0
Jax,0,1,0,0,0,0,0,0,0,0
