Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Pyke,0,1,1,0,35,22,0,0,2416,1590
Bard,0,0,0,0,0,0,12,10,806,902
Aatrox,157,174,0,0,0,0,0,0,0,0
Karma,139,72,0,0,31,29,1,3,0,0
Zilean,202,89,0,0,128,86,45,35,1,1
Ryze,162,118,0,0,0,2,3,5,0,0
Karthus,187,112,25,37,577,415,1723,1211,0,0
Renekton,1680,1303,0,0,154,138,0,0,39,28
Ahri,29,11,0,0,1211,1112,521,513,0,0
Poppy,9,15,7,6,0,0,0,0,0,0
Dr. Mundo,32,32,0,0,0,0,11,11,0,0
Pantheon,71,89,0,0,172,167,0,0,29,39
Volibear,12,11,596,393,0,0,0,0,0,0
Nunu,0,0,2356,1708,0,0,0,0,71,37
Lillia,0,0,211,234,88,89,0,0,0,0
Ekko,84,57,63,85,989,857,76,64,0,0
Vel'Koz,0,0,0,0,18,4,0,0,0,0
Galio,0,0,0,0,121,64,0,0,0,0
Xerath,0,0,0,0,284,139,0,0,0,0
Cho'Gath,385,320,0,0,278,231,0,0,27,22
Leona,0,0,0,0,0,0,0,0,107,102
Sejuani,0,0,503,464,0,0,0,0,132,115
Miss Fortune,0,0,0,0,41,39,126,145,0,0
Sona,0,0,0,0,10,5,120,109,0,0
Kassadin,0,0,0,0,245,198,0,0,0,0
Rek'Sai,0,0,17,18,0,0,0,0,0,0
Udyr,0,0,448,373,0,0,0,0,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,288,263,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,31,43,3,1,0,0,0,0
Nautilus,18,20,1292,1003,0,0,0,0,336,297
Zac,0,0,301,224,0,0,0,0,0,0
Draven,0,0,0,0,0,0,24,16,0,0
Urgot,0,0,0,0,0,0,5,3,0,0
Yasuo,0,0,0,0,0,0,1,0,0,0
Aphelios,0,0,0,0,0,0,15,35,0,0
Kled,49,38,0,0,0,0,0,0,0,0
Lucian,22,15,0,0,0,0,25,21,0,0
Jayce,327,268,0,0,0,0,0,0,0,0
Camille,95,100,0,0,0,0,0,0,0,0
Rakan,0,0,200,126,0,0,18,18,121,173
Hecarim,0,0,11,23,0,0,0,0,0,0
Neeko,0,0,0,0,0,0,286,227,13,19
Sett,0,0,96,76,0,1,0,0,22,19
Garen,118,103,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,0,3,0,0
Warwick,3,3,0,0,0,0,213,200,0,0
Jarvan IV,1,3,2,10,0,0,0,0,0,0
Caitlyn,0,0,0,0,0,0,213,151,0,0
Quinn,0,0,0,0,0,0,39,42,0,0
Varus,0,0,0,0,0,0,11,17,0,0
Blitzcrank,0,0,0,0,0,0,0,0,300,294
Kai'Sa,0,0,0,0,0,0,313,298,0,0
Xayah,0,0,0,0,0,0,4,17,0,0
Vayne,0,0,0,0,0,0,94,81,0,0
Ezreal,0,0,0,0,24,20,118,91,0,0
Maokai,0,0,80,64,0,0,0,0,0,0
Shen,28,23,5,5,0,0,0,0,32,40
Taric,0,0,1,2,0,0,3,9,0,0
Lissandra,0,0,0,0,1,8,0,0,0,0
Akali,72,60,0,0,325,308,0,0,0,0
Rammus,0,0,106,96,0,0,0,0,21,27
Kog'Maw,0,0,0,0,0,0,24,34,0,0
Katarina,0,0,0,0,24,37,0,0,0,0
Ivern,0,0,145,154,0,0,0,0,0,0
Talon,0,0,0,0,191,201,0,0,0,0
Zoe,0,0,0,0,19,33,14,12,0,0
Mordekaiser,0,0,0,0,0,0,80,79,0,0
Tristana,0,0,0,0,0,0,8,11,0,0
Swain,57,75,0,0,2,4,0,0,7,10
Illaoi,0,1,0,0,0,0,0,0,0,0
Riven,112,104,0,0,5,7,0,0,0,0
Kalista,3,3,0,0,0,0,1,3,0,0
Sylas,0,1,0,0,0,0,0,0,0,0
Ashe,0,0,0,0,0,0,13,19,0,0
LeBlanc,0,0,0,0,74,85,7,8,0,0
Singed,10,6,0,0,0,0,0,0,0,0
Lee Sin,0,0,59,68,0,0,0,0,6,10
Alistar,254,229,28,37,0,0,0,0,49,51
Olaf,0,0,13,17,0,0,0,0,0,0
Teemo,279,214,0,0,0,0,0,0,0,0
Vladimir,1,0,0,0,0,0,0,0,0,0
Kha'Zix,0,0,11,16,0,0,0,0,0,0
Amumu,0,0,76,89,0,0,0,0,0,0
Gragas,0,0,0,0,22,21,0,0,4,7
Fizz,0,0,0,0,7,3,0,0,0,0
Vi,0,0,21,25,0,0,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,21,29
Skarner,0,0,41,43,0,0,0,0,0,0
Ornn,86,111,0,0,0,0,0,0,0,0
Braum,0,0,0,0,0,0,0,0,52,74
Janna,0,0,0,0,0,0,0,0,33,35
Irelia,6,11,0,0,0,0,0,0,0,0
Fiora,2,1,0,0,0,0,0,0,0,0
Nidalee,0,0,0,0,140,121,0,0,0,0
Corki,0,0,0,0,7,10,0,0,0,0
