Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Ahri,70,60,10,10,40,20,60,40
Renekton,50,10,40,50,40,30,30,20
Pyke,40,10,40,10,50,50,40,50
Nautilus,20,20,20,70,20,70,30,20
Ivern,10,20,20,20,10,80,20,30
Rakan,10,30,10,10,50,60,90,10
Karthus,60,55,10,30,10,20,10,10
Sett,30,10,50,60,10,70,30,20
Ekko,70,20,20,20,40,30,40,20
Bard,60,10,30,10,30,50,50,20
Neeko,60,60,60,10,10,50,30,40
Aphelios,20,50,90,30,50,70,10,90
Xayah,60,20,80,30,10,50,20,50
Maokai,20,10,10,70,40,80,10,20
Sejuani,40,10,20,80,20,70,30,20
Lulu,10,40,10,20,30,70,20,30
Senna,20,70,70,20,40,60,10,60
Cho'Gath,50,20,20,60,40,40,10,20
Ornn,30,20,30,80,10,70,40,20
Blitzcrank,30,10,10,50,10,30,20,20
Yasuo,40,10,80,20,10,50,70,90
Nunu,50,10,10,70,70,50,40,10
Shen,10,10,30,70,20,70,40,10
Jarvan IV,30,20,50,30,10,40,40,30
Volibear,40,10,40,40,50,50,40,20
Poppy,20,10,30,90,10,70,30,10
Camille,40,20,60,40,20,60,50,30
Kai'Sa,70,20,70,10,10,10,40,50
Karma,30,55,10,30,30,70,30,20
Pantheon,50,40,50,60,10,30,30,40
Kassadin,70,30,10,30,10,20,60,30
Ezreal,40,60,70,10,10,10,70,50
Twitch,50,10,70,10,10,20,20,50
Qiyana,60,20,40,10,10,70,60,60
Garen,40,10,60,70,40,20,20,10
Galio,20,60,20,60,10,60,30,20
Akali,80,20,50,10,20,10,70,80
Ryze,70,50,70,30,20,60,30,80
LeBlanc,60,60,10,10,10,20,70,40
Caitlyn,40,50,90,10,10,30,20,50
Thresh,20,10,20,40,20,70,20,70
Jinx,30,30,80,10,10,20,20,30
Kog'Maw,40,20,90,10,10,20,10,60
Lillia,50,50,30,40,10,40,45,50
Aurelion Sol,40,30,60,20,10,60,30,90
Miss Fortune,50,80,40,10,10,20,20,30
Wukong,60,10,50,20,10,30,30,20
Aatrox,30,20,50,20,50,40,30,30
Riven,50,10,70,15,10,60,80,60
Zoe,80,50,10,10,10,20,20,60
Janna,10,50,10,20,50,80,50,30
Leona,10,10,20,80,20,90,20,10
Zed,50,30,50,10,10,10,50,60
Warwick,10,10,40,50,70,50,50,10
Draven,60,10,90,10,10,10,20,70
Lucian,60,20,80,10,10,10,50,60
Darius,30,10,60,40,50,20,10,20
Ashe,10,50,60,10,10,60,10,20
Irelia,50,10,65,40,10,60,60,90
Jhin,60,40,50,10,10,30,10,60
Vayne,50,10,70,10,10,20,50,60
Morgana,50,50,10,20,30,80,20,50
Lee Sin,70,10,50,30,10,20,50,90
Cassiopeia,50,40,80,20,30,50,10,80
Sona,30,70,10,10,60,40,30,20
Swain,40,50,50,30,60,30,20,30
Fiora,20,10,50,20,30,20,40,30
Talon,80,20,30,10,10,10,80,40
Soraka,10,40,10,10,90,30,20,20
Varus,40,50,70,10,10,30,10,50
Zac,10,10,10,50,60,40,60,10
Fizz,70,10,20,10,10,20,80,40
Vladimir,40,20,10,20,80,20,20,10
Nami,20,50,20,10,60,50,20,50
Alistar,20,20,10,90,30,60,40,10
Yone,35,20,75,20,10,50,40,80
Yuumi,10,40,10,10,70,60,80,20
Quinn,60,20,50,10,10,30,60,40
Katarina,70,40,20,10,20,10,70,50
Diana,70,20,50,20,10,10,50,30
Amumu,40,10,10,80,20,70,20,10
Braum,10,20,10,70,10,90,30,10
Singed,10,10,10,70,70,30,50,10
Mordekaiser,30,30,30,50,50,40,10,20
Dr. Mundo,30,40,40,70,60,20,10,10
Malphite,60,40,10,70,10,50,20,10
Kayn,30,30,50,30,30,30,40,40
Syndra,70,60,10,10,10,20,10,20
Sylas,60,40,20,20,40,20,30,50
Evelynn,90,10,10,10,30,20,40,30
Tahm Kench,20,20,20,80,20,40,30,20
Kalista,20,20,40,10,10,40,70,70
Gangplank,40,40,50,10,30,20,10,50
Nidalee,70,70,10,10,50,10,60,80
Veigar,70,30,10,10,10,30,10,20
Urgot,20,50,40,30,10,30,20,20
Vi,20,10,50,30,10,60,50,20
Rek'Sai,30,20,50,20,40,20,50,30
Tristana,60,10,70,10,10,30,30,20
Sivir,20,40,70,10,10,20,30,50
Graves,50,20,70,10,10,20,30,50
Jayce,60,60,60,10,10,20,20,60
Rengar,80,10,50,10,30,40,40,60
Nasus,20,20,40,70,50,30,20,10
Elise,70,10,40,10,40,30,20,40
Rammus,10,10,20,90,10,50,50,10
Trundle,10,10,60,60,40,40,40,20
Udyr,10,10,60,60,30,50,55,10
Gragas,60,40,10,50,30,30,20,40
Sion,50,40,50,60,10,50,20,10
Fiddlesticks,30,50,10,10,50,60,20,10
Jax,30,10,70,40,10,50,20,20
Azir,50,20,50,20,10,20,40,70
Ziggs,30,60,60,10,10,20,20,40
Shyvana,70,30,70,50,20,10,20,30
Olaf,20,50,60,50,40,30,20,30
Viktor,50,50,20,20,10,20,20,50
Zilean,50,70,10,10,10,60,30,30
Heimerdinger,60,40,60,10,10,20,10,60
Nocturne,40,20,50,20,10,30,30,10
Teemo,50,50,30,20,10,20,20,10
Orianna,60,60,10,20,10,30,20,30
Annie,70,40,10,20,10,30,10,10
Hecarim,20,10,50,50,20,40,60,50
Vel'Koz,70,70,10,10,10,30,10,70
Corki,40,50,60,10,10,20,40,50
Kled,10,10,60,60,10,40,30,10
Tryndamere,30,10,90,10,60,20,60,10
Master Yi,10,10,80,10,40,10,70,10
Brand,50,70,10,10,10,20,10,10
Kha'Zix,80,20,20,10,20,10,40,20
Rumble,40,50,50,20,10,30,10,10
Gnar,20,20,50,50,10,20,30,20
Taric,10,10,20,50,40,80,10,30
Kennen,40,30,40,10,10,30,40,30
Twisted Fate,10,50,20,10,10,50,10,60
Zyra,60,60,10,10,10,50,10,20
Lux,30,60,10,10,20,40,10,40
Taliyah,80,50,10,10,10,40,30,70
Shaco,60,20,50,10,10,30,30,40
Kindred,50,10,60,10,30,20,50,60
Anivia,40,60,10,20,10,50,10,20
Yorick,20,40,50,50,20,30,10,20
Xerath,30,90,10,25,10,30,10,50
Malzahar,20,50,10,30,10,30,10,20
Kayle,10,40,30,10,40,50,10,50
