Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,12,10,0,0,0,0,375,302,0,0
Karthus,78,47,51,68,1286,860,5111,3730,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,0,0,43,33,111,125
Rakan,8,15,342,229,0,0,0,2,273,357
Pyke,0,0,73,72,236,181,23,29,5355,3506
Nunu,0,0,5915,4296,0,0,0,0,195,127
Renekton,4429,3268,0,0,618,503,165,134,85,58
Blitzcrank,0,0,0,0,0,0,0,0,1418,1454
Bard,0,0,0,0,49,63,0,0,2659,2723
Volibear,69,56,1863,1473,0,0,0,0,13,21
Nautilus,0,0,2903,2232,0,0,0,0,1087,1063
Udyr,0,0,967,727,0,0,0,0,0,0
Zac,0,0,884,640,0,0,0,0,14,27
Pantheon,183,189,0,0,3,4,0,0,39,56
Rek'Sai,0,0,52,48,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Lillia,10,18,369,326,191,193,0,0,0,0
Vi,72,96,207,197,0,0,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Caitlyn,0,0,0,0,0,0,275,287,0,0
Kai'Sa,0,0,0,0,0,0,457,452,0,0
Aphelios,0,0,0,0,0,0,173,224,0,0
Karma,142,79,0,0,23,22,84,51,0,0
Ezreal,0,0,0,0,222,185,360,375,0,0
Ashe,0,0,0,0,0,0,37,55,0,0
Neeko,0,0,0,0,0,0,700,584,157,151
Varus,0,0,0,0,0,0,5,12,0,0
Syndra,0,0,0,0,291,241,7,8,0,0
Sejuani,0,0,1685,1436,0,0,0,0,330,322
Sett,14,13,241,204,0,0,41,32,434,389
Zilean,434,260,0,0,175,125,0,0,0,1
Graves,0,0,2,2,0,0,0,0,0,0
Ekko,545,425,239,233,591,533,300,296,0,0
Ahri,220,170,0,0,815,709,1256,1189,0,0
Aatrox,181,196,0,0,0,0,0,0,0,0
Poppy,103,132,0,0,0,0,0,0,0,0
Dr. Mundo,24,39,0,0,0,0,2,1,0,0
Garen,610,513,0,0,0,0,0,0,0,0
Teemo,621,468,0,0,0,0,0,0,0,0
Vladimir,1,0,0,0,3,5,67,90,0,0
Maokai,0,0,94,77,0,0,0,0,69,73
Cho'Gath,160,138,0,0,646,497,99,78,124,144
Rumble,16,17,0,0,0,0,0,0,0,0
Yuumi,4,7,0,0,0,0,0,0,0,0
Twitch,2,5,2,3,0,0,50,62,0,0
Ivern,0,0,289,260,0,0,0,0,15,23
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Ornn,449,426,0,0,0,0,0,0,0,0
Shen,298,253,0,0,0,0,0,0,304,319
Miss Fortune,0,0,0,0,41,39,333,354,0,0
Alistar,681,547,0,0,0,0,0,0,149,199
Irelia,461,390,0,0,0,0,0,0,0,0
Fiora,16,19,0,0,0,0,0,0,0,0
Mordekaiser,0,0,0,0,0,0,739,621,0,0
Cassiopeia,0,0,0,0,205,194,22,29,0,0
Jayce,26,30,0,0,108,93,0,0,0,0
Yasuo,0,0,0,0,87,98,5,3,0,0
LeBlanc,0,0,0,0,440,357,0,1,0,0
Taric,0,0,1,3,0,0,0,0,15,20
Jarvan IV,0,0,0,2,0,0,0,0,0,0
Sona,0,0,0,0,23,10,237,212,0,0
Leona,0,0,0,0,0,0,0,0,194,222
Swain,47,75,0,0,2,4,5,6,0,0
Camille,670,726,20,40,0,0,0,0,0,0
Amumu,0,0,168,155,0,0,0,0,0,0
Janna,0,0,0,0,0,0,0,0,41,48
Lee Sin,0,0,62,74,0,0,0,0,54,67
Gragas,0,0,0,0,31,35,0,0,22,30
Xin Zhao,0,0,0,1,0,0,0,0,0,0
Darius,4,5,0,0,0,0,0,0,0,0
Xerath,0,0,0,0,356,198,41,43,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,266,254,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Evelynn,0,0,67,70,0,0,0,0,0,0
Warwick,0,0,113,124,0,0,0,0,0,0
Kalista,0,0,0,0,0,0,21,45,0,0
