Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Xerath,0,0,0,0,353,197,14,8,0,0
Karthus,74,41,14,18,808,504,3497,2560,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Karma,144,78,0,0,36,34,1,3,41,40
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,158,174,0,0,0,0
Ahri,30,14,0,0,1106,1010,1074,988,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,0,0,5,11,0,0,0,0
Zilean,297,121,0,0,159,113,0,0,4,11
Aatrox,151,163,0,0,0,0,0,0,0,0
Ryze,334,284,0,0,0,0,0,0,0,0
Pyke,0,1,3,0,0,0,0,0,3138,2082
Leona,0,0,0,0,12,12,0,0,202,257
Bard,0,0,0,0,0,0,13,11,1486,1509
Sejuani,0,0,1102,961,0,0,0,0,140,157
Miss Fortune,0,0,0,0,41,39,20,37,0,0
Sona,0,0,0,0,18,10,139,127,0,0
Kassadin,0,0,0,0,517,474,0,0,0,0
Volibear,12,5,338,210,0,0,0,0,27,29
Nunu,0,0,1766,1177,0,0,0,0,112,72
Lillia,2,1,197,220,5,5,0,0,0,0
Udyr,0,0,508,476,0,0,0,0,0,0
Rek'Sai,0,0,18,18,0,0,0,0,0,0
Neeko,1,2,0,0,0,0,435,359,0,0
Aphelios,0,0,0,0,0,0,93,138,0,0
Dr. Mundo,106,102,0,0,0,0,31,33,0,0
Renekton,2628,2025,0,0,119,111,82,57,58,39
Poppy,361,362,0,0,0,0,0,0,3,5
Pantheon,57,65,0,0,236,207,0,0,89,102
Sett,265,254,209,168,0,1,0,0,68,80
Rakan,0,0,269,196,28,28,18,22,124,146
Maokai,0,0,70,64,0,0,0,0,25,36
Singed,3,2,0,0,37,42,300,232,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,43,33,80,123
Kled,482,415,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,8,12,0,0
Cho'Gath,116,121,0,0,5,3,0,0,0,0
Jayce,383,305,0,0,4,1,0,0,0,0
Camille,405,451,0,0,0,0,0,0,0,0
Nautilus,0,0,1054,867,0,0,0,0,112,111
Zac,0,0,348,237,0,0,0,0,64,71
Ekko,114,118,140,129,641,572,93,80,0,0
Galio,2,3,0,0,434,294,0,0,2,7
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Ivern,0,0,156,129,0,0,0,0,0,0
Garen,153,154,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,79,84,0,0
Warwick,3,3,0,0,0,0,0,0,0,0
Jarvan IV,0,3,0,0,0,0,0,0,0,0
Zoe,0,0,0,0,141,107,266,267,0,0
Tristana,0,0,0,0,0,0,245,225,0,0
Ornn,513,392,0,0,0,0,0,0,0,0
Shen,190,151,2,0,0,0,0,0,8,5
Blitzcrank,0,0,0,0,0,0,0,0,129,159
Vayne,0,0,0,0,0,3,33,36,0,0
Fizz,0,0,0,0,92,70,0,0,0,0
Irelia,263,196,0,0,11,8,0,0,0,0
Rammus,0,0,0,0,0,0,98,75,58,71
Taric,0,0,0,0,0,0,3,9,28,32
Hecarim,0,0,11,23,0,0,0,0,0,0
Caitlyn,0,0,0,0,0,0,307,231,0,0
Vladimir,0,0,0,0,23,32,28,24,0,0
Ezreal,0,0,0,0,169,130,196,195,0,0
Kai'Sa,0,0,0,0,0,0,458,430,0,0
Ashe,0,0,0,0,0,0,119,140,0,0
Jinx,0,0,0,0,0,0,3,7,0,0
Corki,0,0,0,0,0,0,0,1,0,0
Vi,45,46,45,47,0,0,0,0,0,0
Urgot,316,303,0,0,0,0,0,0,0,0
Sion,1,1,0,0,0,0,0,0,0,0
Yasuo,6,11,0,0,9,21,0,0,0,0
Graves,0,0,0,0,6,8,0,0,0,0
Katarina,0,0,0,0,32,49,0,0,0,0
Syndra,0,0,0,0,147,115,0,0,0,0
Lee Sin,0,0,132,142,0,0,0,0,0,0
Swain,47,75,0,0,119,100,5,6,0,0
Kog'Maw,0,0,0,0,0,0,187,201,0,0
Quinn,0,0,0,0,0,0,60,62,0,0
Brand,0,0,0,0,0,0,10,6,0,0
Janna,0,0,0,0,0,0,0,0,3,12
Elise,0,0,11,17,0,0,0,0,0,0
LeBlanc,0,0,0,0,100,103,0,1,0,0
Xayah,0,0,0,0,0,0,5,16,0,0
Varus,0,0,0,0,0,0,1,4,0,0
Akali,0,0,0,0,377,356,0,0,0,0
Wukong,4,6,3,0,0,0,0,0,0,0
Alistar,422,358,0,0,0,0,0,0,121,157
Amumu,1,0,0,0,0,0,0,0,29,33
Yorick,133,140,0,0,0,0,0,0,0,0
Gnar,103,98,0,0,0,0,0,0,0,0
Talon,0,0,0,0,226,246,0,0,0,0
Kha'Zix,0,0,11,16,0,0,0,0,0,0
Yuumi,37,30,0,0,0,0,0,0,25,30
Trundle,34,20,0,0,0,0,0,0,0,0
Tahm Kench,1,2,0,0,0,0,0,0,0,0
Teemo,0,2,0,0,0,0,0,0,0,0
Fiora,3,2,0,0,0,0,0,0,0,0
Draven,0,0,0,0,0,0,8,7,0,0
Kalista,0,0,0,0,0,0,12,25,0,0
Illaoi,0,0,0,0,0,0,2,3,0,0
Veigar,0,0,0,0,378,355,0,0,0,0
Mordekaiser,0,0,0,0,0,0,120,119,0,0
Nasus,0,0,0,0,0,0,101,77,0,0
Soraka,0,0,0,0,0,0,0,0,40,35
Sylas,0,0,0,0,13,15,0,0,0,0
Cassiopeia,0,0,0,0,0,0,13,20,0,0
