Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,7,6,0,0,64,66,293,197,0,0
Karthus,85,56,25,32,901,562,3833,2882,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,43,33,106,142
Rakan,8,15,443,303,28,28,0,2,87,121
Pyke,0,1,66,68,22,32,0,2,4466,2780
Nunu,0,0,5909,4327,0,0,0,0,165,93
Renekton,4199,3265,0,0,91,77,0,0,81,57
Blitzcrank,0,0,0,0,0,0,0,0,672,682
Bard,0,0,0,0,0,0,0,0,1652,1782
Sejuani,0,0,944,702,0,0,0,0,109,125
Volibear,72,74,1893,1413,0,0,0,0,10,16
Sett,293,271,15,18,0,0,0,0,131,147
Pantheon,46,47,0,0,1,6,0,0,82,102
Zilean,421,220,0,0,238,178,0,0,93,144
Leona,0,0,28,30,12,12,0,0,53,56
Shen,324,299,9,12,0,0,0,0,48,53
Ornn,538,488,0,0,0,0,0,0,0,0
Lillia,0,0,329,316,68,54,0,0,0,0
Ivern,0,0,370,327,0,0,0,0,0,0
Udyr,0,0,837,627,0,0,0,0,0,0
Nautilus,0,0,1955,1514,0,0,0,0,694,591
Zac,0,0,243,163,0,0,0,0,0,0
Teemo,547,427,0,0,0,0,0,0,0,0
Vladimir,63,110,0,0,144,150,0,0,0,0
Rek'Sai,0,0,291,234,0,0,0,0,0,0
Jax,119,97,8,11,0,0,0,0,0,0
Xerath,0,0,0,0,486,270,4,5,0,0
Galio,0,0,0,0,270,226,0,0,28,49
Ekko,830,640,792,749,911,827,0,0,0,0
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Ahri,258,199,0,0,746,702,1189,1114,0,0
Cho'Gath,186,209,0,0,254,174,119,113,12,15
Alistar,559,467,0,0,0,0,0,0,61,83
Janna,0,0,0,0,0,0,0,0,9,22
Maokai,0,0,81,65,32,49,0,0,90,109
Malphite,0,0,16,32,31,26,0,0,0,0
Karma,142,78,0,0,126,95,1,3,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,399,418,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,83,111,2,1,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,15,10
Taric,0,0,1,3,0,0,0,0,32,36
Xin Zhao,0,0,0,1,0,0,0,0,0,0
Rammus,0,0,8,15,0,0,0,0,58,53
Gragas,0,0,0,0,72,64,0,0,71,91
Poppy,480,509,2,5,0,0,0,0,472,526
Kha'Zix,35,40,11,17,0,0,0,0,0,0
Nasus,1,0,0,0,0,0,0,0,0,0
Mordekaiser,0,0,0,0,98,90,86,91,0,0
Dr. Mundo,600,569,0,0,0,0,465,412,0,0
Yuumi,23,15,0,0,0,0,0,0,0,0
Akali,232,223,0,0,647,684,0,0,0,0
Wukong,109,133,32,39,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,297,331,0,0
Aphelios,0,0,0,0,0,0,642,658,0,0
Twitch,0,0,0,0,0,0,3,12,0,0
Aatrox,164,158,0,0,0,0,0,0,0,0
Swain,33,57,0,0,163,136,0,0,0,0
Kassadin,0,0,15,21,633,543,0,0,0,0
Sona,0,0,0,0,23,10,305,275,0,0
Neeko,31,47,0,0,0,0,361,307,143,130
Syndra,0,0,0,0,11,18,0,0,0,0
Zoe,0,0,0,0,9,14,0,0,0,0
Kled,94,91,0,0,0,0,0,0,0,0
Lucian,39,33,0,0,54,53,0,0,0,0
Jayce,11,1,0,0,4,1,0,0,0,0
Camille,30,43,0,0,87,87,0,0,0,0
Garen,165,159,0,0,0,0,0,0,0,0
Kai'Sa,0,0,0,0,0,0,586,605,0,0
Xayah,0,0,0,0,0,0,696,628,0,0
Ezreal,0,0,0,0,185,170,284,309,0,0
Caitlyn,0,0,0,0,0,0,76,78,0,0
Fiora,30,40,0,0,0,0,0,0,0,0
Kalista,0,0,0,0,0,0,58,63,0,0
Soraka,0,0,0,0,0,0,21,32,0,0
Tristana,0,0,0,0,0,5,319,293,0,0
Draven,0,0,0,0,0,0,14,30,0,0
Urgot,0,0,0,0,0,0,113,99,0,0
Corki,0,0,0,0,4,6,0,0,0,0
Vayne,0,0,0,0,0,0,71,77,0,0
Irelia,4,17,0,0,42,51,0,0,0,0
Ryze,397,332,0,0,0,0,3,4,0,0
Jinx,0,0,0,0,0,0,2,4,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Talon,0,0,0,0,169,187,0,0,0,0
Shyvana,0,0,0,0,0,0,4,4,0,0
Jarvan IV,0,0,0,2,0,0,0,0,0,0
Vi,61,80,167,152,0,0,0,0,0,0
Warwick,0,0,109,91,0,0,0,0,0,0
Evelynn,0,0,9,13,0,0,0,0,0,0
Lee Sin,0,0,20,27,0,0,0,0,0,0
Olaf,0,0,13,17,0,0,0,0,0,0
Quinn,0,1,0,0,0,0,0,0,0,0
Taliyah,0,0,0,0,0,0,19,40,0,0
Sion,0,0,0,0,35,41,0,0,0,0
Kog'Maw,0,0,0,0,0,0,185,175,0,0
Graves,0,0,0,0,17,24,0,0,0,0
Yasuo,0,0,0,0,6,17,0,0,0,0
Skarner,0,0,443,411,0,0,0,0,0,0
Jhin,0,0,0,0,0,0,23,28,0,0
Ashe,0,0,0,0,0,0,149,99,0,0
Varus,0,0,0,0,0,0,54,55,0,0
