Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,12,10,0,0,0,0,442,342,0,0
Karthus,162,127,282,212,1076,781,4588,3432,0,0
Senna,0,0,0,0,0,0,65,62,0,0
Braum,0,0,0,0,0,0,43,33,24,43
Rakan,8,15,668,520,0,0,0,2,279,396
Pyke,0,0,0,0,22,32,0,0,5925,3880
Nunu,0,0,5997,4364,0,0,0,0,192,123
Renekton,5826,4467,0,0,465,377,165,133,85,58
Blitzcrank,0,0,0,0,0,0,0,0,552,635
Bard,0,0,0,0,0,0,0,0,1819,1935
Volibear,94,79,1923,1485,0,0,0,0,13,21
Nautilus,0,0,1699,1378,0,0,0,0,957,791
Udyr,0,0,707,513,0,0,0,0,0,0
Zac,0,0,331,259,0,0,0,0,14,27
Sejuani,0,0,1141,857,0,0,0,0,113,132
Sett,207,190,15,18,0,0,0,0,101,98
Pantheon,247,252,0,0,0,0,0,0,83,109
Zilean,128,64,0,0,20,19,37,41,4,11
Rek'Sai,0,0,52,48,0,0,0,0,0,0
Jax,113,114,8,11,0,0,0,0,0,0
Lillia,94,101,404,400,37,36,57,38,0,0
Caitlyn,0,0,0,0,0,0,745,632,0,0
Kai'Sa,0,0,0,0,0,0,635,637,0,0
Aphelios,1,4,0,0,0,0,172,225,0,0
Karma,2,1,0,0,23,22,80,44,2,4
Ezreal,0,0,0,0,185,170,249,239,0,0
Ashe,0,0,0,0,0,0,37,52,0,0
Neeko,0,0,0,0,58,43,755,702,170,167
Varus,0,0,0,0,0,0,6,16,0,0
Syndra,0,0,0,0,313,269,7,8,0,0
Teemo,613,459,0,0,0,0,0,0,0,0
Vladimir,78,72,0,0,22,23,89,97,0,0
Vi,70,95,59,48,30,45,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Garen,544,475,0,0,0,0,0,0,0,0
Cho'Gath,430,461,0,0,291,264,28,14,0,0
Rumble,16,17,0,0,0,0,0,0,73,92
Aatrox,41,55,0,0,0,0,0,0,0,0
Dr. Mundo,73,102,0,0,0,0,2,1,0,0
Yuumi,4,7,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,186,186,0,0
Graves,15,16,27,36,0,0,0,0,0,0
Kha'Zix,1,4,11,17,0,0,0,0,0,0
Taric,0,0,1,3,0,0,0,0,0,0
Jarvan IV,0,0,0,2,0,0,0,0,0,0
Maokai,15,24,93,75,32,49,0,0,65,74
Ornn,808,737,0,0,0,0,0,0,0,0
Shen,416,357,0,0,0,0,0,0,51,68
Ahri,483,389,0,0,1707,1515,890,886,0,0
Mordekaiser,0,0,0,0,121,114,651,524,0,0
Ivern,0,0,261,238,0,0,0,0,0,0
Leona,0,0,0,0,0,0,0,0,135,146
Galio,0,0,0,0,875,700,0,0,5,16
Ekko,885,706,68,80,740,682,290,291,0,0
Fiora,79,80,0,0,0,0,0,0,0,0
Kalista,0,0,0,0,0,0,41,79,0,0
LeBlanc,0,0,0,0,469,400,0,1,0,0
Lulu,0,0,0,0,0,0,64,67,0,0
Talon,0,0,0,0,307,315,21,19,0,0
Tristana,0,0,0,0,0,0,281,326,0,0
Sivir,0,0,0,0,0,0,18,19,0,0
