Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Xerath,0,0,0,0,427,255,59,67,0,0
Karthus,78,47,136,148,636,449,2666,1902,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Karma,142,77,0,0,42,41,1,3,0,1
Gangplank,11,11,0,0,15,18,0,0,0,0
Zed,0,0,0,0,283,296,0,0,0,0
Ahri,33,20,0,0,1095,1010,767,686,0,0
Aurelion Sol,0,0,0,0,102,120,0,0,0,0
Zilean,309,136,0,0,165,107,2,0,17,32
Qiyana,0,0,0,0,37,37,0,0,0,0
Singed,3,2,0,0,0,0,285,190,0,0
Senna,0,0,0,0,0,0,41,39,0,1
Braum,0,0,0,0,0,0,43,33,45,58
Rakan,8,15,312,239,0,0,0,2,94,158
Aatrox,165,186,0,0,0,0,0,0,0,0
Ryze,366,307,0,0,0,0,0,0,0,0
Pyke,0,1,98,101,31,40,0,0,4699,3055
Leona,0,0,0,0,0,0,0,0,179,220
Bard,0,0,0,0,0,0,0,0,2046,2226
Sejuani,0,0,1297,1072,0,0,0,0,132,159
Pantheon,73,82,0,0,245,209,0,0,82,105
Sett,9,3,119,114,48,67,64,61,61,71
Nunu,0,0,3196,2400,0,0,0,0,102,53
Udyr,0,0,54,52,0,0,0,0,0,0
Rek'Sai,0,0,41,44,0,0,0,0,0,0
Lillia,0,0,207,231,0,0,0,0,0,0
Rammus,0,0,142,116,0,0,152,130,45,39
Maokai,0,0,126,114,0,0,0,0,25,36
Taric,0,0,0,0,0,0,0,0,28,32
Nautilus,0,0,2113,1766,0,0,0,0,39,67
Volibear,13,17,652,489,0,0,0,0,0,0
Renekton,2186,1635,0,0,488,398,71,61,65,45
Garen,174,169,0,0,0,0,113,94,0,0
Cho'Gath,267,248,0,0,414,332,117,111,0,0
Dr. Mundo,167,146,0,0,0,0,336,283,0,0
Twitch,2,5,2,3,0,0,82,89,0,0
Warwick,3,3,2,6,0,0,0,0,0,0
Jarvan IV,0,3,3,10,0,0,0,0,0,0
Kled,350,305,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,0,0,0,0
Jayce,7,1,0,0,0,0,0,0,0,0
Camille,83,105,0,0,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,25,39,0,0
Sona,0,0,0,0,20,10,82,61,0,0
Kassadin,0,0,0,0,688,628,7,10,0,0
Neeko,1,2,0,0,29,23,441,365,2,1
Aphelios,0,0,0,0,0,0,16,31,0,0
Ezreal,0,0,0,0,0,0,228,202,0,0
Kai'Sa,0,0,0,0,0,0,225,216,0,0
Zac,0,0,745,592,0,0,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Ekko,221,162,64,84,619,569,98,87,0,0
Galio,0,0,0,0,210,157,0,0,2,7
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Ivern,0,0,190,180,0,0,0,0,0,0
Irelia,285,203,0,0,0,0,0,0,0,0
Poppy,8,23,0,0,0,0,0,0,3,5
LeBlanc,0,0,0,0,414,373,84,94,0,0
Vladimir,0,0,0,0,23,24,0,0,0,0
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Vi,0,0,46,47,0,0,0,0,0,0
Fizz,0,0,0,0,128,100,0,0,0,0
Blitzcrank,0,0,0,0,0,0,0,0,138,169
Katarina,0,0,0,0,807,830,0,0,0,0
Ashe,0,0,0,0,0,0,121,120,0,0
Nidalee,0,0,0,0,151,124,0,0,0,0
Sylas,0,0,0,0,138,126,0,0,0,0
Jinx,0,0,0,0,0,0,4,11,0,0
Corki,0,0,0,0,8,18,0,1,0,0
Diana,0,0,0,0,54,51,0,0,0,0
Lulu,0,0,0,0,0,0,0,0,0,1
Swain,47,76,0,0,0,0,6,12,0,0
Alistar,37,36,30,38,0,0,0,0,52,67
Janna,0,0,0,0,0,0,0,0,3,12
Fiora,10,16,0,0,0,0,0,0,0,0
Kog'Maw,0,0,0,0,0,0,160,165,0,0
Ornn,731,589,0,0,52,50,0,0,0,0
Syndra,0,0,0,0,73,83,0,0,0,0
Zoe,0,0,0,0,9,14,90,137,0,0
Shen,559,464,2,0,0,0,0,0,0,0
Wukong,0,0,0,0,67,84,0,0,0,0
Lee Sin,0,0,148,168,0,0,0,0,0,0
Master Yi,0,0,7,11,0,0,0,0,0,0
Mordekaiser,0,0,0,0,0,0,472,404,0,0
Akali,0,0,0,0,165,166,0,0,0,0
Urgot,349,337,0,0,0,0,0,0,0,0
Sion,1,1,0,0,0,0,0,0,0,0
Elise,0,0,0,2,0,0,0,0,0,0
Amumu,0,0,118,135,0,0,0,0,0,0
Xayah,0,0,0,0,0,0,32,56,0,0
Yuumi,49,38,0,0,0,0,0,0,0,0
Trundle,39,23,0,0,0,0,0,0,0,0
Gnar,1,5,0,0,0,0,0,0,0,0
Tahm Kench,1,2,0,0,0,0,0,0,0,0
Teemo,0,2,0,0,0,0,0,0,0,0
Nasus,0,0,0,0,0,0,108,86,0,0
Jhin,0,0,0,0,0,0,23,28,0,0
Caitlyn,0,0,0,0,0,0,22,27,0,0
Tristana,0,0,0,0,0,0,3,4,0,0
Kalista,0,0,0,0,0,0,1,3,0,0
Lissandra,0,0,0,0,3,8,0,0,0,0
Vayne,0,0,0,0,0,0,22,58,0,0
Shyvana,0,0,0,0,0,0,4,4,0,0
Talon,0,0,0,0,72,73,0,0,0,0
Kindred,0,0,1,2,0,0,0,0,0,0
Evelynn,0,0,64,68,0,0,0,0,0,0
