Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Xerath,0,0,0,0,387,229,12,6,0,0
Karthus,73,37,55,63,936,650,3253,2338,0,0
Malphite,13,15,0,0,31,26,0,0,0,0
Karma,144,78,0,0,24,22,1,3,41,40
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,177,188,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Ahri,29,11,20,31,790,662,981,794,0,0
Qiyana,0,0,0,0,3,6,0,0,0,0
Zilean,312,139,0,0,149,94,45,35,3,4
Aatrox,149,158,0,0,0,0,0,0,0,0
Ryze,311,265,0,0,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,37,45,0,0
Sona,0,0,0,0,18,10,262,208,0,0
Kassadin,0,0,0,0,413,380,0,0,0,0
Pyke,0,1,67,57,0,0,0,0,2833,1849
Leona,0,0,0,0,0,0,0,0,94,106
Bard,0,0,0,0,0,0,13,11,1209,1269
Sejuani,0,0,784,579,0,0,0,0,533,534
Pantheon,61,72,0,0,1,6,10,8,116,140
Sett,73,56,121,108,0,1,56,31,39,39
Volibear,28,23,838,616,0,0,0,0,0,0
Nunu,0,0,2370,1624,0,0,0,0,112,71
Lillia,36,34,197,219,30,35,42,39,0,0
Renekton,1550,1157,0,0,471,404,80,56,55,37
Poppy,7,17,0,0,0,0,0,0,23,22
Dr. Mundo,31,38,0,0,0,0,3,2,0,0
Neeko,0,0,0,0,62,51,443,382,123,118
Aphelios,0,0,0,0,0,0,177,221,0,0
Rakan,8,15,74,42,0,0,0,2,106,118
Ekko,584,468,166,160,680,581,91,79,0,0
Galio,44,89,0,0,355,244,0,0,0,0
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Cho'Gath,86,73,0,0,129,130,0,0,43,33
Nautilus,0,0,1445,1199,0,1,0,0,212,177
Rek'Sai,0,0,18,19,0,0,0,0,0,0
Zac,0,0,633,457,0,0,0,0,0,0
Kled,138,136,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,15,17,0,0
Jayce,378,308,0,0,0,0,0,0,0,0
Camille,189,133,0,0,0,0,0,0,0,0
Maokai,15,24,119,118,0,0,0,0,79,103
Kai'Sa,0,0,0,0,0,0,285,280,0,0
Caitlyn,0,0,0,0,0,0,316,244,0,0
Xayah,0,0,0,0,0,0,25,40,0,0
Vayne,0,0,0,0,0,0,26,29,0,0
Ezreal,0,0,0,0,0,0,203,208,0,0
Garen,242,223,0,0,0,0,23,15,0,0
Twitch,2,5,0,0,0,0,121,117,0,0
Warwick,3,3,0,0,0,0,300,277,0,0
Jarvan IV,0,3,3,12,0,0,20,16,0,0
Ivern,0,0,204,208,0,0,0,0,0,0
Udyr,0,0,471,335,0,0,0,0,0,0
Katarina,0,0,0,0,31,49,0,0,0,0
Irelia,260,185,0,0,0,0,0,0,0,0
Blitzcrank,0,0,0,0,0,0,0,0,301,344
Singed,0,0,28,36,0,0,223,162,0,0
Jinx,0,0,0,0,0,0,3,7,0,0
Corki,0,0,0,0,7,9,3,6,0,0
Ornn,293,254,0,0,0,0,0,0,0,0
Shen,171,133,2,0,0,0,0,0,61,67
Vi,0,0,30,33,0,0,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Lee Sin,0,0,62,72,0,0,0,0,18,18
Alistar,0,0,36,39,0,0,0,0,36,46
Quinn,0,0,0,0,0,0,60,62,0,0
Brand,0,0,0,0,0,0,8,6,0,0
Fiora,10,12,0,0,0,0,0,0,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,0,0,42,33,101,129
Akali,0,0,0,0,108,113,0,0,0,0
Riven,8,15,0,0,47,46,0,0,0,0
Cassiopeia,0,0,0,0,43,49,13,20,0,0
Wukong,0,0,3,20,47,34,0,0,0,0
Kog'Maw,0,0,0,0,0,0,119,118,0,0
Ashe,0,0,0,0,0,0,232,203,0,0
Kalista,3,3,0,0,0,0,32,58,0,0
