Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,3,2,0,0,44,51,323,215,175,254
Karthus,331,226,15,19,1375,881,2957,2133,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,43,33,153,213
Rakan,0,0,362,285,28,28,0,2,106,103
Pyke,0,0,116,102,1,0,0,0,3997,2612
Leona,0,0,0,0,12,12,0,0,56,56
Bard,0,0,0,0,0,0,0,0,1771,1834
Shen,260,223,6,9,0,0,0,0,116,113
Sejuani,3,8,532,412,0,0,0,0,107,114
Nunu,0,0,3774,2623,0,0,0,0,129,77
Pantheon,172,183,0,0,1,6,0,0,55,62
Sett,132,130,128,90,0,0,0,0,50,75
Volibear,58,55,1442,1083,0,0,0,0,4,3
Zilean,318,132,0,0,209,149,0,0,0,1
Xerath,0,0,0,0,631,409,0,0,0,0
Malphite,41,41,0,0,31,26,0,0,0,0
Karma,142,78,0,0,95,103,1,3,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Ahri,43,36,0,0,1706,1545,1577,1344,0,0
Zed,0,0,0,0,91,90,0,0,0,0
Aurelion Sol,0,0,0,0,9,10,0,0,0,0
Qiyana,0,0,0,0,2,1,0,0,0,0
Lillia,14,22,224,243,0,0,0,0,0,0
Ivern,0,0,203,191,0,0,0,0,0,0
Aatrox,151,161,0,0,0,0,0,0,0,0
Ryze,0,1,0,0,84,94,0,0,0,0
Renekton,3518,2600,0,0,410,329,0,0,78,56
Ekko,290,245,392,423,1079,998,105,95,0,0
Galio,0,0,0,0,91,47,0,0,0,0
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Cho'Gath,134,155,0,0,169,159,119,111,0,0
Kled,475,438,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,0,0,0,0
Dr. Mundo,68,91,0,0,0,0,379,306,0,0
Jayce,8,4,0,0,0,0,0,0,0,0
Camille,211,186,0,0,0,0,0,0,0,0
Rammus,0,0,0,0,0,0,0,0,51,43
Maokai,3,5,63,55,0,0,0,0,84,107
Taric,0,0,0,0,0,0,0,0,28,32
Nautilus,27,31,1227,970,0,0,0,0,782,711
Zac,0,0,532,388,0,0,0,0,0,0
Sona,0,0,0,0,22,10,95,70,0,0
Neeko,3,0,0,0,0,0,584,553,13,20
Aphelios,0,0,0,0,1,5,74,113,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Draven,0,0,0,0,0,0,13,17,0,0
LeBlanc,0,0,0,0,287,251,0,1,0,0
Vladimir,1,0,0,0,113,126,0,0,0,0
Rek'Sai,0,0,18,18,0,0,0,0,0,0
Teemo,498,393,0,0,0,0,0,0,0,0
Poppy,96,112,2,3,0,0,0,0,25,25
Garen,418,368,0,0,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,290,344,0,0
Vayne,0,0,0,0,0,0,217,210,0,0
Kog'Maw,0,0,0,0,0,0,155,144,0,0
Blitzcrank,0,0,0,0,0,0,0,0,199,236
Udyr,0,0,455,435,0,0,0,0,0,0
Vi,192,176,48,45,0,0,0,0,0,0
Riven,16,34,0,0,0,0,0,0,0,0
Ornn,329,351,0,0,0,0,0,0,0,0
Jax,14,18,0,0,0,0,0,0,0,0
Kalista,2,3,0,0,0,0,13,25,0,0
Warwick,3,7,0,0,0,0,0,0,0,0
Mordekaiser,1,0,0,0,0,0,21,22,0,0
Lulu,0,0,0,0,0,0,0,0,0,1
Cassiopeia,0,0,0,0,0,0,16,24,0,0
Viktor,0,0,0,0,43,42,0,0,0,0
Swain,210,247,0,0,7,8,0,0,13,15
Anivia,0,0,0,0,4,4,0,0,0,0
Syndra,0,0,0,0,26,27,0,0,0,0
Fiora,4,14,0,0,0,0,0,0,0,0
Irelia,515,433,0,0,25,28,0,0,0,0
Alistar,42,37,31,39,0,0,0,0,0,0
Nidalee,0,0,0,0,2,1,0,0,0,0
Twitch,2,5,0,0,0,0,125,131,0,0
Jarvan IV,0,3,0,0,0,0,0,0,8,16
Skarner,0,0,312,300,0,0,0,0,0,0
Quinn,403,384,0,0,0,0,0,0,0,0
Janna,0,0,0,0,0,0,0,0,39,64
Thresh,0,0,0,0,0,0,0,0,50,51
Fizz,0,0,0,0,22,19,0,0,0,0
Akali,46,36,0,0,11,13,0,0,0,0
Yasuo,0,0,0,0,484,452,0,0,0,0
Talon,0,0,0,0,98,96,0,0,0,0
Graves,0,0,0,0,17,23,0,0,0,0
Wukong,0,0,0,0,3,4,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,0,1
Kassadin,0,0,0,0,154,120,0,0,0,0
Ashe,0,0,0,0,0,0,179,180,0,0
Katarina,0,0,0,0,357,338,0,0,0,0
Shyvana,0,0,0,0,0,0,4,4,0,0
Olaf,2,6,0,0,0,0,0,0,0,0
Malzahar,0,0,0,0,38,33,0,0,0,0
Lissandra,0,0,0,0,1,8,0,0,0,0
Tristana,0,0,0,0,0,0,1,1,0,0
Gnar,7,13,0,0,0,0,0,0,0,0
Kai'Sa,0,0,0,0,0,0,442,436,0,0
Caitlyn,0,0,0,0,0,0,18,24,0,0
Xayah,0,0,0,0,0,0,479,442,0,0
Ezreal,0,0,0,0,0,0,232,223,0,0
Lee Sin,0,0,39,41,0,0,0,0,0,0
Urgot,0,0,0,0,0,0,81,64,0,0
Yuumi,128,104,0,0,0,0,0,0,0,0
Trundle,47,29,0,0,0,0,0,0,0,0
Tahm Kench,1,2,0,0,0,0,0,0,0,0
Zoe,0,0,0,0,5,8,0,0,0,0
