Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Pyke,0,1,114,99,1,0,0,2,4514,2797
Sejuani,0,0,845,624,0,0,0,0,228,229
Pantheon,24,29,0,0,1,6,15,17,106,138
Sett,26,24,257,213,0,0,0,0,101,109
Volibear,6,10,1011,762,0,0,0,0,2,2
Zilean,415,245,0,0,198,144,4,4,4,11
Singed,5,5,0,0,43,48,442,357,175,254
Karthus,78,47,15,19,1294,810,3449,2593,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,25,32,53,52,145,206
Rakan,0,0,343,268,28,28,18,22,101,156
Xerath,0,0,0,0,624,419,0,0,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Karma,142,78,0,0,109,120,1,3,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,148,139,0,0,0,0
Ahri,39,30,0,0,749,689,1484,1288,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,0,0,2,1,0,0,0,0
Leona,0,0,0,0,12,12,0,0,87,93
Bard,0,0,0,0,0,0,0,0,2075,2069
Shen,738,666,8,9,0,0,0,0,59,66
Aatrox,151,161,0,0,0,0,0,0,0,0
Ryze,371,316,0,0,77,91,0,0,0,0
Renekton,3028,2210,0,0,422,336,0,0,74,56
Kled,373,328,0,0,0,0,0,0,0,0
Lucian,35,32,0,0,0,0,8,12,0,0
Cho'Gath,144,166,0,0,314,236,119,111,67,60
Dr. Mundo,20,36,0,0,0,0,340,275,0,0
Jayce,61,49,0,0,0,0,0,0,0,0
Camille,63,66,0,0,0,0,0,0,0,0
Sona,0,0,0,0,21,10,95,70,0,0
Neeko,3,0,0,0,0,0,414,421,3,1
Aphelios,0,0,0,0,1,5,52,85,0,0
Rammus,0,0,0,0,0,0,194,172,67,68
Maokai,0,0,81,79,0,0,0,0,25,36
Taric,0,0,0,0,0,0,0,0,28,32
Nautilus,0,0,1319,1031,0,0,0,0,227,234
Nunu,0,0,3242,2258,0,0,0,0,117,70
Vi,178,166,45,41,30,45,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Ekko,353,325,33,45,1101,969,105,93,0,0
Rek'Sai,0,0,18,18,0,0,0,0,0,0
Zac,0,0,518,381,0,0,0,0,0,0
Garen,291,268,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,84,90,0,0
Warwick,3,7,0,0,0,0,0,0,0,0
Jarvan IV,0,3,0,0,0,0,0,0,0,0
Galio,0,0,0,0,358,285,0,0,2,7
Vel'Koz,0,0,0,0,20,4,0,0,0,0
