Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,14,13,0,0,0,0,295,192,0,0
Karthus,78,47,51,70,693,452,3435,2473,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,0,0,43,33,139,183
Rakan,8,15,417,291,0,0,0,2,246,314
Pyke,0,1,70,71,22,32,0,0,6520,4309
Nunu,0,0,6416,4678,0,0,0,0,211,150
Renekton,6803,5222,0,0,429,334,156,129,85,58
Blitzcrank,0,0,0,0,0,0,0,0,578,648
Bard,0,0,0,0,0,0,0,0,2310,2403
Volibear,105,83,1866,1439,0,0,0,0,12,21
Nautilus,0,0,3072,2416,0,0,0,0,813,656
Udyr,0,0,923,693,0,0,0,0,0,0
Zac,0,0,665,504,0,0,0,0,0,0
Pantheon,100,102,0,0,0,0,0,0,71,93
Sejuani,0,0,1054,771,0,0,0,0,154,174
Sett,550,421,0,0,0,0,0,0,544,556
Zilean,238,186,0,0,20,19,37,41,4,11
Rek'Sai,0,0,52,48,0,0,0,0,0,0
Jax,118,121,8,11,0,0,0,0,0,0
Lillia,94,101,219,214,35,34,46,32,0,0
Caitlyn,0,0,0,0,0,0,591,456,0,0
Kai'Sa,0,0,0,0,0,0,114,133,0,0
Aphelios,1,4,0,0,0,0,166,198,0,0
Karma,2,1,0,0,42,41,78,42,8,10
Ezreal,0,0,0,0,185,170,239,224,0,0
Ashe,0,0,0,0,0,0,33,45,0,0
Neeko,0,0,0,0,0,0,443,368,157,151
Varus,0,0,0,0,0,0,98,121,0,0
Syndra,0,0,0,0,11,18,7,8,0,0
Teemo,609,454,0,0,0,0,0,0,0,0
Vladimir,9,19,0,0,5,9,68,77,0,0
Vi,68,95,59,47,30,45,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Ornn,719,671,0,0,0,0,0,0,0,0
Shen,451,442,0,0,0,0,0,0,49,56
Mordekaiser,0,0,0,0,119,112,649,520,0,0
Swain,190,230,0,0,187,154,5,6,0,0
Camille,458,388,0,0,104,99,0,0,0,0
Poppy,585,627,0,0,0,0,0,0,51,42
Garen,962,843,0,0,0,0,0,0,0,0
Maokai,15,24,93,77,32,49,0,0,134,147
Ivern,0,0,283,254,0,0,0,0,0,0
Ahri,103,74,0,0,724,613,802,826,0,0
Leona,0,0,0,0,0,0,0,0,261,313
Alistar,648,533,0,0,0,0,0,0,148,202
Evelynn,0,0,67,70,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Warwick,0,0,2,7,0,0,0,0,0,0
Amumu,19,24,3,5,0,0,0,0,0,0
Graves,15,16,2,2,0,0,0,0,0,0
Aatrox,46,54,0,0,0,0,0,0,0,0
Dr. Mundo,78,107,0,0,0,0,454,363,0,0
Miss Fortune,0,0,0,0,0,0,268,299,0,0
Twitch,2,5,0,0,0,0,186,186,0,0
Galio,0,0,0,0,357,308,293,289,41,66
Taric,0,0,1,3,0,0,0,0,5,9
Kha'Zix,1,4,11,17,0,0,0,0,0,0
Akali,95,104,0,0,261,285,0,0,0,0
Fiora,79,80,0,0,0,0,0,0,0,0
Jayce,80,78,0,0,4,1,0,0,0,0
Riven,18,7,0,0,0,0,0,0,0,0
Cho'Gath,722,707,0,0,262,178,144,126,0,0
Ekko,690,568,261,262,706,623,0,0,0,0
Yuumi,34,31,0,0,0,0,0,0,0,0
Cassiopeia,0,0,0,0,0,0,22,29,0,0
Kalista,0,0,0,0,0,0,40,76,0,0
Jinx,0,0,0,0,0,0,5,12,0,0
Corki,0,0,0,0,0,0,0,1,0,0
Sona,0,0,0,0,0,0,216,197,0,0
Lulu,0,0,0,0,0,0,64,67,0,0
Talon,0,0,0,0,108,103,21,19,0,0
Tristana,0,0,0,0,0,0,20,29,0,0
Sivir,0,0,0,0,0,0,18,19,0,0
Zed,0,0,0,0,111,104,0,0,0,0
Xin Zhao,0,0,0,1,0,0,0,0,0,0
Rammus,0,0,112,97,0,0,0,0,50,75
Gragas,0,0,0,0,243,223,0,0,0,0
Wukong,8,9,0,0,39,47,0,0,0,0
LeBlanc,0,0,0,0,321,276,0,0,0,0
Xerath,0,0,0,0,346,191,4,5,0,0
Malphite,13,15,0,0,31,26,0,0,0,0
Gangplank,8,4,0,0,15,18,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,0,0,2,1,0,0,0,0
Quinn,23,19,0,0,0,0,39,45,0,0
Kassadin,63,56,0,0,477,372,0,0,0,0
Rumble,23,29,0,0,0,0,0,0,73,92
Jarvan IV,0,0,0,2,0,0,0,0,0,0
Irelia,140,155,0,0,0,0,0,0,0,0
Ryze,423,355,0,0,0,0,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,104,113
Janna,0,0,0,0,0,0,0,0,86,143
Xayah,0,0,0,0,0,0,3,20,0,0
Kog'Maw,0,0,0,0,0,0,3,3,0,0
Kled,98,104,0,0,0,0,0,0,0,0
Olaf,3,6,0,0,0,0,0,0,0,0
Darius,3,3,0,0,0,0,0,0,0,0
Zoe,0,0,0,0,9,14,0,0,0,0
Shyvana,0,0,0,0,0,0,4,4,0,0
Nasus,4,12,0,0,0,0,0,0,0,0
Yasuo,192,204,0,0,0,0,0,0,0,0
Nidalee,44,44,88,114,0,0,0,0,0,0
Katarina,0,0,0,0,60,79,0,0,0,0
