Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,3,2,0,0,0,0,306,209,0,0
Karthus,78,47,14,17,535,361,3572,2620,0,0
Senna,0,0,0,0,0,0,41,39,0,0
Braum,0,0,0,0,0,0,43,33,115,166
Rakan,8,15,331,260,0,0,18,22,95,149
Xerath,0,0,0,0,492,331,0,0,0,0
Malphite,0,0,16,32,31,26,0,0,0,0
Karma,142,78,0,0,23,22,1,3,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,220,219,0,0,0,0
Ahri,36,25,0,0,1619,1485,1208,1062,0,0
Aurelion Sol,0,0,0,0,102,120,0,0,0,0
Zilean,313,137,0,0,198,149,4,4,1,8
Qiyana,0,0,0,0,3,1,0,0,0,0
Aatrox,157,178,0,0,0,0,0,0,0,0
Ryze,371,313,0,0,0,0,0,0,0,0
Pyke,0,1,107,98,170,144,0,2,4745,3031
Sejuani,0,0,720,543,0,0,0,0,148,175
Pantheon,22,28,0,0,1,6,0,0,106,138
Sett,23,11,174,142,53,71,0,0,63,72
Volibear,13,18,1092,844,0,0,0,0,2,2
Leona,0,0,28,30,0,0,0,0,242,300
Bard,0,0,0,0,0,0,0,0,2120,2190
Renekton,2858,2178,0,0,552,440,0,0,72,53
Kled,76,63,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,8,12,0,0
Cho'Gath,273,260,7,16,153,148,0,0,0,0
Dr. Mundo,22,37,0,0,0,0,2,1,0,0
Jayce,7,1,0,0,0,0,0,0,0,0
Camille,86,102,0,0,0,0,0,0,0,0
Rammus,0,0,0,0,0,0,114,90,67,67
Maokai,4,6,60,50,0,0,0,0,25,36
Taric,0,0,0,0,0,0,0,0,28,32
Nautilus,0,0,1208,955,0,0,0,0,190,230
Ekko,443,359,152,144,863,762,105,92,0,0
Galio,0,0,0,0,178,118,0,0,2,7
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Sona,0,0,0,0,20,10,88,64,0,0
Neeko,2,0,0,0,0,0,490,494,2,1
Aphelios,0,0,0,0,0,0,36,69,0,0
Nunu,0,0,4101,2935,0,0,0,0,112,65
Lillia,0,0,272,335,2,3,0,0,0,0
Udyr,0,0,75,48,0,0,0,0,0,0
Zac,0,0,508,377,0,0,0,0,0,0
Tristana,0,0,0,0,0,0,250,216,0,0
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Rek'Sai,0,0,18,18,0,0,0,0,0,0
Garen,249,222,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,83,84,0,0
Warwick,3,3,73,65,0,0,0,0,0,0
Jarvan IV,0,3,0,0,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,73,103,0,0
Kassadin,0,0,15,21,819,751,0,0,0,0
LeBlanc,0,0,0,0,342,310,0,0,0,0
Vladimir,0,0,0,0,22,23,0,0,0,0
Ivern,0,0,308,268,0,0,0,0,0,0
Blitzcrank,0,0,0,0,0,0,0,0,742,728
Hecarim,0,0,70,83,0,0,0,0,0,0
Fizz,0,0,0,0,35,31,0,0,0,0
Vayne,0,0,0,0,0,0,33,62,0,0
Ashe,0,0,0,0,0,0,190,191,0,0
Lulu,0,0,0,0,0,0,0,0,0,1
Kog'Maw,0,0,0,0,0,0,233,254,0,0
Irelia,300,220,0,0,0,0,0,0,0,0
Alistar,0,0,73,87,0,0,0,0,94,122
Janna,0,0,0,0,0,0,0,0,3,8
Poppy,45,99,0,0,0,0,0,0,0,0
Ezreal,0,0,0,0,44,50,231,215,0,0
Kai'Sa,0,0,0,0,0,0,388,362,0,0
Riven,0,0,0,0,27,44,0,0,0,0
Talon,0,0,0,0,145,139,0,0,0,0
Akali,2,11,0,0,74,71,0,0,0,0
Diana,0,0,0,0,110,115,0,0,0,0
Vi,0,0,116,108,0,0,0,0,0,0
Lee Sin,0,0,39,41,0,0,0,0,0,0
Jinx,0,0,0,0,0,0,6,11,0,0
Corki,0,0,0,0,7,10,0,1,0,0
Urgot,376,351,0,0,0,0,0,0,0,0
Sion,1,1,0,0,0,0,0,0,0,0
Swain,33,56,0,0,0,0,0,0,11,15
Heimerdinger,0,0,23,36,0,0,0,0,0,0
Graves,0,0,25,34,5,4,0,0,0,0
Fiddlesticks,0,0,27,27,0,0,0,0,0,0
Ornn,288,304,1,0,0,0,0,0,0,0
Nidalee,0,0,0,0,299,250,0,0,0,0
Cassiopeia,0,0,0,0,1,0,15,23,0,0
Syndra,0,0,0,0,23,23,0,0,0,0
Shen,913,833,0,0,0,0,0,0,0,1
Taliyah,0,0,0,0,0,0,0,0,34,47
Gragas,0,0,0,0,0,0,0,0,6,8
Caitlyn,0,0,0,0,0,0,185,207,0,0
Veigar,0,0,0,0,0,0,5,8,0,0
Xayah,0,0,0,0,0,0,32,52,0,0
Darius,0,4,0,0,0,0,0,0,0,0
Gnar,0,3,0,0,0,0,0,0,0,0
Sylas,0,0,0,0,145,133,0,0,0,0
Fiora,12,30,0,0,0,0,0,0,0,0
Wukong,0,0,0,0,73,91,0,0,0,0
Skarner,0,0,97,86,0,0,0,0,0,0
Mordekaiser,0,0,0,0,0,0,141,136,0,0
Kalista,0,0,0,0,0,0,12,19,0,0
Zoe,0,0,0,0,34,36,0,0,0,0
Nasus,0,0,0,0,0,0,116,89,0,0
Evelynn,0,0,9,13,0,0,0,0,0,0
Amumu,0,0,83,82,0,0,0,0,0,0
