Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Xerath,0,0,0,0,355,194,10,5,0,0
Karthus,76,45,15,20,680,446,2918,2153,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Karma,142,77,0,0,78,88,1,3,0,0
Gangplank,5,8,0,0,15,18,0,0,0,0
Zed,0,0,0,0,74,84,0,0,0,0
Aurelion Sol,0,0,0,0,98,108,0,0,0,0
Qiyana,0,0,0,0,2,2,0,0,0,0
Ahri,29,11,0,0,1197,1047,1006,821,0,0
Zilean,296,136,0,0,146,93,45,35,13,23
Aatrox,157,173,0,0,0,0,0,0,0,0
Ryze,0,1,0,0,0,0,3,5,0,0
Pyke,0,0,53,57,0,0,0,0,2895,1921
Leona,0,0,0,0,0,0,0,0,87,107
Bard,0,0,0,0,0,0,13,11,1074,1111
Sejuani,0,0,909,787,0,0,0,0,191,185
Volibear,8,11,1464,1156,0,0,0,0,0,0
Nunu,0,0,1910,1379,0,0,0,0,84,45
Lillia,0,0,193,219,27,28,36,32,0,0
Miss Fortune,0,0,0,0,41,39,21,30,0,0
Sona,0,0,0,0,18,10,253,195,0,0
Kassadin,0,0,0,0,394,378,0,0,0,0
Renekton,1843,1420,0,0,535,473,0,0,54,37
Ekko,569,438,58,67,937,802,91,77,0,0
Galio,42,85,0,0,390,279,0,0,0,0
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Cho'Gath,223,189,0,0,102,64,116,110,41,32
Pantheon,334,324,0,0,1,6,0,0,81,97
Poppy,8,20,1,2,0,0,0,0,23,22
Dr. Mundo,108,106,0,0,0,0,202,160,0,0
Nautilus,0,0,1646,1300,0,1,0,0,267,244
Rek'Sai,0,0,18,18,0,0,0,0,0,0
Zac,0,0,572,413,0,0,0,0,0,0
Sett,143,131,125,105,0,1,0,0,33,30
Rakan,8,15,74,39,0,0,18,22,51,73
Neeko,1,2,0,0,71,59,478,438,0,0
Aphelios,0,0,0,0,0,0,118,147,0,0
Kled,283,259,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,23,29,0,0
Jayce,366,291,0,0,0,0,0,0,0,0
Camille,173,159,0,0,0,0,0,0,0,0
Garen,222,199,0,0,0,0,0,0,0,0
Twitch,2,5,2,3,0,0,105,106,0,0
Warwick,3,3,0,0,0,0,0,0,0,0
Jarvan IV,0,3,0,2,0,0,20,16,0,0
Maokai,0,0,52,56,0,0,0,0,78,103
Udyr,0,0,298,201,0,0,0,0,0,0
Kai'Sa,0,0,0,0,0,0,264,265,0,0
Caitlyn,0,0,0,0,0,0,256,182,0,0
Xayah,0,0,0,0,0,0,27,42,0,0
Vayne,0,0,0,0,0,0,26,29,0,0
Ezreal,0,0,0,0,0,0,245,226,0,0
Ivern,0,0,169,164,0,0,0,0,0,0
Katarina,0,0,0,0,30,49,0,0,0,0
Ornn,468,372,0,0,0,0,0,0,0,0
Shen,174,142,5,7,0,0,0,0,59,66
Hecarim,0,0,11,23,0,0,0,0,0,0
Draven,0,0,0,0,0,0,24,16,0,0
Urgot,0,0,0,0,0,0,5,3,0,0
Yasuo,6,11,0,0,2,5,1,0,0,0
Ashe,0,0,0,0,0,0,91,61,0,0
Tristana,0,0,0,0,0,0,63,81,0,0
Varus,0,0,0,0,0,0,10,15,0,0
Singed,20,27,0,0,0,0,208,156,0,0
Jinx,0,0,0,0,0,0,3,7,0,0
Corki,0,0,0,0,0,0,0,1,0,0
Blitzcrank,0,0,0,0,0,0,0,0,112,155
Fiora,9,12,0,0,0,0,0,0,0,0
Irelia,251,182,0,0,0,0,0,0,0,0
Akali,0,0,0,0,103,110,0,0,0,0
Riven,4,6,0,0,47,46,0,0,0,0
Cassiopeia,0,0,0,0,38,42,0,0,0,0
Wukong,0,0,1,0,43,31,0,0,0,0
Vi,0,0,33,34,0,0,0,0,0,0
Diana,0,0,0,0,65,71,0,0,0,0
Syndra,0,0,0,0,142,121,27,35,0,0
Zoe,0,0,0,0,134,110,0,0,0,0
Braum,0,0,0,0,0,0,42,33,152,189
Morgana,0,0,0,0,0,0,0,0,12,25
Annie,0,0,0,0,0,0,0,0,17,12
Gragas,0,0,0,0,24,27,0,0,16,24
