Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,2,3,0,0,0,0,439,359,0,0
Karthus,78,47,205,202,631,397,2626,1975,0,0
Senna,2,6,0,0,0,0,41,39,0,0
Braum,0,0,0,0,0,0,53,52,109,157
Rakan,15,19,443,330,0,0,0,2,198,283
Pyke,0,1,68,69,22,32,23,29,5655,3717
Nunu,0,0,5943,4305,0,0,0,0,202,143
Renekton,5318,4019,0,0,640,527,154,123,84,58
Blitzcrank,0,0,0,0,0,0,0,0,552,620
Bard,0,0,0,0,0,0,0,0,2176,2237
Sejuani,0,0,1694,1408,0,0,0,0,147,155
Volibear,18,11,2631,2056,0,0,0,0,39,50
Sett,461,414,0,0,0,0,37,30,77,79
Pantheon,11,19,0,0,1,8,16,17,69,91
Zilean,500,365,0,0,170,115,0,0,73,121
Nautilus,0,0,2780,2110,0,0,0,0,872,730
Udyr,0,0,63,70,0,0,0,0,0,0
Zac,0,0,400,281,0,0,0,0,64,71
Maokai,0,0,93,74,32,49,0,0,65,74
Rek'Sai,0,0,343,267,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Lillia,12,19,275,291,32,30,0,0,0,0
Ahri,42,34,0,0,1734,1510,862,762,0,0
Aatrox,178,183,0,0,0,0,0,0,0,0
Poppy,42,72,2,6,0,0,0,0,45,39
Dr. Mundo,14,30,0,0,0,0,549,470,0,0
Garen,649,610,0,0,0,0,0,0,0,0
Caitlyn,0,0,0,0,0,0,638,519,0,0
Kai'Sa,1,2,0,0,0,0,253,255,0,0
Aphelios,0,0,0,0,0,0,721,724,0,0
Karma,169,113,0,0,42,41,72,39,0,0
Ezreal,0,0,0,0,185,170,260,250,0,0
Ashe,0,0,0,0,0,0,18,25,0,0
Neeko,0,0,0,0,0,0,357,355,157,150
Varus,1,0,0,0,0,0,7,16,0,0
Syndra,0,0,0,0,11,18,7,7,0,0
Teemo,602,452,0,0,0,0,0,0,0,0
Vladimir,7,14,0,0,5,9,4,7,0,0
Mordekaiser,1,0,0,0,116,107,804,675,0,0
Ivern,0,0,247,230,0,0,0,0,0,0
Vi,65,94,263,245,0,0,0,0,0,0
Hecarim,0,0,70,83,0,0,0,0,0,0
Leona,0,0,0,0,0,0,0,0,171,220
Alistar,622,513,73,87,0,0,0,0,90,129
Graves,0,0,38,72,0,0,0,0,0,0
Akali,425,412,0,0,268,296,0,0,0,0
Ekko,670,549,361,330,1262,1086,0,0,0,0
Zed,0,0,0,0,316,335,0,0,0,0
Galio,4,8,0,0,140,136,121,114,27,43
Jayce,0,0,0,0,4,1,0,0,0,0
Ornn,745,685,0,0,0,0,0,0,0,0
Shen,326,336,12,13,0,0,0,0,100,114
Twitch,2,5,16,26,0,0,52,63,0,0
Cho'Gath,668,642,0,0,875,649,139,124,0,0
Kassadin,0,0,0,0,481,373,0,0,0,0
Zoe,0,0,0,0,9,14,0,0,0,0
Sona,0,0,0,0,23,10,149,129,0,0
Fiora,16,18,0,0,0,0,0,0,0,0
Yuumi,34,28,0,0,0,0,0,0,0,0
Ryze,420,354,0,0,0,0,0,0,0,0
Swain,80,91,0,0,184,153,5,6,0,0
Xin Zhao,0,0,0,1,0,0,0,0,0,0
Irelia,266,271,0,0,0,0,0,0,0,0
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,270,300,0,0
Taric,0,0,0,0,0,0,0,0,4,4
Wukong,111,134,32,39,3,4,0,0,0,0
Xerath,0,0,0,0,344,185,0,0,0,0
Malphite,0,0,0,0,634,628,0,0,0,0
Gangplank,0,0,0,0,15,18,0,0,0,0
Aurelion Sol,0,0,0,0,5,9,0,0,0,0
Qiyana,0,0,0,0,2,1,0,0,0,0
Darius,2,3,0,0,0,0,0,0,0,0
LeBlanc,0,0,0,0,337,286,0,0,0,0
Jinx,0,0,0,0,0,0,3,7,0,0
Corki,0,0,0,0,0,0,0,1,0,0
Quinn,0,0,0,0,0,0,39,43,0,0
Camille,116,93,20,40,98,95,0,0,0,0
Gragas,0,0,0,0,82,63,0,0,0,0
Sion,0,0,0,0,35,41,0,0,0,0
Rumble,23,29,0,0,0,0,0,0,73,92
Rammus,0,0,24,20,0,0,75,79,50,74
Talon,0,0,0,0,122,112,0,0,0,0
Riven,0,0,0,0,2,7,0,0,0,0
Diana,0,0,0,0,120,128,0,0,0,0
Yorick,0,0,0,0,0,0,161,160,0,0
Vayne,0,0,0,0,0,0,82,103,0,0
Tristana,0,0,0,0,0,0,8,24,0,0
Xayah,0,0,0,0,0,0,3,5,0,0
Shyvana,0,0,0,0,0,0,4,4,0,0
Skarner,0,0,277,241,0,0,0,0,0,0
Warwick,0,0,129,133,0,0,0,0,0,0
Fizz,0,0,0,0,15,10,0,0,0,0
Amumu,43,61,0,0,0,0,0,0,29,33
Lissandra,0,0,0,0,2,1,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,30,35
Soraka,0,0,0,0,0,0,0,0,1,2
Zyra,0,0,0,0,0,0,0,0,1,1
Lee Sin,0,0,73,109,0,0,0,0,0,0
Master Yi,0,0,7,11,0,0,0,0,0,0
Jarvan IV,0,0,3,10,0,0,0,0,0,0
Urgot,17,12,0,0,0,0,0,0,0,0
Lucian,15,21,0,0,0,0,0,0,0,0
Kayle,1,1,0,0,0,0,0,0,0,0
Kindred,0,0,11,22,0,0,0,0,0,0
Nasus,4,12,0,0,0,0,0,0,0,0
Taliyah,0,0,26,39,0,0,0,0,0,0
