Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Singed,0,0,0,0,0,0,449,371,0,0
Karthus,78,47,36,42,892,572,4289,3219,0,0
Senna,0,0,0,0,0,0,41,39,8,8
Braum,0,0,0,0,0,0,47,43,111,163
Rakan,8,15,124,69,0,0,0,2,161,244
Pyke,0,0,3,4,21,16,25,29,4442,2720
Sejuani,0,0,1088,793,0,0,0,0,240,284
Volibear,6,11,972,720,0,0,0,0,35,40
Sett,116,101,300,248,0,0,38,27,70,80
Pantheon,119,130,0,0,4,10,0,0,133,174
Zilean,210,104,0,0,229,163,24,17,20,24
Leona,0,0,28,30,0,0,0,0,132,155
Shen,245,204,0,0,0,0,0,0,80,83
Bard,0,0,0,0,0,0,2,6,1221,1215
Nunu,0,0,3879,2717,0,0,0,0,151,90
Lillia,153,126,256,272,154,158,0,0,0,0
Ivern,0,0,339,269,0,0,0,0,0,0
Nautilus,0,0,2141,1748,0,0,0,0,565,489
Udyr,0,0,1010,855,0,0,0,0,0,0
Zac,0,0,497,322,0,0,0,0,64,71
Renekton,2653,2009,0,0,725,619,146,108,80,56
Blitzcrank,0,0,0,0,0,0,0,0,271,315
Rek'Sai,0,0,279,242,0,0,0,0,0,0
Jax,0,0,8,11,0,0,0,0,0,0
Teemo,533,416,0,0,0,0,0,0,0,0
Vladimir,91,99,0,0,257,276,0,0,0,0
Maokai,0,0,95,79,0,0,0,0,89,109
Xerath,0,0,0,0,467,277,25,20,0,0
Malphite,0,0,16,32,31,26,0,0,0,0
Karma,142,78,0,0,23,22,1,3,0,0
Gangplank,11,11,0,0,15,18,0,0,0,0
Ahri,39,35,0,0,1109,954,1020,943,0,0
Zed,0,0,0,0,176,203,0,0,0,0
Aurelion Sol,0,0,0,0,3,3,0,0,0,0
Qiyana,0,0,0,0,2,1,0,0,0,0
Rammus,0,0,0,0,0,0,229,218,75,78
Taric,0,0,1,3,0,0,0,0,30,34
Neeko,0,0,0,0,537,464,306,264,0,0
Ekko,296,218,218,202,1075,935,113,106,0,0
Alistar,541,445,31,39,0,0,0,0,281,301
Irelia,389,330,0,0,0,0,0,0,0,0
Fiora,15,18,0,0,0,0,0,0,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Gragas,0,0,0,0,25,24,0,0,78,99
Cho'Gath,98,86,0,0,6,5,0,0,7,6
Janna,0,0,0,0,0,0,0,0,9,22
Poppy,448,482,0,0,0,0,0,0,29,30
Sona,0,0,0,0,23,10,116,91,0,0
Aphelios,0,0,0,0,1,5,173,245,0,0
Dr. Mundo,251,243,0,0,0,0,141,142,0,0
Ryze,0,3,0,0,100,114,0,0,0,0
Viktor,0,0,0,0,44,42,0,0,0,0
Swain,77,84,0,0,169,148,5,6,0,0
Anivia,0,0,0,0,4,4,0,0,0,0
Syndra,0,0,0,0,3,4,0,0,0,0
Kog'Maw,0,0,0,0,0,0,209,199,0,0
Ornn,1206,1185,0,0,0,0,0,0,0,0
Galio,0,0,0,0,246,248,0,0,2,7
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Kassadin,0,0,15,21,501,412,0,0,0,0
Garen,154,129,0,0,0,0,0,0,0,0
Aatrox,172,182,0,0,0,0,0,0,0,0
Twitch,2,5,0,0,0,0,47,76,0,0
Warwick,3,3,102,86,0,0,0,0,0,0
Kled,27,47,0,0,0,0,0,0,0,0
Jarvan IV,0,3,0,2,0,0,0,0,0,0
Akali,232,223,0,0,419,380,0,0,0,0
Wukong,109,133,32,39,98,87,0,0,0,0
Cassiopeia,0,0,0,0,82,88,19,27,0,0
Riven,0,0,0,0,47,46,0,0,0,0
Azir,0,0,0,0,12,7,0,0,0,0
Talon,0,0,0,0,5,4,0,0,0,0
Camille,17,27,0,0,0,0,0,0,0,0
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Xin Zhao,0,0,0,1,0,0,0,0,0,0
Caitlyn,0,0,0,0,0,0,419,330,0,0
Miss Fortune,0,0,0,0,41,39,333,387,0,0
Ezreal,0,0,0,0,0,0,246,266,0,0
Mordekaiser,0,0,0,0,306,285,597,621,0,0
Yuumi,0,1,0,0,0,0,0,0,0,0
Evelynn,0,0,76,83,0,0,0,0,0,0
Lee Sin,0,0,200,200,0,0,0,0,0,0
Amumu,0,0,3,5,0,0,0,0,29,33
Brand,0,0,0,0,0,0,25,23,0,0
Vayne,0,0,0,0,0,0,55,70,0,0
Quinn,468,448,0,0,0,0,83,107,0,0
Kai'Sa,0,0,0,0,0,0,418,455,0,0
Varus,0,0,0,0,0,0,43,46,0,0
Xayah,0,0,0,0,0,0,580,520,0,0
Ashe,0,0,0,0,0,0,76,75,0,0
Draven,0,0,0,0,0,0,48,60,0,0
Kalista,0,0,0,0,0,0,19,36,0,0
Tristana,0,0,0,0,0,5,39,57,0,0
Illaoi,0,0,0,0,0,0,2,3,0,0
LeBlanc,0,0,0,0,187,150,0,0,0,0
Nidalee,19,10,0,0,0,0,32,34,0,0
Yasuo,7,8,0,0,529,472,0,0,0,0
Corki,0,0,0,0,4,6,0,0,0,0
Fizz,0,0,0,0,32,27,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,14,20
Lulu,0,0,0,0,0,0,0,0,12,18
Zoe,0,0,0,0,0,0,368,367,0,0
Vi,0,0,149,133,0,0,0,0,0,0
Thresh,0,0,0,0,0,0,0,0,203,192
Urgot,0,1,0,0,0,0,107,97,0,0
Katarina,0,0,0,0,52,73,0,0,0,0
Taliyah,0,0,0,0,0,0,0,0,34,47
Jayce,1,3,0,0,0,0,0,0,0,0
Nasus,1,3,0,0,0,0,0,0,0,0
