Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Xerath,0,0,0,0,392,229,18,12,0,0
Karthus,78,47,98,104,649,396,2896,2123,0,0
Malphite,0,0,0,0,31,26,0,0,0,0
Karma,142,77,0,0,106,115,1,3,0,1
Gangplank,0,0,0,0,15,18,0,0,0,0
Zed,0,0,0,0,74,82,0,0,0,0
Ahri,34,22,0,0,1725,1570,1067,928,0,0
Aurelion Sol,0,0,0,0,102,120,0,0,0,0
Zilean,311,137,0,0,170,116,0,0,17,32
Qiyana,0,0,36,46,35,31,0,0,0,0
Singed,3,2,0,0,0,0,289,197,0,0
Senna,0,0,0,0,0,0,41,39,0,1
Braum,0,0,0,0,0,0,43,33,64,93
Rakan,8,15,320,249,0,0,0,2,81,134
Aatrox,157,173,0,0,0,0,0,0,0,0
Ryze,367,309,0,0,0,0,0,0,0,0
Pyke,0,1,100,97,31,40,0,2,4952,3174
Leona,0,0,0,0,0,0,0,0,295,368
Bard,0,0,0,0,0,0,0,0,1566,1755
Sejuani,0,0,1040,817,0,0,0,0,137,171
Pantheon,79,88,0,0,250,211,0,0,107,144
Sett,20,10,237,200,51,70,0,0,61,71
Volibear,13,18,988,853,0,0,0,0,0,2
Rammus,0,0,11,13,0,0,111,83,46,39
Maokai,0,0,60,50,0,0,0,0,25,36
Taric,0,0,1,3,0,0,0,0,28,32
Nautilus,0,0,1526,1249,0,0,0,0,47,76
Renekton,2783,2065,0,0,532,430,0,0,71,50
Garen,181,173,0,0,0,0,27,34,0,0
Cho'Gath,269,254,0,0,147,86,0,0,0,0
Dr. Mundo,22,37,0,0,0,0,2,1,0,0
Twitch,2,5,0,0,0,0,82,90,0,0
Warwick,3,3,0,0,0,0,355,312,0,0
Jarvan IV,0,3,14,19,0,0,0,0,0,0
Kled,68,55,0,0,0,0,0,0,0,0
Lucian,30,27,0,0,0,0,0,0,0,0
Jayce,8,4,0,0,0,0,0,0,0,0
Camille,87,106,0,0,0,0,0,0,0,0
Nunu,0,0,3418,2473,0,0,0,0,110,60
Lillia,0,0,247,308,2,3,0,0,0,0
Sona,0,0,0,0,20,10,412,342,0,0
Neeko,2,0,0,0,30,26,261,230,2,1
Aphelios,0,0,0,0,0,0,77,119,0,0
Rek'Sai,0,0,18,20,0,0,0,0,0,0
Zac,0,0,514,388,0,0,0,0,0,0
Miss Fortune,0,0,0,0,41,39,21,29,0,0
Kassadin,0,0,0,0,698,617,0,0,0,0
Ekko,434,352,64,87,1189,1044,102,88,0,0
Hecarim,0,0,11,23,0,0,0,0,0,0
Udyr,0,0,443,338,0,0,0,0,0,0
Ezreal,0,0,0,0,0,0,276,248,0,0
Kai'Sa,0,0,0,0,0,0,374,381,0,0
LeBlanc,0,0,0,0,362,313,0,1,0,0
Vladimir,0,0,0,0,26,33,34,37,0,0
Galio,0,0,0,0,268,202,0,0,2,7
Vel'Koz,0,0,0,0,20,4,0,0,0,0
Ivern,0,0,230,219,0,0,0,0,0,0
Blitzcrank,0,0,0,0,0,0,0,0,573,589
Irelia,290,210,0,0,0,0,0,0,0,0
Katarina,0,0,0,0,530,584,0,0,0,0
Nidalee,0,0,12,13,159,128,0,0,0,0
Kha'Zix,0,0,11,17,0,0,0,0,0,0
Vi,0,0,37,36,0,0,0,0,0,0
Poppy,8,23,0,0,0,0,0,0,0,0
Vayne,0,0,0,0,0,0,37,40,0,0
Fizz,0,0,0,0,34,29,0,0,0,0
Ashe,0,0,0,0,0,0,125,130,0,0
Lulu,0,0,0,0,0,0,0,0,0,1
Syndra,0,0,0,0,11,18,0,0,0,0
Zoe,0,0,0,0,9,14,23,34,0,0
Jinx,0,0,0,0,0,0,3,7,0,0
Corki,0,0,0,0,0,0,0,1,0,0
Riven,0,0,0,0,2,7,0,0,0,0
Akali,0,0,0,0,4,4,0,0,0,0
Talon,0,0,0,0,64,57,0,0,0,0
Diana,0,0,0,0,111,109,0,0,0,0
Urgot,365,342,0,0,0,0,58,47,0,0
Sion,1,1,0,0,0,0,0,0,0,0
Fiora,12,29,0,0,0,0,0,0,0,0
Alistar,0,0,30,38,0,0,0,0,63,96
Janna,0,0,0,0,0,0,0,0,3,12
Lee Sin,0,0,159,162,0,0,0,0,0,0
Mordekaiser,0,0,0,0,0,0,488,409,0,0
Nasus,0,0,0,0,0,0,110,86,0,0
Ornn,277,299,1,0,0,0,0,0,0,0
Sylas,0,0,0,0,140,127,0,0,0,0
Heimerdinger,0,0,23,36,0,0,0,0,0,0
Graves,0,0,25,34,0,0,0,0,0,0
Fiddlesticks,0,0,27,27,0,0,0,0,0,0
Caitlyn,0,0,0,0,0,0,98,113,0,0
Kog'Maw,0,0,0,0,0,0,29,37,0,0
Swain,47,76,0,0,131,105,0,0,0,0
Cassiopeia,0,0,0,0,1,0,0,0,0,0
Shen,576,481,0,0,0,0,0,0,0,0
Varus,0,0,0,0,0,0,3,7,0,0
Quinn,362,348,0,0,0,0,28,29,0,0
Brand,0,0,0,0,0,0,13,11,0,0
Jhin,0,0,0,0,0,0,23,28,0,0
Tristana,0,0,0,0,0,0,9,11,0,0
Kalista,0,0,0,0,0,0,1,3,0,0
Wukong,0,0,0,0,71,90,0,0,0,0
Lissandra,0,0,0,0,1,8,0,0,0,0
Xayah,0,0,0,0,0,0,13,16,0,0
Taliyah,0,0,0,0,0,0,0,0,34,47
Gragas,0,0,0,0,0,0,0,0,5,8
Elise,0,0,0,2,0,0,0,0,0,0
Amumu,0,0,1,0,0,0,0,0,0,0
