Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Sejuani,0,0,2527,2074,0,0,0,0,395,345
Maokai,0,0,6289,5073,80,75,0,0,128,140
Poppy,164,128,837,615,0,0,0,0,497,447
Shen,0,0,945,746,0,0,0,0,415,378
Leona,0,0,860,702,0,0,0,0,504,451
Nautilus,22,28,9415,7004,0,0,0,0,1805,1571
Qiyana,24,30,741,506,218,214,2,2,197,200
Evelynn,0,0,128,108,737,670,0,0,22,39
Rek'Sai,0,0,84,68,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,0,0,241,223,0,0,327,307,695,729
Elise,0,0,3,9,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Ivern,0,0,7656,6250,0,0,0,0,0,0
Volibear,428,379,316,273,0,0,0,0,0,0
Twitch,0,0,0,0,0,0,878,706,0,0
Jinx,0,0,0,0,0,0,920,755,0,0
Kog'Maw,0,0,0,0,0,0,2484,2144,0,0
Vayne,15,20,0,0,0,0,1517,1384,0,0
Zac,0,0,54,46,0,0,0,0,0,0
Sett,573,549,25,23,0,0,4,4,1110,919
Pyke,2,0,977,592,2204,1583,0,0,10763,7992
Ornn,875,745,0,0,0,0,0,0,102,81
Nunu,0,0,1400,1102,0,0,0,0,244,196
Yuumi,730,526,0,0,0,0,0,0,5,4
Aatrox,226,172,0,0,310,262,0,0,0,0
Kled,184,153,0,0,0,0,0,0,0,0
Senna,1089,767,0,0,4548,3053,2228,1900,1129,1036
Cassiopeia,0,0,0,0,532,588,0,0,0,0
Ryze,715,681,0,0,599,485,0,0,0,0
Gangplank,0,0,0,0,254,208,0,0,0,0
Yone,1318,1145,0,0,138,105,0,0,0,0
Kennen,5,7,0,0,665,571,0,0,0,0
Orianna,0,0,0,0,309,269,0,0,0,0
Aurelion Sol,303,262,0,0,725,693,0,0,0,0
Jarvan IV,447,440,2079,1683,353,369,0,0,6,14
Nidalee,0,0,0,0,87,85,0,0,137,142
Janna,2145,1767,0,0,16,21,0,0,188,173
Lulu,18,18,0,0,846,668,0,0,102,115
Rakan,0,0,247,226,0,0,0,0,2248,2375
Draven,0,0,0,0,226,174,4806,4209,0,0
Cho'Gath,831,813,0,0,396,403,1423,1333,0,0
Ezreal,0,0,0,0,373,329,1017,837,255,221
Neeko,0,0,0,0,18,25,1140,992,0,0
Ahri,122,88,0,0,1743,1675,195,201,0,0
Aphelios,0,0,0,0,0,0,1678,1516,0,0
Udyr,0,0,532,511,0,0,0,0,0,0
Vi,0,0,375,270,0,0,0,0,0,0
Thresh,0,0,399,319,0,0,0,0,430,398
Galio,157,149,57,41,1195,1002,54,55,0,1
Rammus,0,0,826,801,0,0,0,0,0,0
Rumble,0,0,5,8,144,114,0,0,0,0
Quinn,24,28,10,18,0,0,0,0,0,0
Veigar,2,3,0,0,559,521,0,0,0,0
Karthus,0,0,0,0,315,275,0,0,0,0
Azir,0,0,0,0,483,415,28,27,0,0
Viktor,23,34,0,0,304,268,0,0,0,0
Warwick,0,0,152,161,0,0,0,0,0,0
Gragas,0,0,78,73,5,1,0,0,0,0
Olaf,0,0,27,31,0,0,16,18,0,0
Pantheon,228,248,22,33,0,0,0,0,0,0
Lucian,1219,1043,0,0,231,269,1335,1189,0,0
Tryndamere,947,771,0,0,3,5,0,0,0,0
Jayce,1006,917,0,0,0,0,0,0,0,0
Zed,95,82,0,0,266,260,0,0,0,0
Camille,101,116,0,0,114,94,0,0,0,0
Fiora,658,512,0,0,0,0,0,0,0,0
Twisted Fate,10,12,0,0,0,0,0,0,0,0
Riven,1134,1000,0,0,8,12,0,0,0,0
Trundle,10,9,0,0,0,0,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,61,94
Karma,44,38,0,0,14,16,0,0,5,5
Kayle,0,0,0,0,7,9,0,0,0,0
Yasuo,649,545,0,0,1945,1749,320,265,0,0
Akali,888,715,0,0,668,650,0,0,0,0
Lissandra,0,0,0,0,628,490,0,0,0,0
Lillia,294,322,662,627,11,14,0,0,0,0
Kayn,0,0,243,194,0,0,0,0,0,0
Irelia,73,69,0,0,6,10,0,0,0,0
Singed,0,0,107,107,11,9,156,134,0,0
Bard,0,0,0,0,0,0,0,0,1529,1454
Soraka,56,74,0,0,0,0,0,0,0,1
Blitzcrank,0,0,0,0,0,0,0,0,3,7
Sivir,0,0,0,0,0,0,975,848,0,0
Caitlyn,0,0,0,0,0,0,685,585,0,0
Kai'Sa,0,0,0,0,158,153,802,748,0,0
Fizz,0,0,0,0,1501,1396,0,0,0,0
LeBlanc,0,0,0,0,609,590,0,0,21,25
Diana,2,1,0,0,120,106,0,0,0,0
Varus,9,12,0,0,0,0,281,245,0,0
Anivia,0,0,0,0,32,36,255,212,0,0
Jhin,0,0,0,0,0,0,31,34,0,0
Alistar,1332,1077,0,0,0,0,1,1,0,0
Gnar,1919,1802,0,0,0,0,0,0,0,0
Xayah,0,0,0,0,5,6,628,570,0,0
Sona,149,150,0,0,0,0,0,0,0,0
Renekton,125,120,0,0,0,0,0,0,0,0
Darius,504,460,0,0,0,0,0,0,0,0
Garen,420,402,0,0,0,0,5,5,0,0
Jax,28,38,0,0,0,0,0,0,0,0
Kindred,0,0,252,260,0,0,0,0,0,0
Braum,0,0,0,0,0,0,13,23,0,0
Miss Fortune,0,0,0,0,0,0,332,249,0,0
Ziggs,0,0,0,0,1,0,0,0,0,0
Ekko,0,1,355,347,431,454,0,0,0,0
Zoe,0,0,0,0,4,2,0,0,0,0
Wukong,0,0,140,124,2,1,0,0,0,0
Urgot,45,49,0,0,0,0,0,0,0,0
Talon,0,0,429,332,0,0,0,0,0,0
Zilean,778,659,0,0,5,11,0,0,0,0
Corki,0,0,0,0,157,163,0,0,22,24
Graves,0,0,1,0,0,0,0,0,0,0
Heimerdinger,0,0,0,0,107,99,0,0,0,0
Kassadin,0,0,0,0,24,24,0,0,0,0
Kalista,0,0,0,0,0,0,131,150,0,0
Amumu,0,0,124,104,0,0,0,0,212,217
Skarner,0,0,355,312,0,0,0,0,0,0
Hecarim,0,0,169,149,0,0,0,0,0,0
Katarina,0,0,0,0,105,92,0,0,0,0
Shyvana,0,0,0,0,3,9,0,0,0,0
Vladimir,0,0,0,0,3,9,0,0,0,0
Nasus,280,226,0,0,0,0,0,0,0,0
