Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Sejuani,0,0,2412,1972,0,0,0,0,368,318
Maokai,0,0,4898,3914,71,67,0,0,25,17
Poppy,189,170,772,583,0,0,0,0,462,418
Shen,0,0,918,724,0,0,0,0,391,354
Leona,0,0,778,641,0,0,0,0,472,420
Nautilus,175,128,8913,6593,0,0,0,0,1644,1393
Qiyana,24,30,737,499,203,205,2,2,190,193
Evelynn,0,0,128,108,22,24,0,0,22,39
Rek'Sai,0,0,68,51,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,3,6,241,223,0,0,315,286,675,709
Elise,0,0,3,9,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Ivern,0,0,7448,6119,0,0,0,0,0,0
Volibear,380,330,306,263,0,0,0,0,0,0
Twitch,0,0,0,0,0,0,808,651,0,0
Jinx,0,0,0,0,0,0,1016,853,0,0
Kog'Maw,0,0,0,0,0,0,2994,2581,0,0
Vayne,15,20,0,0,0,0,1367,1268,0,0
Zac,0,0,52,45,0,0,0,0,0,0
Senna,861,620,0,0,3986,2653,2149,1851,1059,976
Cassiopeia,0,0,0,0,574,635,0,0,0,0
Ryze,988,900,0,0,565,479,0,0,0,0
Gangplank,0,0,0,0,233,193,0,0,0,0
Yone,1204,1047,0,0,132,101,0,0,0,0
Yuumi,677,487,0,0,0,0,0,0,5,4
Ornn,944,829,0,0,0,0,0,0,102,81
Aatrox,226,172,0,0,300,245,0,0,0,0
Kled,177,145,0,0,0,0,0,0,0,0
Sett,951,869,25,23,0,0,3,4,953,780
Pyke,2,0,885,520,2045,1465,0,0,10875,8014
Nunu,0,0,1764,1452,0,0,0,0,200,163
Kennen,0,0,0,0,587,473,0,0,0,0
Orianna,0,0,0,0,309,269,0,0,0,0
Aurelion Sol,303,262,0,0,659,623,0,0,0,0
Jarvan IV,447,440,2010,1621,341,356,0,0,6,14
Nidalee,0,0,0,0,87,85,0,0,130,131
Draven,0,0,0,0,216,160,4583,4010,0,0
Cho'Gath,1118,1135,0,0,362,379,1348,1248,0,0
Ezreal,0,0,0,0,349,295,934,749,243,210
Neeko,188,170,0,0,18,25,181,176,0,0
Ahri,117,82,0,0,395,408,183,183,0,0
Aphelios,0,0,0,0,0,0,1676,1521,0,0
Janna,2001,1635,0,0,16,21,0,0,187,173
Lulu,18,18,0,0,802,631,0,0,97,115
Rakan,0,0,233,214,0,0,0,0,2108,2208
Udyr,0,0,513,498,0,0,0,0,0,0
Vi,0,0,298,214,0,0,0,0,0,0
Thresh,0,0,370,288,0,0,0,0,587,566
Galio,160,148,57,41,1038,857,54,55,0,1
Rammus,0,0,819,793,0,0,0,0,0,0
Rumble,336,280,5,8,134,107,0,0,0,0
Quinn,24,28,10,18,0,0,0,0,0,0
Karma,44,38,0,0,287,240,0,0,4,5
Kayle,0,0,0,0,7,9,0,0,0,0
Yasuo,614,517,0,0,1822,1619,291,241,0,0
Akali,0,0,0,0,503,488,0,0,0,0
Malzahar,0,0,0,0,3,5,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,46,71
Singed,0,0,107,107,11,9,131,99,0,0
Kayn,0,0,243,194,0,0,0,0,0,0
Lillia,427,443,643,598,304,266,0,0,0,0
Lucian,1006,840,0,0,224,259,1331,1181,0,0
Tryndamere,587,484,0,0,3,5,0,0,0,0
Jayce,954,864,0,0,0,0,0,0,0,0
Zed,95,82,0,0,79,73,0,0,0,0
Camille,460,448,0,0,104,91,0,0,0,0
Fiora,621,483,0,0,0,0,0,0,0,0
Twisted Fate,10,12,0,0,0,0,0,0,0,0
Riven,1131,998,0,0,8,12,0,0,0,0
Trundle,10,9,0,0,0,0,0,0,0,0
