Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Sejuani,0,0,2435,1991,0,0,0,0,369,319
Maokai,0,0,4951,3959,72,67,0,0,25,17
Poppy,190,170,792,591,0,0,0,0,469,424
Shen,0,0,927,728,0,0,0,0,393,357
Leona,0,0,799,661,0,0,0,0,474,428
Nautilus,179,130,9033,6689,0,0,0,0,1653,1412
Qiyana,24,30,737,502,203,205,2,2,191,194
Evelynn,0,0,128,108,22,24,0,0,22,39
Rek'Sai,0,0,68,51,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,3,6,241,223,0,0,316,292,676,713
Elise,0,0,3,9,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Ivern,0,0,7513,6156,0,0,0,0,0,0
Volibear,400,350,307,266,0,0,0,0,0,0
Twitch,0,0,0,0,0,0,857,689,0,0
Jinx,0,0,0,0,0,0,885,720,0,0
Kog'Maw,0,0,0,0,0,0,2361,2027,0,0
Vayne,15,20,0,0,0,0,1439,1326,0,0
Zac,0,0,52,46,0,0,0,0,0,0
Senna,915,662,0,0,4051,2694,2161,1851,1076,988
Cassiopeia,0,0,0,0,745,800,0,0,0,0
Ryze,662,620,0,0,577,485,0,0,0,0
Gangplank,0,0,0,0,241,196,0,0,0,0
Yone,1217,1059,0,0,133,101,0,0,0,0
Sett,714,674,25,23,0,0,3,4,976,797
Pyke,22,32,895,539,2071,1481,0,0,10527,7803
Ornn,902,783,0,0,0,0,0,0,102,81
Nunu,0,0,1783,1473,0,0,0,0,209,171
Yuumi,692,499,0,0,0,0,0,0,5,4
Aatrox,226,172,0,0,301,248,0,0,0,0
Kled,177,145,0,0,0,0,0,0,0,0
Kennen,0,0,0,0,594,481,0,0,0,0
Orianna,0,0,0,0,309,269,0,0,0,0
Aurelion Sol,303,262,0,0,745,711,0,0,0,0
Jarvan IV,447,440,2022,1635,342,358,0,0,6,14
Nidalee,0,0,0,0,87,85,0,0,130,133
Draven,0,0,0,0,380,254,4661,4071,0,0
Cho'Gath,1121,1140,0,0,369,383,1357,1262,0,0
Ezreal,0,0,0,0,353,301,971,784,244,212
Neeko,0,0,0,0,18,25,1059,908,0,0
Ahri,119,84,0,0,606,551,185,184,0,0
Aphelios,0,0,0,0,0,0,1598,1456,0,0
Janna,3535,3060,0,0,16,21,0,0,188,173
Lulu,41,58,0,0,808,632,0,0,98,115
Rakan,0,0,237,215,0,0,0,0,1738,1870
Udyr,0,0,518,502,0,0,0,0,0,0
Vi,0,0,301,217,0,0,0,0,0,0
Thresh,0,0,376,297,0,0,0,0,595,578
Galio,162,150,57,41,1049,865,54,55,0,1
Rammus,0,0,820,795,0,0,0,0,0,0
Rumble,2,3,5,8,256,207,0,0,0,0
Quinn,24,28,10,18,0,0,0,0,0,0
Veigar,2,3,0,0,681,641,0,0,0,0
Viktor,20,27,0,0,299,252,0,0,0,0
Azir,0,0,0,0,591,528,28,27,0,0
Karthus,0,0,0,0,394,355,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,3,11
Karma,44,38,0,0,290,241,0,0,5,5
Kayle,0,0,0,0,7,9,0,0,0,0
Yasuo,620,518,0,0,1919,1723,294,244,0,0
Akali,0,0,0,0,505,492,0,0,0,0
Malzahar,0,0,0,0,3,5,0,0,0,0
Bard,0,0,0,0,0,0,0,0,1499,1447
Soraka,67,103,0,0,0,0,0,0,0,1
Blitzcrank,0,0,0,0,0,0,0,0,138,156
Singed,0,0,107,107,11,9,135,105,0,0
Kayn,0,0,243,194,0,0,0,0,0,0
Lillia,428,445,645,603,305,270,0,0,0,0
Lucian,1045,882,0,0,228,259,1332,1181,0,0
Tryndamere,580,465,0,0,3,5,0,0,0,0
Jayce,954,864,0,0,0,0,0,0,0,0
Zed,95,82,0,0,82,74,0,0,0,0
Camille,416,404,0,0,107,91,0,0,0,0
Fiora,625,487,0,0,0,0,0,0,0,0
Twisted Fate,10,12,0,0,0,0,0,0,0,0
Riven,1132,999,0,0,8,12,0,0,0,0
Trundle,10,9,0,0,0,0,0,0,0,0
Irelia,70,66,0,0,6,10,0,0,0,0
Kindred,0,0,197,186,0,0,0,0,0,0
Warwick,0,0,151,161,0,0,0,0,0,0
Lissandra,0,0,0,0,605,471,0,0,0,0
Caitlyn,0,0,0,0,0,0,642,566,0,0
Kai'Sa,0,0,0,0,129,116,758,702,0,0
Fizz,0,0,0,0,1072,967,0,0,0,0
LeBlanc,0,0,0,0,502,506,0,0,21,25
Diana,2,1,0,0,117,102,0,0,0,0
Gragas,0,0,43,35,0,0,0,0,0,0
Olaf,0,0,27,31,0,0,16,18,0,0
Pantheon,398,407,113,152,0,0,0,0,0,0
Sivir,0,0,0,0,56,33,941,821,0,0
Kassadin,20,23,0,0,23,24,0,0,0,0
Xayah,0,0,0,0,5,6,498,455,0,0
Renekton,501,510,0,0,0,0,0,0,0,0
Varus,9,12,0,0,0,0,259,239,0,0
Alistar,1262,1024,0,0,0,0,1,0,0,0
Gnar,1872,1744,0,0,0,0,0,0,0,0
Braum,0,0,0,0,0,0,13,23,0,0
Sona,145,145,0,0,0,0,0,0,0,0
Darius,672,622,0,0,0,0,0,0,0,0
Garen,602,572,0,0,0,0,5,5,0,0
Jax,31,44,0,0,0,0,0,0,0,0
Zilean,778,659,0,0,5,11,0,0,0,0
Ekko,258,246,316,302,426,406,0,0,0,0
Anivia,0,0,0,0,32,36,243,201,0,0
Jhin,0,0,0,0,0,0,31,34,0,0
Ziggs,0,0,0,0,1,0,0,0,0,0
Skarner,0,0,335,297,0,0,0,0,0,0
Hecarim,0,0,169,144,0,0,0,0,0,0
Wukong,0,0,279,280,2,1,0,0,0,0
Corki,0,0,0,0,157,163,0,0,22,24
Amumu,0,0,268,239,0,0,0,0,211,211
Talon,0,0,561,493,0,0,0,0,0,0
Heimerdinger,0,0,0,0,107,99,0,0,0,0
Zoe,0,0,0,0,14,17,0,0,0,0
Miss Fortune,0,0,0,0,0,0,259,191,0,0
Graves,0,0,8,11,0,0,0,0,0,0
Katarina,0,0,0,0,100,86,0,0,0,0
Kalista,0,0,0,0,0,0,126,142,0,0
Yorick,4,5,0,0,0,0,0,0,0,0
Vladimir,0,0,0,0,3,9,0,0,0,0
Shyvana,0,0,0,0,3,8,0,0,0,0
Malphite,1,3,0,0,0,0,0,0,0,0
Syndra,0,0,0,0,107,108,0,0,0,0
Tahm Kench,0,0,0,0,0,0,0,0,0,2
