Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Nautilus,20,20,20,70,20,70,30,2
Ahri,70,60,10,10,40,20,60,4
Neeko,60,60,60,10,10,50,30,4
Bard,60,10,30,10,30,50,50,2
Zed,50,30,50,10,10,10,50,6
Rakan,10,30,10,10,50,60,90,1
Cho'Gath,50,20,20,60,40,40,10,2
Annie,70,40,10,20,10,30,10,1
Heimerdinger,60,40,60,10,10,20,10,6
Poppy,20,10,30,90,10,70,30,1
Ekko,70,20,20,20,40,30,40,2
Sejuani,40,10,20,80,20,70,30,2
Vladimir,40,20,10,20,80,20,20,1
Dr. Mundo,30,40,40,70,60,20,10,1
Karthus,60,70,10,30,10,20,10,1
Taric,10,10,20,50,40,80,10,3
Miss Fortune,50,80,40,10,10,20,20,3
Caitlyn,40,50,90,10,10,30,20,5
Sett,30,10,50,60,10,70,30,2
Xayah,60,20,80,30,10,50,20,5
Pantheon,50,40,50,60,10,30,30,4
Rengar,80,10,50,10,30,40,40,6
Ornn,30,20,30,80,10,70,40,2
Thresh,20,10,20,40,20,70,20,7
Katarina,70,40,20,10,20,10,70,5
Shen,10,10,30,70,20,70,40,1
Galio,20,60,20,60,10,60,30,2
Teemo,50,50,30,20,10,20,20,1
Mordekaiser,30,30,30,50,50,40,10,2
Kled,10,10,60,60,10,40,30,1
Ivern,10,20,20,20,10,80,20,3
Yasuo,40,10,80,20,10,50,70,9
Camille,40,20,60,40,20,60,50,3
Shyvana,70,30,70,50,20,10,20,3
Malphite,60,40,10,70,10,50,20,1
Wukong,60,10,50,20,10,30,30,2
Ezreal,40,60,70,10,10,10,70,5
Draven,60,10,90,10,10,10,20,7
Alistar,20,20,10,90,30,60,40,1
Fizz,70,10,20,10,10,20,80,4
Urgot,20,50,40,30,10,30,20,2
Nami,20,50,20,10,60,50,20,5
Jax,30,10,70,40,10,50,20,2
Pyke,40,10,40,10,50,50,40,5
Soraka,10,40,10,10,90,30,20,2
