Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Maokai,0,0,5251,4186,65,56,0,0,25,17
Sejuani,0,0,1950,1573,0,0,0,0,313,260
Poppy,45,62,432,316,0,0,0,0,405,368
Shen,695,634,854,652,0,0,0,0,324,281
Leona,0,0,666,548,0,0,0,0,399,365
Nautilus,0,0,7177,5258,0,0,0,0,1684,1477
Twitch,0,0,0,0,0,0,677,521,0,0
Jinx,0,0,0,0,0,0,715,570,0,0
Kog'Maw,0,0,0,0,0,0,1349,1182,0,0
Vayne,9,16,0,0,0,0,1206,1124,0,0
Qiyana,24,30,688,474,218,213,2,2,186,180
Evelynn,0,0,128,108,607,553,0,0,22,39
Rek'Sai,0,0,84,68,0,0,0,0,0,0
Kha'Zix,0,0,18,14,0,0,0,0,0,0
Rengar,0,0,224,200,0,0,287,256,641,661
Elise,0,0,3,9,0,0,0,0,0,0
Lee Sin,0,0,3,6,0,0,0,0,0,0
Ivern,0,0,5485,4474,0,0,0,0,0,0
Volibear,291,254,268,234,0,0,0,0,0,0
Zac,0,0,30,28,0,0,0,0,0,0
Yuumi,554,397,0,0,0,0,0,0,33,40
Ornn,936,816,0,0,0,0,0,0,101,81
Aatrox,196,138,13,20,260,210,0,0,0,0
Kled,177,145,0,0,0,0,0,0,0,0
Senna,606,435,0,0,3585,2363,1913,1622,1144,1143
Cassiopeia,0,0,0,0,444,469,0,0,0,0
Gangplank,0,0,0,0,198,172,0,0,0,0
Ryze,871,796,0,0,488,396,0,0,0,0
Yone,1456,1246,0,0,121,91,0,0,0,0
Sett,946,864,25,22,0,0,3,4,990,832
Pyke,2,0,735,448,2610,1868,0,0,11505,8467
Nunu,0,0,1157,903,0,0,0,0,152,131
Jarvan IV,641,607,1848,1485,371,389,0,0,6,14
Kennen,0,0,0,0,643,551,0,0,0,0
Orianna,0,0,0,0,311,273,0,0,0,0
Aurelion Sol,303,262,0,0,583,550,0,0,0,0
Nidalee,0,0,0,0,141,142,0,0,116,120
Janna,1758,1421,0,0,16,21,0,0,190,179
Lulu,18,18,0,0,760,581,0,0,111,139
Rakan,0,0,0,0,0,0,0,0,2059,2163
Draven,0,0,0,0,189,145,3198,2742,0,0
Cho'Gath,1807,1619,0,0,318,324,1225,1140,0,0
Ezreal,0,0,0,0,327,275,659,544,228,199
Neeko,167,147,0,0,48,52,118,131,0,0
Ahri,0,0,0,0,466,481,212,204,0,0
Aphelios,0,0,0,0,0,0,1288,1104,0,0
Veigar,2,3,0,0,465,431,0,0,0,0
Azir,0,0,0,0,423,369,28,27,0,0
Viktor,0,0,0,0,259,211,0,0,0,0
Karthus,0,0,0,0,254,208,0,0,0,0
Vi,0,0,279,196,0,0,0,0,0,0
Udyr,0,0,489,474,0,0,0,0,0,0
Thresh,0,0,331,258,0,0,0,0,742,744
Galio,36,38,57,41,84,68,54,55,0,1
Rammus,0,0,804,780,0,0,0,0,0,0
Rumble,304,244,5,8,124,100,0,0,0,0
Quinn,0,0,10,18,0,0,0,0,0,0
Singed,0,0,107,107,11,9,81,67,0,0
Riven,1136,1016,0,0,8,12,0,0,0,0
Jayce,1094,978,0,0,87,92,0,0,0,0
Lucian,825,698,0,0,227,259,1493,1308,0,0
Renekton,269,240,0,0,0,0,0,0,0,0
Irelia,70,63,0,0,6,10,0,0,0,0
Tryndamere,446,379,0,0,3,5,0,0,0,0
Varus,9,12,0,0,18,25,316,309,0,0
Yasuo,606,522,0,0,1683,1522,237,203,0,0
Lissandra,0,0,0,0,534,414,0,0,0,0
Karma,44,38,0,0,277,261,296,274,3,8
Kayle,0,0,0,0,7,9,0,0,0,0
Xerath,0,0,0,0,4,3,0,0,0,0
Kayn,0,0,243,194,0,0,0,0,0,0
Lillia,329,356,596,543,11,14,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,36,53
Fizz,0,0,0,0,1501,1396,0,0,0,0
LeBlanc,0,0,0,0,462,472,0,0,21,25
Kai'Sa,0,0,0,0,58,51,624,595,0,0
Akali,0,0,0,0,825,773,0,0,0,0
Diana,2,1,0,0,99,90,0,0,0,0
Blitzcrank,0,0,0,0,0,0,0,0,118,138
Bard,0,0,0,0,0,0,0,0,1253,1197
Gnar,1716,1580,0,0,0,0,0,0,0,0
Sivir,0,0,0,0,0,0,843,734,0,0
Ekko,9,9,294,274,1057,912,0,0,0,0
Camille,556,495,0,0,98,81,0,0,0,0
Ziggs,0,0,0,0,1,0,0,0,0,0
Skarner,0,0,321,276,0,0,0,0,0,0
Hecarim,0,0,139,126,0,0,0,0,0,0
Wukong,61,61,112,97,2,1,0,0,0,0
Xayah,0,0,0,0,5,6,428,385,0,0
Anivia,0,0,0,0,32,36,211,175,0,0
Caitlyn,0,0,0,0,0,0,815,747,0,0
Jhin,0,0,0,0,0,0,31,34,0,0
Soraka,56,74,0,0,0,0,0,0,0,1
