Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Karma,30,80,10,30,30,80,30,2
Karthus,60,80,10,30,10,20,10,1
Senna,20,70,70,20,40,60,10,6
Rakan,10,30,10,10,50,60,90,1
Udyr,10,10,60,60,30,50,55,1
Pyke,40,10,40,10,50,50,40,5
Irelia,50,10,65,40,10,60,60,9
Sona,30,70,10,10,60,40,30,2
Yasuo,40,10,80,20,10,50,70,9
Aphelios,20,50,90,30,50,70,10,9
Zac,10,10,10,40,60,40,80,1
Graves,50,20,70,10,10,20,30,5
Xayah,60,20,80,30,10,50,20,5
Ezreal,40,60,70,10,10,10,70,5
Ashe,10,50,60,10,10,60,10,2
Xerath,30,90,10,10,10,30,10,5
Ahri,70,60,10,10,40,20,60,4
Tryndamere,30,10,90,10,60,20,60,1
Bard,60,10,30,10,30,50,50,2
Singed,10,10,10,70,70,30,50,1
Skarner,10,10,50,80,20,50,50,1
Ornn,30,20,30,80,10,70,40,2
Shen,10,10,30,70,20,70,40,1
Miss Fortune,50,80,40,10,10,20,20,3
Camille,40,20,60,40,20,60,50,3
Caitlyn,40,50,90,10,10,30,20,5
Yuumi,10,40,10,10,70,60,80,2
Blitzcrank,30,10,10,50,10,30,20,2
Ivern,10,20,20,20,10,80,20,3
Lee Sin,70,10,50,30,10,20,50,9
Volibear,40,10,40,40,50,50,40,2
Aatrox,30,20,50,20,50,40,30,3
Draven,60,10,90,10,10,10,20,7
Braum,10,20,10,70,10,90,30,1
Warwick,10,10,40,50,70,50,50,1
Nocturne,40,20,50,20,10,30,30,1
Janna,10,50,10,20,50,90,50,3
Riven,50,10,70,15,10,60,80,6
Orianna,60,60,10,20,10,30,20,3
Sett,30,10,50,60,10,70,30,2
Kennen,40,30,40,10,10,30,40,3
Nunu,50,10,10,70,70,50,40,1
Nautilus,40,20,20,60,20,90,30,2
Kha'Zix,80,20,20,10,20,10,40,2
Kai'Sa,70,20,70,10,10,10,40,5
Akali,80,20,50,10,20,10,70,8
Leona,10,10,20,80,20,90,20,1
Ryze,70,50,70,30,20,60,30,8
Hecarim,20,10,50,50,20,40,60,5
Thresh,20,10,20,40,20,70,20,7
Master Yi,10,10,80,10,40,10,70,1
Vayne,50,10,70,10,10,20,50,6
Syndra,70,60,10,10,10,20,10,2
Dr. Mundo,30,40,40,80,60,20,10,1
Pantheon,50,40,50,60,10,30,30,4
Evelynn,90,10,10,10,30,20,40,3
Mordekaiser,30,30,30,50,50,40,10,2
Fiddlesticks,30,50,10,10,50,60,20,1
Varus,40,50,70,10,10,30,10,5
Fiora,20,10,50,20,30,20,40,3
Veigar,70,30,10,10,10,30,10,2
Zilean,50,70,10,10,10,60,30,3
Nidalee,70,70,10,10,50,10,60,8
Cassiopeia,50,40,80,20,30,50,10,8
Malzahar,20,50,10,30,10,30,10,2
Rek'Sai,30,20,50,20,40,20,50,3
Tahm Kench,20,20,20,80,20,40,30,2
Nasus,20,20,40,70,50,30,20,1
Sylas,60,40,20,20,40,20,30,5
Zed,50,30,50,10,10,10,50,6
Sion,50,40,50,60,10,50,20,1
Alistar,20,20,10,90,30,60,40,1
Trundle,10,10,60,60,40,40,40,2
Talon,80,20,30,10,10,10,80,4
Illaoi,50,60,40,60,50,20,10,1
Anivia,40,60,10,20,10,50,10,2
Poppy,20,10,30,90,10,70,30,1
Azir,50,20,50,20,10,20,40,7
Gangplank,40,40,50,10,30,20,10,5
Olaf,20,50,60,50,40,30,20,3
Wukong,60,10,50,20,10,30,30,2
Jinx,30,30,80,10,10,20,20,3
Sejuani,40,10,20,80,20,70,30,2
Jarvan IV,30,20,50,30,10,40,40,3
Zoe,80,30,10,10,10,20,20,6
Aurelion Sol,40,30,60,20,10,60,30,9
Gragas,60,40,10,50,30,30,20,4
Heimerdinger,60,40,60,10,10,20,10,6
