Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Ahri,70,60,10,10,40,20,60,40
Pyke,40,10,40,10,50,50,40,50
Nautilus,20,20,20,70,20,70,30,20
Renekton,50,10,40,50,40,30,30,20
Sett,30,10,50,60,10,70,30,20
Ivern,10,20,20,20,10,80,20,30
Rakan,10,30,10,10,50,60,90,10
Ekko,70,20,20,20,40,30,40,20
Bard,60,10,30,10,30,50,50,20
Aphelios,20,50,90,30,50,70,10,90
Neeko,60,60,60,10,10,50,30,40
Karthus,60,55,10,30,10,20,10,10
Cho'Gath,50,20,20,60,40,40,10,20
Sejuani,40,10,20,80,20,70,30,20
Xayah,60,20,80,30,10,50,20,50
Maokai,20,10,10,70,40,80,10,20
Senna,20,70,70,20,40,60,10,60
Lulu,10,40,10,20,30,70,20,30
Shen,10,10,30,70,20,70,40,10
Blitzcrank,30,10,10,50,10,30,20,20
Nunu,50,10,10,70,70,50,40,10
Ornn,30,20,30,80,10,70,40,20
Poppy,20,10,30,90,10,70,30,10
Jarvan IV,30,20,50,30,10,40,40,30
Yasuo,40,10,80,20,10,50,70,90
Ezreal,40,60,70,10,10,10,70,50
Volibear,40,10,40,40,50,50,40,20
Camille,40,20,60,40,20,60,50,30
Thresh,20,10,20,40,20,70,20,70
Kai'Sa,70,20,70,10,10,10,40,50
Qiyana,60,20,40,10,10,70,60,60
Pantheon,50,40,50,60,10,30,30,40
Draven,60,10,90,10,10,10,20,70
Akali,80,20,50,10,20,10,70,80
Kassadin,70,30,10,30,10,20,60,30
Karma,30,55,10,30,30,70,30,20
Twitch,50,10,70,10,10,20,20,50
Garen,40,10,60,70,40,20,20,10
Caitlyn,40,50,90,10,10,30,20,50
Galio,20,60,20,60,10,60,30,20
LeBlanc,60,60,10,10,10,20,70,40
Aurelion Sol,40,30,60,20,10,60,30,90
Riven,50,10,70,15,10,60,80,60
Ryze,70,50,70,30,20,60,30,80
Kog'Maw,40,20,90,10,10,20,10,60
Lillia,50,50,30,40,10,40,45,50
Aatrox,30,20,50,20,50,40,30,30
Irelia,50,10,65,40,10,60,60,90
Zoe,80,50,10,10,10,20,20,60
Janna,10,50,10,20,50,80,50,30
Leona,10,10,20,80,20,90,20,10
Wukong,60,10,50,20,10,30,30,20
Darius,30,10,60,40,50,20,10,20
Yone,35,20,75,20,10,50,40,80
Lucian,60,20,80,10,10,10,50,60
Miss Fortune,50,80,40,10,10,20,20,30
Zed,50,30,50,10,10,10,50,60
Warwick,10,10,40,50,70,50,50,10
Morgana,50,50,10,20,30,80,20,50
Fizz,70,10,20,10,10,20,80,40
Diana,70,20,50,20,10,10,50,30
Jinx,30,30,80,10,10,20,20,30
Jhin,60,40,50,10,10,30,10,60
Ashe,10,50,60,10,10,60,10,20
Fiora,20,10,50,20,30,20,40,30
Braum,10,20,10,70,10,90,30,10
Vayne,50,10,70,10,10,20,50,60
Varus,40,50,70,10,10,30,10,50
Cassiopeia,50,40,80,20,30,50,10,80
Nami,20,50,20,10,60,50,20,50
Alistar,20,20,10,90,30,60,40,10
Talon,80,20,30,10,10,10,80,40
Quinn,60,20,50,10,10,30,60,40
Vladimir,40,20,10,20,80,20,20,10
Zac,10,10,10,50,60,40,60,10
Amumu,40,10,10,80,20,70,20,10
Swain,40,50,50,30,60,30,20,30
Lee Sin,70,10,50,30,10,20,50,90
Soraka,10,40,10,10,90,30,20,20
Katarina,70,40,20,10,20,10,70,50
Yuumi,10,40,10,10,70,60,80,20
Rammus,10,10,20,90,10,50,50,10
Malphite,60,40,10,70,10,50,20,10
Azir,50,20,50,20,10,20,40,70
Rengar,80,10,50,10,30,40,40,60
Singed,10,10,10,70,70,30,50,10
Sivir,20,40,70,10,10,20,30,50
Gangplank,40,40,50,10,30,20,10,50
Urgot,20,50,40,30,10,30,20,20
Sion,50,40,50,60,10,50,20,10
Kalista,20,20,40,10,10,40,70,70
Mordekaiser,30,30,30,50,50,40,10,20
Evelynn,90,10,10,10,30,20,40,30
Jayce,60,60,60,10,10,20,20,60
Sona,30,70,10,10,60,40,30,20
Kennen,40,30,40,10,10,30,40,30
Udyr,10,10,60,60,30,50,55,10
Sylas,60,40,20,20,40,20,30,50
Tahm Kench,20,20,20,80,20,40,30,20
Syndra,70,60,10,10,10,20,10,20
Vi,20,10,50,30,10,60,50,20
Nidalee,70,70,10,10,50,10,60,80
Kled,10,10,60,60,10,40,30,10
Dr. Mundo,30,40,40,70,60,20,10,10
Zilean,50,70,10,10,10,60,30,30
