Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Ahri,70,60,10,10,40,20,60,40
Pyke,40,10,40,10,50,50,40,50
Nautilus,20,20,20,70,20,70,30,20
Renekton,50,10,40,50,40,30,30,20
Sett,30,10,50,60,10,70,30,20
Ivern,10,20,20,20,10,80,20,30
Rakan,10,30,10,10,50,60,90,10
Ekko,70,20,20,20,40,30,40,20
Neeko,60,60,60,10,10,50,30,40
Bard,60,10,30,10,30,50,50,20
Aphelios,20,50,90,30,50,70,10,90
Karthus,60,55,10,30,10,20,10,10
Cho'Gath,50,20,20,60,40,40,10,20
Sejuani,40,10,20,80,20,70,30,20
Xayah,60,20,80,30,10,50,20,50
Senna,20,70,70,20,40,60,10,60
Maokai,20,10,10,70,40,80,10,20
Shen,10,10,30,70,20,70,40,10
Lulu,10,40,10,20,30,70,20,30
Blitzcrank,30,10,10,50,10,30,20,20
Jarvan IV,30,20,50,30,10,40,40,30
Nunu,50,10,10,70,70,50,40,10
Poppy,20,10,30,90,10,70,30,10
Yasuo,40,10,80,20,10,50,70,90
Ornn,30,20,30,80,10,70,40,20
Ezreal,40,60,70,10,10,10,70,50
Volibear,40,10,40,40,50,50,40,20
Camille,40,20,60,40,20,60,50,30
Qiyana,60,20,40,10,10,70,60,60
Pantheon,50,40,50,60,10,30,30,40
Kai'Sa,70,20,70,10,10,10,40,50
Thresh,20,10,20,40,20,70,20,70
Akali,80,20,50,10,20,10,70,80
Draven,60,10,90,10,10,10,20,70
Kassadin,70,30,10,30,10,20,60,30
Twitch,50,10,70,10,10,20,20,50
Karma,30,55,10,30,30,70,30,20
Garen,40,10,60,70,40,20,20,10
Galio,20,60,20,60,10,60,30,20
Caitlyn,40,50,90,10,10,30,20,50
LeBlanc,60,60,10,10,10,20,70,40
Aurelion Sol,40,30,60,20,10,60,30,90
Riven,50,10,70,15,10,60,80,60
Kog'Maw,40,20,90,10,10,20,10,60
Ryze,70,50,70,30,20,60,30,80
Lillia,50,50,30,40,10,40,45,50
Aatrox,30,20,50,20,50,40,30,30
Irelia,50,10,65,40,10,60,60,90
Zoe,80,50,10,10,10,20,20,60
Wukong,60,10,50,20,10,30,30,20
Janna,10,50,10,20,50,80,50,30
Darius,30,10,60,40,50,20,10,20
Miss Fortune,50,80,40,10,10,20,20,30
Leona,10,10,20,80,20,90,20,10
Morgana,50,50,10,20,30,80,20,50
Zed,50,30,50,10,10,10,50,60
Yone,35,20,75,20,10,50,40,80
Warwick,10,10,40,50,70,50,50,10
Lucian,60,20,80,10,10,10,50,60
Fizz,70,10,20,10,10,20,80,40
Diana,70,20,50,20,10,10,50,30
Ashe,10,50,60,10,10,60,10,20
Jinx,30,30,80,10,10,20,20,30
Jhin,60,40,50,10,10,30,10,60
Varus,40,50,70,10,10,30,10,50
Fiora,20,10,50,20,30,20,40,30
Alistar,20,20,10,90,30,60,40,10
Vayne,50,10,70,10,10,20,50,60
Cassiopeia,50,40,80,20,30,50,10,80
Braum,10,20,10,70,10,90,30,10
Amumu,40,10,10,80,20,70,20,10
Quinn,60,20,50,10,10,30,60,40
Nami,20,50,20,10,60,50,20,50
Talon,80,20,30,10,10,10,80,40
Vladimir,40,20,10,20,80,20,20,10
Swain,40,50,50,30,60,30,20,30
Soraka,10,40,10,10,90,30,20,20
Zac,10,10,10,50,60,40,60,10
Lee Sin,70,10,50,30,10,20,50,90
Katarina,70,40,20,10,20,10,70,50
Yuumi,10,40,10,10,70,60,80,20
Rammus,10,10,20,90,10,50,50,10
Malphite,60,40,10,70,10,50,20,10
Singed,10,10,10,70,70,30,50,10
Rengar,80,10,50,10,30,40,40,60
Sion,50,40,50,60,10,50,20,10
Urgot,20,50,40,30,10,30,20,20
Azir,50,20,50,20,10,20,40,70
Sivir,20,40,70,10,10,20,30,50
Gangplank,40,40,50,10,30,20,10,50
Sylas,60,40,20,20,40,20,30,50
Tahm Kench,20,20,20,80,20,40,30,20
Sona,30,70,10,10,60,40,30,20
Mordekaiser,30,30,30,50,50,40,10,20
Kalista,20,20,40,10,10,40,70,70
Tristana,60,10,70,10,10,30,30,20
Evelynn,90,10,10,10,30,20,40,30
Syndra,70,60,10,10,10,20,10,20
Jayce,60,60,60,10,10,20,20,60
Kled,10,10,60,60,10,40,30,10
Zilean,50,70,10,10,10,60,30,30
Dr. Mundo,30,40,40,70,60,20,10,10
Udyr,10,10,60,60,30,50,55,10
Gragas,60,40,10,50,30,30,20,40
Vi,20,10,50,30,10,60,50,20
