Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Karthus,60,55,10,30,10,20,10,1
Ahri,70,60,10,10,40,20,60,4
Renekton,50,10,40,50,40,30,30,2
Pyke,40,10,40,10,50,50,40,5
Ekko,70,20,20,20,40,30,40,2
Bard,60,10,30,10,30,50,50,2
Nautilus,20,20,20,70,20,70,30,2
Neeko,60,60,60,10,10,50,30,4
Sett,30,10,50,60,10,70,30,2
Nunu,50,10,10,70,70,50,40,1
Maokai,20,10,10,70,40,80,10,2
Sejuani,40,10,20,80,20,70,30,2
Rakan,10,30,10,10,50,60,90,1
Blitzcrank,30,10,10,50,10,30,20,2
Volibear,40,10,40,40,50,50,40,2
Xayah,60,20,80,30,10,50,20,5
Ornn,30,20,30,80,10,70,40,2
Shen,10,10,30,70,20,70,40,1
Poppy,20,10,30,90,10,70,30,1
Kassadin,70,30,10,30,10,20,60,3
Kai'Sa,70,20,70,10,10,10,40,5
Aphelios,20,50,90,30,50,70,10,9
Pantheon,50,40,50,60,10,30,30,4
Cho'Gath,50,20,20,60,40,40,10,2
Ezreal,40,60,70,10,10,10,70,5
Ivern,10,20,20,20,10,80,20,3
Karma,30,55,10,30,30,70,30,2
Akali,80,20,50,10,20,10,70,8
LeBlanc,60,60,10,10,10,20,70,4
Galio,20,60,20,60,10,60,30,2
Garen,40,10,60,70,40,20,20,1
Warwick,10,10,40,50,70,50,50,1
Zoe,80,50,10,10,10,20,20,6
Lulu,10,40,10,20,30,70,20,3
Twitch,50,10,70,10,10,20,20,5
Leona,10,10,20,80,20,90,20,1
Thresh,20,10,20,40,20,70,20,7
Wukong,60,10,50,20,10,30,30,2
Camille,40,20,60,40,20,60,50,3
Ashe,10,50,60,10,10,60,10,2
Zac,10,10,10,50,60,40,60,1
Caitlyn,40,50,90,10,10,30,20,5
Alistar,20,20,10,90,30,60,40,1
Yasuo,40,10,80,20,10,50,70,9
Miss Fortune,50,80,40,10,10,20,20,3
Aatrox,30,20,50,20,50,40,30,3
Zed,50,30,50,10,10,10,50,6
Qiyana,60,20,40,10,10,70,60,6
Vayne,50,10,70,10,10,20,50,6
Syndra,70,60,10,10,10,20,10,2
Braum,10,20,10,70,10,90,30,1
Katarina,70,40,20,10,20,10,70,5
Mordekaiser,30,30,30,50,50,40,10,2
Dr. Mundo,30,40,40,70,60,20,10,1
Quinn,60,20,50,10,10,30,60,4
Malphite,60,40,10,70,10,50,20,1
Lee Sin,70,10,50,30,10,20,50,9
Ryze,70,50,70,30,20,60,30,8
Singed,10,10,10,70,70,30,50,1
Lucian,60,20,80,10,10,10,50,6
Riven,50,10,70,15,10,60,80,6
Darius,30,10,60,40,50,20,10,2
Yuumi,10,40,10,10,70,60,80,2
Fizz,70,10,20,10,10,20,80,4
Jinx,30,30,80,10,10,20,20,3
Kog'Maw,40,20,90,10,10,20,10,6
Jhin,60,40,50,10,10,30,10,6
Talon,80,20,30,10,10,10,80,4
Lillia,50,50,30,40,10,40,45,5
Vladimir,40,20,10,20,80,20,20,1
Gangplank,40,40,50,10,30,20,10,5
Jayce,60,60,60,10,10,20,20,6
Swain,40,50,50,30,60,30,20,3
Amumu,40,10,10,80,20,70,20,1
Jarvan IV,30,20,50,30,10,40,40,3
Soraka,10,40,10,10,90,30,20,2
